time,pv,irradiance,temp
20120328:0210,0.0,0.0,4.93
20120328:0310,0.0,0.0,4.64
20120328:0410,0.0,0.0,4.0
20120328:0510,0.0,0.0,3.35
20120328:0610,0.0,2.69,2.71
20120328:0710,224.37,280.9,5.46
20120328:0810,446.83,535.09,8.21
20120328:0910,624.08,774.42,10.97
20120328:1010,743.43,951.68,12.87
20120328:1110,799.86,1045.79,14.77
20120328:1210,807.19,1065.06,16.68
20120328:1310,748.28,978.76,17.1
20120328:1410,650.04,836.65,17.52
20120328:1510,499.71,633.81,17.94
20120328:1610,297.06,383.91,16.63
20120328:1710,76.59,134.17,15.32
20120328:1810,0.0,0.0,14.01
20120328:1910,0.0,0.0,12.2
20120328:2010,0.0,0.0,10.4
20120328:2110,0.0,0.0,8.6
20120328:2210,0.0,0.0,7.48
20120328:2310,0.0,0.0,6.37
20120329:0010,0.0,0.0,5.26
20120329:0110,0.0,0.0,5.29
20120329:0210,0.0,0.0,5.33
20120329:0310,0.0,0.0,5.36
20120329:0410,0.0,0.0,5.21
20120329:0510,0.0,0.0,5.05
20120329:0610,0.0,3.59,4.9
20120329:0710,231.43,291.16,7.32
20120329:0810,436.83,521.78,9.74
20120329:0910,598.85,727.04,12.16
20120329:1010,739.5,921.56,13.82
20120329:1110,823.0,1048.07,15.48
20120329:1210,811.21,1039.48,17.14
20120329:1310,757.52,961.64,17.43
20120329:1410,672.94,843.01,17.72
20120329:1510,490.38,607.29,18.01
20120329:1610,294.87,378.16,16.63
20120329:1710,47.49,80.55,15.24
20120329:1810,0.0,0.0,13.86
20120329:1910,0.0,0.0,12.31
20120329:2010,0.0,0.0,10.76
20120329:2110,0.0,0.0,9.21
20120329:2210,0.0,0.0,8.87
20120329:2310,0.0,0.0,8.54
20120330:0010,0.0,0.0,8.21
20120330:0110,0.0,0.0,7.5
20120330:0210,0.0,0.0,6.8
20120330:0310,0.0,0.0,6.09
20120330:0410,0.0,0.0,5.74
20120330:0510,0.0,0.0,5.38
20120330:0610,0.0,3.59,5.03
20120330:0710,204.6,257.74,6.93
20120330:0810,324.29,387.75,8.83
20120330:0910,547.73,662.49,10.74
20120330:1010,747.31,944.01,12.29
20120330:1110,801.61,1044.26,13.84
20120330:1210,807.36,1075.16,15.4
20120330:1310,752.59,975.92,15.5
20120330:1410,653.39,823.48,15.61
20120330:1510,495.59,612.25,15.72
20120330:1610,297.61,379.84,14.87
20120330:1710,74.25,120.28,14.03
20120330:1810,0.0,0.0,13.19
20120330:1910,0.0,0.0,11.39
20120330:2010,0.0,0.0,9.59
20120330:2110,0.0,0.0,7.8
20120330:2210,0.0,0.0,7.66
20120330:2310,0.0,0.0,7.52
20120331:0010,0.0,0.0,7.38
20120331:0110,0.0,0.0,6.49
20120331:0210,0.0,0.0,5.61
20120331:0310,0.0,0.0,4.72
20120331:0410,0.0,0.0,4.47
20120331:0510,0.0,0.0,4.21
20120331:0610,0.0,4.49,3.96
20120331:0710,62.09,87.58,5.73
20120331:0810,113.12,145.79,7.51
20120331:0910,105.45,138.23,9.29
20120331:1010,76.13,105.02,10.19
20120331:1110,66.59,94.25,11.1
20120331:1210,37.9,60.14,12.01
20120331:1310,145.85,185.8,11.85
20120331:1410,145.06,184.67,11.69
20120331:1510,128.07,165.08,11.52
20120331:1610,108.09,142.22,10.55
20120331:1710,47.81,73.1,9.57
20120331:1810,0.0,1.66,8.6
20120331:1910,0.0,0.0,7.63
20120331:2010,0.0,0.0,6.67
20120331:2110,0.0,0.0,5.71
20120331:2210,0.0,0.0,5.13
20120331:2310,0.0,0.0,4.55
20120401:0010,0.0,0.0,3.98
20120401:0110,0.0,0.0,3.42
20120401:0210,0.0,0.0,2.86
20120401:0310,0.0,0.0,2.3
20120401:0410,0.0,0.0,2.05
20120401:0510,0.0,0.0,1.8
20120401:0610,20.99,45.33,1.54
20120401:0710,194.41,240.48,3.07
20120401:0810,433.35,506.09,4.6
20120401:0910,557.43,656.71,6.12
20120401:1010,719.99,873.77,7.07
20120401:1110,821.18,1027.05,8.01
20120401:1210,813.35,1029.98,8.95
20120401:1310,791.36,996.11,9.41
20120401:1410,677.18,834.75,9.87
20120401:1510,509.57,618.29,10.32
20120401:1610,309.08,387.13,9.86
20120401:1710,83.0,142.6,9.39
20120401:1810,2.33,10.77,8.93
20120401:1910,0.0,0.0,7.49
20120401:2010,0.0,0.0,6.05
20120401:2110,0.0,0.0,4.61
20120401:2210,0.0,0.0,3.89
20120401:2310,0.0,0.0,3.17
20120402:0010,0.0,0.0,2.45
20120402:0110,0.0,0.0,2.25
20120402:0210,0.0,0.0,2.06
20120402:0310,0.0,0.0,1.86
20120402:0410,0.0,0.0,1.57
20120402:0510,0.0,0.0,1.28
20120402:0610,23.5,48.47,1.0
20120402:0710,205.96,255.0,3.48
20120402:0810,433.99,515.04,5.97
20120402:0910,606.03,739.65,8.45
20120402:1010,742.41,926.22,9.46
20120402:1110,815.33,1029.7,10.47
20120402:1210,813.56,1025.04,11.47
20120402:1310,781.89,978.6,11.83
20120402:1410,666.92,819.99,12.19
20120402:1510,486.03,590.11,12.54
20120402:1610,245.37,308.05,11.72
20120402:1710,83.02,140.1,10.91
20120402:1810,3.2,12.43,10.09
20120402:1910,0.0,0.0,8.61
20120402:2010,0.0,0.0,7.14
20120402:2110,0.0,0.0,5.66
20120402:2210,0.0,0.0,5.33
20120402:2310,0.0,0.0,5.01
20120403:0010,0.0,0.0,4.68
20120403:0110,0.0,0.0,4.93
20120403:0210,0.0,0.0,5.18
20120403:0310,0.0,0.0,5.43
20120403:0410,0.0,0.0,5.35
20120403:0510,0.0,0.0,5.27
20120403:0610,21.11,42.56,5.2
20120403:0710,168.77,213.28,6.73
20120403:0810,323.41,385.31,8.26
20120403:0910,572.64,689.06,9.79
20120403:1010,628.58,762.48,10.33
20120403:1110,229.82,281.91,10.87
20120403:1210,267.27,325.52,11.41
20120403:1310,91.8,123.86,11.39
20120403:1410,118.38,154.38,11.37
20120403:1510,162.53,204.43,11.34
20120403:1610,152.71,194.12,10.35
20120403:1710,29.67,49.37,9.35
20120403:1810,0.0,1.66,8.36
20120403:1910,0.0,0.0,7.48
20120403:2010,0.0,0.0,6.6
20120403:2110,0.0,0.0,5.72
20120403:2210,0.0,0.0,5.31
20120403:2310,0.0,0.0,4.9
20120404:0010,0.0,0.0,4.49
20120404:0110,0.0,0.0,4.22
20120404:0210,0.0,0.0,3.94
20120404:0310,0.0,0.0,3.67
20120404:0410,0.0,0.0,3.45
20120404:0510,0.0,0.0,3.22
20120404:0610,27.46,53.25,2.99
20120404:0710,245.51,302.39,4.02
20120404:0810,476.24,562.1,5.05
20120404:0910,425.96,502.99,6.07
20120404:1010,532.52,632.66,7.0
20120404:1110,154.96,193.88,7.93
20120404:1210,662.89,795.75,8.86
20120404:1310,148.07,186.69,9.03
20120404:1410,64.81,91.55,9.2
20120404:1510,35.44,56.55,9.36
20120404:1610,118.85,153.85,8.87
20120404:1710,51.85,77.26,8.37
20120404:1810,4.21,14.08,7.88
20120404:1910,0.0,0.0,7.05
20120404:2010,0.0,0.0,6.23
20120404:2110,0.0,0.0,5.4
20120404:2210,0.0,0.0,5.47
20120404:2310,0.0,0.0,5.53
20120405:0010,0.0,0.0,5.6
20120405:0110,0.0,0.0,5.57
20120405:0210,0.0,0.0,5.54
20120405:0310,0.0,0.0,5.51
20120405:0410,0.0,0.0,5.53
20120405:0510,0.0,0.0,5.54
20120405:0610,3.91,13.46,5.55
20120405:0710,19.55,35.9,5.97
20120405:0810,15.45,30.52,6.38
20120405:0910,85.46,113.99,6.79
20120405:1010,69.38,96.04,7.65
20120405:1110,69.86,96.94,8.51
20120405:1210,82.03,111.3,9.36
20120405:1310,81.99,111.3,9.42
20120405:1410,81.95,111.3,9.47
20120405:1510,183.5,225.85,9.52
20120405:1610,104.83,137.36,8.78
20120405:1710,64.02,93.45,8.04
20120405:1810,4.72,14.91,7.3
20120405:1910,0.0,0.0,6.12
20120405:2010,0.0,0.0,4.94
20120405:2110,0.0,0.0,3.76
20120405:2210,0.0,0.0,3.2
20120405:2310,0.0,0.0,2.64
20120406:0010,0.0,0.0,2.08
20120406:0110,0.0,0.0,1.54
20120406:0210,0.0,0.0,1.0
20120406:0310,0.0,0.0,0.46
20120406:0410,0.0,0.0,0.31
20120406:0510,0.0,0.0,0.16
20120406:0610,37.4,66.25,0.0
20120406:0710,254.82,309.46,1.94
20120406:0810,477.21,557.87,3.88
20120406:0910,655.33,782.7,5.82
20120406:1010,783.08,956.39,7.2
20120406:1110,858.42,1065.02,8.58
20120406:1210,837.39,1038.44,9.96
20120406:1310,780.64,953.07,10.48
20120406:1410,545.98,650.12,11.0
20120406:1510,233.81,285.11,11.51
20120406:1610,150.64,192.04,11.05
20120406:1710,67.83,106.34,10.58
20120406:1810,5.21,15.86,10.12
20120406:1910,0.0,0.0,9.14
20120406:2010,0.0,0.0,8.16
20120406:2110,0.0,0.0,7.18
20120406:2210,0.0,0.0,7.12
20120406:2310,0.0,0.0,7.06
20120407:0010,0.0,0.0,7.0
20120407:0110,0.0,0.0,6.89
20120407:0210,0.0,0.0,6.79
20120407:0310,0.0,0.0,6.69
20120407:0410,0.0,0.0,6.82
20120407:0510,0.0,0.0,6.95
20120407:0610,1.45,8.98,7.09
20120407:0710,72.23,99.84,7.61
20120407:0810,151.59,189.29,8.13
20120407:0910,96.28,127.46,8.65
20120407:1010,72.63,100.53,9.07
20120407:1110,98.22,130.15,9.49
20120407:1210,86.29,116.68,9.91
20120407:1310,78.49,107.71,9.92
20120407:1410,60.77,87.06,9.93
20120407:1510,98.73,131.05,9.93
20120407:1610,116.84,151.77,9.32
20120407:1710,59.59,87.1,8.72
20120407:1810,4.2,14.08,8.11
20120407:1910,0.0,0.0,6.83
20120407:2010,0.0,0.0,5.54
20120407:2110,0.0,0.0,4.26
20120407:2210,0.0,0.0,4.36
20120407:2310,0.0,0.0,4.47
20120408:0010,0.0,0.0,4.57
20120408:0110,0.0,0.0,4.94
20120408:0210,0.0,0.0,5.32
20120408:0310,0.0,0.0,5.69
20120408:0410,0.0,0.0,6.1
20120408:0510,0.0,0.0,6.51
20120408:0610,21.57,40.01,6.93
20120408:0710,71.6,98.96,7.33
20120408:0810,141.95,178.48,7.74
20120408:0910,161.08,200.53,8.15
20120408:1010,86.71,116.68,8.66
20120408:1110,95.11,126.56,9.17
20120408:1210,190.64,235.67,9.68
20120408:1310,171.55,214.26,10.36
20120408:1410,71.96,100.53,11.04
20120408:1510,25.12,43.98,11.72
20120408:1610,19.68,36.8,11.25
20120408:1710,46.23,70.44,10.78
20120408:1810,8.83,21.54,10.31
20120408:1910,0.0,0.0,9.83
20120408:2010,0.0,0.0,9.36
20120408:2110,0.0,0.0,8.88
20120408:2210,0.0,0.0,8.66
20120408:2310,0.0,0.0,8.44
20120409:0010,0.0,0.0,8.22
20120409:0110,0.0,0.0,7.99
20120409:0210,0.0,0.0,7.75
20120409:0310,0.0,0.0,7.52
20120409:0410,0.0,0.0,7.64
20120409:0510,0.0,0.0,7.75
20120409:0610,0.62,7.18,7.86
20120409:0710,58.92,84.15,7.96
20120409:0810,49.19,72.7,8.06
20120409:0910,99.1,130.15,8.16
20120409:1010,127.85,162.46,8.29
20120409:1110,175.99,216.13,8.42
20120409:1210,228.34,274.07,8.55
20120409:1310,146.35,183.1,8.58
20120409:1410,80.1,108.61,8.6
20120409:1510,52.16,76.29,8.62
20120409:1610,67.6,94.25,8.53
20120409:1710,22.76,40.39,8.44
20120409:1810,0.07,5.8,8.35
20120409:1910,0.0,0.0,8.38
20120409:2010,0.0,0.0,8.42
20120409:2110,0.0,0.0,8.45
20120409:2210,0.0,0.0,8.66
20120409:2310,0.0,0.0,8.86
20120410:0010,0.0,0.0,9.07
20120410:0110,0.0,0.0,8.23
20120410:0210,0.0,0.0,7.38
20120410:0310,0.0,0.0,6.54
20120410:0410,0.0,0.0,6.07
20120410:0510,0.0,0.0,5.6
20120410:0610,45.99,77.81,5.12
20120410:0710,279.28,339.28,6.2
20120410:0810,495.28,572.82,7.28
20120410:0910,435.56,505.04,8.35
20120410:1010,582.28,679.72,9.16
20120410:1110,541.61,636.13,9.97
20120410:1210,533.25,629.9,10.77
20120410:1310,631.09,746.98,10.65
20120410:1410,526.91,619.97,10.53
20120410:1510,535.56,630.73,10.4
20120410:1610,296.01,363.58,9.54
20120410:1710,85.72,125.18,8.68
20120410:1810,11.24,24.85,7.82
20120410:1910,0.0,0.0,6.92
20120410:2010,0.0,0.0,6.03
20120410:2110,0.0,0.0,5.13
20120410:2210,0.0,0.0,4.9
20120410:2310,0.0,0.0,4.68
20120411:0010,0.0,0.0,4.45
20120411:0110,0.0,0.0,4.13
20120411:0210,0.0,0.0,3.81
20120411:0310,0.0,0.0,3.49
20120411:0410,0.0,0.0,3.48
20120411:0510,0.0,0.0,3.46
20120411:0610,58.31,97.92,3.44
20120411:0710,261.7,319.12,4.88
20120411:0810,319.54,376.24,6.32
20120411:0910,554.33,654.32,7.75
20120411:1010,715.32,865.51,8.43
20120411:1110,375.82,449.14,9.1
20120411:1210,466.39,561.31,9.77
20120411:1310,132.83,170.54,10.09
20120411:1410,116.27,151.69,10.41
20120411:1510,385.23,462.41,10.73
20120411:1610,175.16,220.49,10.03
20120411:1710,75.08,107.72,9.33
20120411:1810,12.35,26.51,8.63
20120411:1910,0.0,0.0,7.51
20120411:2010,0.0,0.0,6.4
20120411:2110,0.0,0.0,5.28
20120411:2210,0.0,0.0,4.81
20120411:2310,0.0,0.0,4.34
20120412:0010,0.0,0.0,3.87
20120412:0110,0.0,0.0,3.29
20120412:0210,0.0,0.0,2.71
20120412:0310,0.0,0.0,2.13
20120412:0410,0.0,0.0,2.01
20120412:0510,0.0,0.0,1.89
20120412:0610,29.1,48.8,1.77
20120412:0710,96.35,125.87,3.75
20120412:0810,409.88,481.12,5.73
20120412:0910,658.01,788.83,7.71
20120412:1010,594.65,713.85,8.37
20120412:1110,84.09,113.99,9.02
20120412:1210,47.89,71.81,9.67
20120412:1310,72.09,100.53,9.95
20120412:1410,635.91,781.27,10.22
20120412:1510,245.26,300.86,10.49
20120412:1610,226.94,283.57,9.82
20120412:1710,5.97,17.05,9.15
20120412:1810,13.54,28.17,8.48
20120412:1910,0.0,0.0,7.03
20120412:2010,0.0,0.0,5.57
20120412:2110,0.0,0.0,4.12
20120412:2210,0.0,0.0,3.65
20120412:2310,0.0,0.0,3.17
20120413:0010,0.0,0.0,2.7
20120413:0110,0.0,0.0,2.13
20120413:0210,0.0,0.0,1.57
20120413:0310,0.0,0.0,1.01
20120413:0410,0.0,0.0,1.05
20120413:0510,0.0,0.0,1.08
20120413:0610,40.09,63.91,1.12
20120413:0710,89.93,118.32,3.21
20120413:0810,18.89,35.01,5.31
20120413:0910,166.91,207.35,7.41
20120413:1010,436.24,521.3,8.16
20120413:1110,787.6,985.3,8.9
20120413:1210,808.58,1018.83,9.64
20120413:1310,738.7,920.37,9.94
20120413:1410,233.58,286.66,10.24
20120413:1510,36.62,58.34,10.54
20120413:1610,149.16,190.58,10.03
20120413:1710,93.51,150.26,9.51
20120413:1810,14.09,29.0,9.0
20120413:1910,0.0,0.0,8.25
20120413:2010,0.0,0.0,7.51
20120413:2110,0.0,0.0,6.76
20120413:2210,0.0,0.0,5.83
20120413:2310,0.0,0.0,4.91
20120414:0010,0.0,0.0,3.98
20120414:0110,0.0,0.0,3.98
20120414:0210,0.0,0.0,3.98
20120414:0310,0.0,0.0,3.98
20120414:0410,0.0,0.0,3.97
20120414:0510,0.0,0.0,3.96
20120414:0610,14.96,29.62,3.94
20120414:0710,76.18,103.16,5.04
20120414:0810,177.22,216.24,6.14
20120414:0910,473.43,552.36,7.23
20120414:1010,716.6,850.41,7.99
20120414:1110,842.64,1015.42,8.74
20120414:1210,634.38,752.06,9.49
20120414:1310,384.47,455.23,9.8
20120414:1410,251.8,304.21,10.1
20120414:1510,282.99,340.09,10.4
20120414:1610,277.59,341.65,9.78
20120414:1710,94.26,151.93,9.17
20120414:1810,15.97,31.48,8.55
20120414:1910,0.0,0.0,7.5
20120414:2010,0.0,0.0,6.46
20120414:2110,0.0,0.0,5.41
20120414:2210,0.0,0.0,5.1
20120414:2310,0.0,0.0,4.78
20120415:0010,0.0,0.0,4.47
20120415:0110,0.0,0.0,4.07
20120415:0210,0.0,0.0,3.68
20120415:0310,0.0,0.0,3.29
20120415:0410,0.0,0.0,3.1
20120415:0510,0.0,0.0,2.9
20120415:0610,68.52,109.77,2.7
20120415:0710,298.72,357.18,3.98
20120415:0810,517.7,592.63,5.25
20120415:0910,547.28,627.71,6.52
20120415:1010,635.56,735.65,7.46
20120415:1110,653.6,762.07,8.4
20120415:1210,739.54,870.93,9.34
20120415:1310,355.08,417.59,9.25
20120415:1410,554.96,645.6,9.16
20120415:1510,487.86,568.17,9.06
20120415:1610,202.37,248.51,8.4
20120415:1710,97.02,150.77,7.73
20120415:1810,14.87,29.82,7.07
20120415:1910,0.0,0.0,5.95
20120415:2010,0.0,0.0,4.83
20120415:2110,0.0,0.0,3.71
20120415:2210,0.0,0.0,3.08
20120415:2310,0.0,0.0,2.44
20120416:0010,0.0,0.0,1.81
20120416:0110,0.0,0.0,1.17
20120416:0210,0.0,0.0,0.53
20120416:0310,0.0,0.0,-0.11
20120416:0410,0.0,0.0,-0.29
20120416:0510,0.0,0.0,-0.48
20120416:0610,2.02,9.87,-0.67
20120416:0710,292.94,351.2,1.69
20120416:0810,516.3,603.97,4.05
20120416:0910,675.79,809.26,6.4
20120416:1010,745.79,910.05,7.25
20120416:1110,340.66,407.4,8.09
20120416:1210,219.34,268.85,8.93
20120416:1310,194.73,240.47,8.94
20120416:1410,233.2,284.04,8.94
20120416:1510,452.42,540.73,8.94
20120416:1610,255.38,314.67,8.38
20120416:1710,96.68,140.62,7.82
20120416:1810,18.55,34.79,7.26
20120416:1910,0.0,0.0,6.29
20120416:2010,0.0,0.0,5.32
20120416:2110,0.0,0.0,4.35
20120416:2210,0.0,0.0,4.48
20120416:2310,0.0,0.0,4.61
20120417:0010,0.0,0.0,4.74
20120417:0110,0.0,0.0,5.05
20120417:0210,0.0,0.0,5.36
20120417:0310,0.0,0.0,5.67
20120417:0410,0.0,0.0,5.71
20120417:0510,0.0,0.0,5.75
20120417:0610,5.54,16.16,5.78
20120417:0710,79.84,107.47,6.29
20120417:0810,97.47,127.46,6.8
20120417:0910,60.96,86.17,7.31
20120417:1010,310.4,365.15,8.33
20120417:1110,182.16,224.13,9.35
20120417:1210,80.1,109.5,10.37
20120417:1310,794.06,942.16,10.75
20120417:1410,502.87,590.27,11.13
20120417:1510,518.14,609.6,11.5
20120417:1610,297.64,364.98,10.29
20120417:1710,34.09,54.75,9.09
20120417:1810,0.07,5.8,7.88
20120417:1910,0.0,0.0,7.18
20120417:2010,0.0,0.0,6.49
20120417:2110,0.0,0.0,5.79
20120417:2210,0.0,0.0,5.77
20120417:2310,0.0,0.0,5.75
20120418:0010,0.0,0.0,5.73
20120418:0110,0.0,0.0,5.82
20120418:0210,0.0,0.0,5.91
20120418:0310,0.0,0.0,6.0
20120418:0410,0.0,0.0,6.2
20120418:0510,0.0,0.0,6.4
20120418:0610,22.27,39.49,6.61
20120418:0710,39.67,61.03,7.02
20120418:0810,177.69,216.33,7.44
20120418:0910,158.74,196.07,7.86
20120418:1010,93.69,123.86,8.33
20120418:1110,294.94,348.09,8.8
20120418:1210,177.2,218.11,9.26
20120418:1310,268.09,319.01,9.18
20120418:1410,447.31,518.79,9.1
20120418:1510,195.8,238.33,9.02
20120418:1610,222.14,271.32,8.56
20120418:1710,76.33,106.37,8.1
20120418:1810,19.79,36.45,7.64
20120418:1910,0.0,0.0,7.17
20120418:2010,0.0,0.0,6.71
20120418:2110,0.0,0.0,6.24
20120418:2210,0.0,0.0,6.21
20120418:2310,0.0,0.0,6.18
20120419:0010,0.0,0.0,6.15
20120419:0110,0.0,0.0,6.09
20120419:0210,0.0,0.0,6.02
20120419:0310,0.0,0.0,5.96
20120419:0410,0.0,0.0,5.97
20120419:0510,0.0,0.0,5.97
20120419:0610,49.85,75.82,5.97
20120419:0710,84.18,112.76,6.57
20120419:0810,116.41,149.28,7.17
20120419:0910,115.76,149.0,7.76
20120419:1010,252.53,303.07,8.66
20120419:1110,52.59,77.19,9.55
20120419:1210,123.2,158.87,10.44
20120419:1310,38.97,61.03,10.37
20120419:1410,201.05,246.56,10.29
20120419:1510,72.35,100.53,10.21
20120419:1610,147.18,186.18,9.63
20120419:1710,32.61,52.96,9.05
20120419:1810,18.44,34.79,8.47
20120419:1910,0.0,0.0,8.01
20120419:2010,0.0,0.0,7.54
20120419:2110,0.0,0.0,7.08
20120419:2210,0.0,0.0,6.89
20120419:2310,0.0,0.0,6.7
20120420:0010,0.0,0.0,6.51
20120420:0110,0.0,0.0,6.15
20120420:0210,0.0,0.0,5.8
20120420:0310,0.0,0.0,5.44
20120420:0410,0.0,0.0,5.28
20120420:0510,0.0,0.0,5.11
20120420:0610,80.41,124.8,4.95
20120420:0710,295.31,357.25,6.01
20120420:0810,525.85,615.45,7.07
20120420:0910,667.6,789.99,8.13
20120420:1010,634.68,753.16,8.77
20120420:1110,312.32,372.88,9.41
20120420:1210,98.0,130.15,10.05
20120420:1310,509.84,602.83,9.91
20120420:1410,471.27,554.75,9.77
20120420:1510,186.65,229.72,9.63
20120420:1610,253.19,309.92,8.93
20120420:1710,12.05,26.03,8.22
20120420:1810,22.99,40.59,7.52
20120420:1910,0.0,0.0,6.7
20120420:2010,0.0,0.0,5.89
20120420:2110,0.0,0.0,5.07
20120420:2210,0.0,0.0,4.81
20120420:2310,0.0,0.0,4.55
20120421:0010,0.0,0.0,4.29
20120421:0110,0.0,0.0,4.24
20120421:0210,0.0,0.0,4.2
20120421:0310,0.0,0.0,4.15
20120421:0410,0.0,0.0,4.23
20120421:0510,0.0,0.0,4.31
20120421:0610,89.63,142.93,4.39
20120421:0710,205.58,250.94,5.37
20120421:0810,302.18,356.33,6.36
20120421:0910,676.27,803.08,7.34
20120421:1010,600.41,711.73,8.24
20120421:1110,160.9,201.06,9.14
20120421:1210,741.31,893.32,10.04
20120421:1310,481.27,571.07,10.33
20120421:1410,559.34,664.47,10.62
20120421:1510,309.66,371.48,10.9
20120421:1610,243.44,300.17,10.26
20120421:1710,100.35,158.09,9.63
20120421:1810,23.47,41.42,8.99
20120421:1910,0.0,0.0,8.18
20120421:2010,0.0,0.0,7.36
20120421:2110,0.0,0.0,6.55
20120421:2210,0.0,0.0,6.17
20120421:2310,0.0,0.0,5.79
20120422:0010,0.0,0.0,5.41
20120422:0110,0.0,0.0,5.06
20120422:0210,0.0,0.0,4.71
20120422:0310,0.0,0.0,4.36
20120422:0410,0.0,0.0,4.43
20120422:0510,0.0,0.0,4.5
20120422:0610,83.22,126.07,4.57
20120422:0710,320.5,387.6,6.19
20120422:0810,538.23,631.71,7.81
20120422:0910,702.98,837.48,9.43
20120422:1010,705.56,843.74,10.02
20120422:1110,274.41,330.77,10.6
20120422:1210,226.26,276.67,11.18
20120422:1310,728.12,866.58,10.86
20120422:1410,418.41,492.13,10.54
20120422:1510,50.97,75.4,10.22
20120422:1610,161.53,202.34,9.81
20120422:1710,101.82,143.24,9.41
20120422:1810,21.55,38.94,9.0
20120422:1910,0.0,0.0,8.27
20120422:2010,0.0,0.0,7.54
20120422:2110,0.0,0.0,6.81
20120422:2210,0.0,0.0,6.54
20120422:2310,0.0,0.0,6.27
20120423:0010,0.0,0.0,6.0
20120423:0110,0.0,0.0,5.7
20120423:0210,0.0,0.0,5.4
20120423:0310,0.0,0.0,5.1
20120423:0410,0.0,0.0,5.27
20120423:0510,0.0,2.49,5.43
20120423:0610,61.56,90.67,5.59
20120423:0710,276.7,334.49,6.14
20120423:0810,221.8,265.59,6.69
20120423:0910,252.42,299.77,7.23
20120423:1010,143.75,179.51,7.1
20120423:1110,221.16,265.39,6.97
20120423:1210,206.41,248.84,6.84
20120423:1310,214.3,257.86,7.04
20120423:1410,173.01,212.25,7.24
20120423:1510,118.57,151.69,7.43
20120423:1610,92.31,122.07,7.24
20120423:1710,107.01,151.43,7.04
20120423:1810,15.5,30.65,6.85
20120423:1910,0.0,0.0,6.6
20120423:2010,0.0,0.0,6.36
20120423:2110,0.0,0.0,6.11
20120423:2210,0.0,0.0,6.08
20120423:2310,0.0,0.0,6.05
20120424:0010,0.0,0.0,6.03
20120424:0110,0.0,0.0,5.91
20120424:0210,0.0,0.0,5.8
20120424:0310,0.0,0.0,5.68
20120424:0410,0.0,0.0,5.66
20120424:0510,0.0,3.31,5.64
20120424:0610,14.84,29.62,5.62
20120424:0710,35.99,56.55,6.57
20120424:0810,200.44,242.38,7.52
20120424:0910,69.1,96.04,8.46
20120424:1010,76.61,105.02,9.21
20120424:1110,200.03,245.3,9.96
20120424:1210,269.93,325.61,10.71
20120424:1310,248.23,301.6,10.96
20120424:1410,384.85,459.4,11.21
20120424:1510,240.43,293.9,11.46
20120424:1610,281.35,349.43,10.66
20120424:1710,106.54,156.27,9.85
20120424:1810,23.42,41.42,9.05
20120424:1910,0.0,0.0,8.11
20120424:2010,0.0,0.0,7.16
20120424:2110,0.0,0.0,6.22
20120424:2210,0.0,0.0,6.09
20120424:2310,0.0,0.0,5.96
20120425:0010,0.0,0.0,5.83
20120425:0110,0.0,0.0,6.03
20120425:0210,0.0,0.0,6.23
20120425:0310,0.0,0.0,6.43
20120425:0410,0.0,0.0,6.39
20120425:0510,0.0,2.49,6.34
20120425:0610,5.52,16.16,6.3
20120425:0710,21.57,38.6,6.62
20120425:0810,72.02,98.73,6.95
20120425:0910,85.36,113.99,7.28
20120425:1010,59.98,85.27,8.15
20120425:1110,162.23,201.06,9.02
20120425:1210,42.83,65.52,9.88
20120425:1310,202.98,247.82,10.33
20120425:1410,353.58,416.77,10.77
20120425:1510,250.7,302.29,11.21
20120425:1610,238.28,291.83,10.57
20120425:1710,46.56,70.01,9.94
20120425:1810,3.69,13.26,9.3
20120425:1910,0.0,0.0,8.91
20120425:2010,0.0,0.0,8.51
20120425:2110,0.0,0.0,8.12
20120425:2210,0.0,0.0,8.16
20120425:2310,0.0,0.0,8.2
20120426:0010,0.0,0.0,8.25
20120426:0110,0.0,0.0,8.18
20120426:0210,0.0,0.0,8.11
20120426:0310,0.0,0.0,8.04
20120426:0410,0.0,0.0,8.11
20120426:0510,3.72,13.26,8.18
20120426:0610,42.75,65.52,8.26
20120426:0710,16.6,32.31,8.58
20120426:0810,200.42,243.01,8.9
20120426:0910,320.46,376.23,9.22
20120426:1010,56.4,81.68,9.96
20120426:1110,158.65,198.36,10.7
20120426:1210,527.53,615.34,11.43
20120426:1310,802.77,939.93,11.64
20120426:1410,411.08,482.44,11.84
20120426:1510,373.78,441.15,12.04
20120426:1610,216.48,266.98,11.51
20120426:1710,106.29,163.49,10.99
20120426:1810,20.14,37.28,10.46
20120426:1910,0.0,0.0,9.83
20120426:2010,0.0,0.0,9.19
20120426:2110,0.0,0.0,8.56
20120426:2210,0.0,0.0,8.53
20120426:2310,0.0,0.0,8.51
20120427:0010,0.0,0.0,8.48
20120427:0110,0.0,0.0,8.44
20120427:0210,0.0,0.0,8.41
20120427:0310,0.0,0.0,8.37
20120427:0410,0.0,0.0,8.43
20120427:0510,0.0,2.49,8.48
20120427:0610,91.56,135.95,8.53
20120427:0710,16.54,32.31,9.16
20120427:0810,365.66,429.82,9.78
20120427:0910,210.27,256.5,10.4
20120427:1010,44.02,67.32,11.05
20120427:1110,590.31,698.43,11.7
20120427:1210,64.76,92.45,12.35
20120427:1310,835.4,1004.27,12.66
20120427:1410,225.46,276.92,12.97
20120427:1510,459.58,547.55,13.27
20120427:1610,316.6,395.11,12.73
