time,pv,irradiance,temp
20120702:1410,88.87,122.07,15.57
20120702:1510,75.77,106.81,15.86
20120702:1610,88.03,121.17,15.69
20120702:1710,37.28,60.14,15.52
20120702:1810,5.97,17.4,15.34
20120702:1910,1.42,9.11,15.18
20120702:2010,0.0,0.0,15.02
20120702:2110,0.0,0.0,14.86
20120702:2210,0.0,0.0,14.91
20120702:2310,0.0,0.0,14.96
20120703:0010,0.0,0.0,15.01
20120703:0110,0.0,0.0,14.9
20120703:0210,0.0,0.0,14.78
20120703:0310,0.0,0.0,14.67
20120703:0410,0.0,0.0,14.76
20120703:0510,13.66,29.0,14.85
20120703:0610,40.92,64.63,14.95
20120703:0710,77.35,108.61,15.17
20120703:0810,95.66,130.15,15.4
20120703:0910,118.75,157.08,15.62
20120703:1010,148.66,192.08,16.02
20120703:1110,233.04,290.5,16.41
20120703:1210,191.22,242.34,16.81
20120703:1310,234.03,292.32,16.83
20120703:1410,147.19,191.18,16.85
20120703:1510,121.77,161.56,16.87
20120703:1610,77.6,109.5,16.66
20120703:1710,68.63,98.73,16.44
20120703:1810,10.72,24.85,16.22
20120703:1910,0.34,6.63,15.86
20120703:2010,0.0,0.0,15.49
20120703:2110,0.0,0.0,15.13
20120703:2210,0.0,0.0,15.16
20120703:2310,0.0,0.0,15.18
20120704:0010,0.0,0.0,15.21
20120704:0110,0.0,0.0,15.22
20120704:0210,0.0,0.0,15.23
20120704:0310,0.0,0.0,15.24
20120704:0410,0.0,0.0,15.3
20120704:0510,1.81,9.94,15.36
20120704:0610,19.91,37.7,15.42
20120704:0710,103.69,140.1,16.01
20120704:0810,131.97,173.45,16.6
20120704:0910,194.33,246.66,17.19
20120704:1010,99.15,135.53,17.62
20120704:1110,299.19,371.21,18.06
20120704:1210,441.79,543.06,18.49
20120704:1310,441.75,542.47,18.57
20120704:1410,375.85,462.42,18.66
20120704:1510,312.37,386.85,18.74
20120704:1610,316.68,398.53,18.11
20120704:1710,75.76,107.71,17.48
20120704:1810,64.19,93.61,16.84
20120704:1910,2.63,11.6,16.14
20120704:2010,0.0,0.0,15.44
20120704:2110,0.0,0.0,14.74
20120704:2210,0.0,0.0,14.46
20120704:2310,0.0,0.0,14.19
20120705:0010,0.0,0.0,13.91
20120705:0110,0.0,0.0,13.59
20120705:0210,0.0,0.0,13.28
20120705:0310,0.0,0.0,12.96
20120705:0410,0.0,0.0,13.3
20120705:0510,33.8,55.51,13.63
20120705:0610,67.09,96.76,13.97
20120705:0710,262.6,334.88,15.15
20120705:0810,366.43,456.82,16.34
20120705:0910,373.9,469.0,17.52
20120705:1010,228.33,291.11,18.25
20120705:1110,249.98,317.59,18.97
20120705:1210,224.62,287.37,19.7
20120705:1310,464.97,581.87,19.82
20120705:1410,377.88,471.82,19.94
20120705:1510,435.4,541.77,20.06
20120705:1610,306.86,391.53,19.72
20120705:1710,153.77,211.83,19.38
20120705:1810,66.77,97.76,19.04
20120705:1910,12.26,27.34,18.32
20120705:2010,0.0,0.0,17.6
20120705:2110,0.0,0.0,16.88
20120705:2210,0.0,0.0,16.24
20120705:2310,0.0,0.0,15.59
20120706:0010,0.0,0.0,14.95
20120706:0110,0.0,0.0,14.27
20120706:0210,0.0,0.0,13.58
20120706:0310,0.0,0.0,12.9
20120706:0410,0.0,0.0,13.2
20120706:0510,13.17,28.17,13.49
20120706:0610,16.1,32.31,13.79
20120706:0710,30.22,51.16,14.78
20120706:0810,47.22,72.7,15.77
20120706:0910,90.91,125.66,16.76
20120706:1010,75.57,107.71,17.64
20120706:1110,93.27,129.25,18.52
20120706:1210,87.67,122.97,19.4
20120706:1310,620.39,769.53,18.16
20120706:1410,562.81,690.31,16.93
20120706:1510,348.66,426.56,15.69
20120706:1610,339.95,425.32,15.33
20120706:1710,157.76,212.75,14.97
20120706:1810,49.07,74.56,14.61
20120706:1910,24.72,43.91,14.17
20120706:2010,0.0,0.0,13.72
20120706:2110,0.0,0.0,13.27
20120706:2210,0.0,0.0,13.1
20120706:2310,0.0,0.0,12.93
20120707:0010,0.0,0.0,12.76
20120707:0110,0.0,0.0,12.72
20120707:0210,0.0,0.0,12.68
20120707:0310,0.0,0.0,12.64
20120707:0410,0.0,0.0,12.92
20120707:0510,31.3,52.19,13.19
20120707:0610,94.4,131.61,13.47
20120707:0710,178.07,225.94,13.82
20120707:0810,251.55,309.35,14.18
20120707:0910,289.86,354.23,14.53
20120707:1010,393.14,476.26,14.75
20120707:1110,327.44,399.73,14.96
20120707:1210,397.94,483.71,15.18
20120707:1310,284.72,349.95,15.22
20120707:1410,251.88,311.43,15.25
20120707:1510,331.86,404.56,15.29
20120707:1610,186.29,235.64,14.99
20120707:1710,32.39,53.85,14.69
20120707:1810,20.94,38.94,14.39
20120707:1910,0.35,6.63,14.2
20120707:2010,0.0,0.0,14.01
20120707:2110,0.0,0.0,13.82
20120707:2210,0.0,0.0,13.84
20120707:2310,0.0,0.0,13.86
20120708:0010,0.0,0.0,13.88
20120708:0110,0.0,0.0,13.75
20120708:0210,0.0,0.0,13.61
20120708:0310,0.0,0.0,13.48
20120708:0410,0.0,0.0,13.58
20120708:0510,27.29,47.22,13.68
20120708:0610,8.07,20.64,13.78
20120708:0710,70.6,100.53,14.29
20120708:0810,109.2,146.3,14.81
20120708:0910,34.36,56.55,15.32
20120708:1010,91.3,125.66,15.9
20120708:1110,99.46,135.53,16.49
20120708:1210,406.3,500.01,17.07
20120708:1310,163.69,211.83,17.59
20120708:1410,420.01,519.36,18.11
20120708:1510,65.57,96.04,18.63
20120708:1610,150.8,197.7,18.52
20120708:1710,135.95,183.27,18.41
20120708:1810,70.49,101.9,18.3
20120708:1910,19.39,37.28,17.32
20120708:2010,0.0,0.0,16.33
20120708:2110,0.0,0.0,15.34
20120708:2210,0.0,0.0,14.93
20120708:2310,0.0,0.0,14.53
20120709:0010,0.0,0.0,14.12
20120709:0110,0.0,0.0,14.03
20120709:0210,0.0,0.0,13.95
20120709:0310,0.0,0.0,13.86
20120709:0410,0.0,0.0,13.86
20120709:0510,3.58,13.26,13.85
20120709:0610,63.31,91.74,13.85
20120709:0710,100.65,135.63,14.41
20120709:0810,64.58,93.35,14.98
20120709:0910,183.45,232.57,15.54
20120709:1010,170.54,218.11,16.04
20120709:1110,81.36,113.99,16.55
20120709:1210,254.78,318.0,17.05
20120709:1310,81.88,114.89,17.16
20120709:1410,155.84,201.95,17.27
20120709:1510,77.29,109.5,17.38
20120709:1610,113.94,152.59,16.9
20120709:1710,37.06,60.14,16.42
20120709:1810,5.94,17.4,15.94
20120709:1910,3.09,12.43,15.3
20120709:2010,0.0,0.0,14.66
20120709:2110,0.0,0.0,14.02
20120709:2210,0.0,0.0,13.77
20120709:2310,0.0,0.0,13.51
20120710:0010,0.0,0.0,13.26
20120710:0110,0.0,0.0,12.88
20120710:0210,0.0,0.0,12.49
20120710:0310,0.0,0.0,12.11
20120710:0410,0.0,0.0,12.34
20120710:0510,28.79,48.88,12.57
20120710:0610,79.45,111.65,12.8
20120710:0710,39.07,61.93,13.33
20120710:0810,120.88,158.87,13.85
20120710:0910,324.63,395.54,14.38
20120710:1010,216.99,271.16,15.0
20120710:1110,223.46,279.39,15.62
20120710:1210,394.92,482.47,16.24
20120710:1310,179.56,228.88,16.31
20120710:1410,69.36,99.63,16.37
20120710:1510,108.74,146.3,16.44
20120710:1610,113.64,151.69,15.88
20120710:1710,157.72,218.21,15.31
20120710:1810,62.76,91.13,14.74
20120710:1910,4.04,14.08,14.19
20120710:2010,0.0,0.0,13.63
20120710:2110,0.0,0.0,13.08
20120710:2210,0.0,0.0,12.75
20120710:2310,0.0,0.0,12.42
20120711:0010,0.0,0.0,12.09
20120711:0110,0.0,0.0,11.78
20120711:0210,0.0,0.0,11.48
20120711:0310,0.0,0.0,11.17
20120711:0410,0.0,0.0,11.47
20120711:0510,28.28,48.05,11.77
20120711:0610,102.04,143.38,12.07
20120711:0710,197.1,246.83,12.6
20120711:0810,492.64,587.02,13.12
20120711:0910,323.3,390.1,13.65
20120711:1010,58.12,85.27,14.24
20120711:1110,717.21,870.0,14.82
20120711:1210,594.93,719.7,15.41
20120711:1310,774.65,946.88,15.89
20120711:1410,650.61,790.39,16.36
20120711:1510,258.01,320.34,16.84
20120711:1610,48.63,74.5,16.45
20120711:1710,106.61,143.96,16.06
20120711:1810,5.45,16.57,15.66
20120711:1910,11.95,26.51,14.7
20120711:2010,0.0,0.0,13.73
20120711:2110,0.0,0.0,12.76
20120711:2210,0.0,0.0,12.31
20120711:2310,0.0,0.0,11.85
20120712:0010,0.0,0.0,11.4
20120712:0110,0.0,0.0,11.09
20120712:0210,0.0,0.0,10.79
20120712:0310,0.0,0.0,10.48
20120712:0410,0.0,0.0,10.68
20120712:0510,20.69,38.11,10.89
20120712:0610,104.85,168.21,11.09
20120712:0710,305.52,383.76,12.34
20120712:0810,468.82,569.93,13.58
20120712:0910,611.44,753.64,14.83
20120712:1010,654.29,812.54,15.69
20120712:1110,557.43,688.9,16.55
20120712:1210,371.49,459.13,17.41
20120712:1310,654.03,805.42,16.66
20120712:1410,180.39,229.11,15.92
20120712:1510,168.08,213.83,15.17
20120712:1610,41.08,64.63,14.39
20120712:1710,53.01,78.99,13.61
20120712:1810,15.0,30.65,12.83
20120712:1910,0.36,6.63,12.96
20120712:2010,0.0,0.0,13.08
20120712:2110,0.0,0.0,13.21
20120712:2210,0.0,0.0,13.43
20120712:2310,0.0,0.0,13.65
20120713:0010,0.0,0.0,13.87
20120713:0110,0.0,0.0,13.88
20120713:0210,0.0,0.0,13.9
20120713:0310,0.0,0.0,13.91
20120713:0410,0.0,0.0,13.83
20120713:0510,7.58,19.88,13.74
20120713:0610,67.76,97.32,13.66
20120713:0710,283.24,355.21,14.05
20120713:0810,356.47,430.91,14.45
20120713:0910,359.39,434.32,14.84
20120713:1010,341.01,415.07,15.5
20120713:1110,364.45,444.58,16.15
20120713:1210,524.11,639.27,16.81
20120713:1310,257.31,319.61,16.63
20120713:1410,176.13,224.62,16.44
20120713:1510,143.67,186.69,16.26
20120713:1610,44.43,69.11,15.67
20120713:1710,101.47,137.27,15.08
20120713:1810,65.66,94.44,14.49
20120713:1910,2.68,11.6,14.02
20120713:2010,0.0,0.0,13.54
20120713:2110,0.0,0.0,13.06
20120713:2210,0.0,0.0,13.02
20120713:2310,0.0,0.0,12.98
20120714:0010,0.0,0.0,12.94
20120714:0110,0.0,0.0,12.85
20120714:0210,0.0,0.0,12.76
20120714:0310,0.0,0.0,12.67
20120714:0410,0.0,0.0,12.74
20120714:0510,2.7,11.6,12.81
20120714:0610,91.34,128.37,12.88
20120714:0710,144.45,186.24,13.17
20120714:0810,126.72,165.4,13.46
20120714:0910,118.54,156.18,13.75
20120714:1010,146.12,188.49,14.2
20120714:1110,88.11,121.17,14.66
20120714:1210,338.47,415.19,15.11
20120714:1310,227.02,284.04,15.52
20120714:1410,248.13,309.02,15.93
20120714:1510,85.17,118.48,16.34
20120714:1610,54.55,81.68,15.95
20120714:1710,103.42,140.41,15.56
20120714:1810,67.98,97.76,15.17
20120714:1910,16.66,33.14,14.24
20120714:2010,0.0,0.0,13.31
20120714:2110,0.0,0.0,12.38
20120714:2210,0.0,0.0,12.07
20120714:2310,0.0,0.0,11.77
20120715:0010,0.0,0.0,11.46
20120715:0110,0.0,0.0,11.09
20120715:0210,0.0,0.0,10.71
20120715:0310,0.0,0.0,10.34
20120715:0410,0.0,0.0,10.56
20120715:0510,27.72,47.22,10.78
20120715:0610,102.76,147.47,11.0
20120715:0710,284.44,356.77,12.2
20120715:0810,436.55,528.29,13.39
20120715:0910,546.48,663.22,14.59
20120715:1010,168.7,215.42,15.23
20120715:1110,625.2,767.83,15.88
20120715:1210,700.05,866.14,16.52
20120715:1310,214.7,270.24,16.6
20120715:1410,399.07,487.66,16.69
20120715:1510,191.67,243.19,16.77
20120715:1610,236.22,296.65,16.47
20120715:1710,155.87,213.64,16.17
20120715:1810,67.97,97.76,15.87
20120715:1910,11.93,26.51,15.05
20120715:2010,0.0,0.0,14.22
20120715:2110,0.0,0.0,13.4
20120715:2210,0.0,0.0,13.04
20120715:2310,0.0,0.0,12.67
20120716:0010,0.0,0.0,12.31
20120716:0110,0.0,0.0,12.53
20120716:0210,0.0,0.0,12.76
20120716:0310,0.0,0.0,12.98
20120716:0410,0.0,0.0,13.25
20120716:0510,10.89,24.85,13.52
20120716:0610,61.4,89.62,13.8
20120716:0710,77.87,108.61,13.91
20120716:0810,130.63,169.89,14.03
20120716:0910,112.49,149.0,14.14
20120716:1010,146.01,187.59,14.09
20120716:1110,147.64,189.39,14.05
20120716:1210,175.04,220.8,14.0
20120716:1310,70.76,100.53,14.92
20120716:1410,59.21,87.06,15.84
20120716:1510,67.94,97.84,16.76
20120716:1610,129.82,170.36,16.57
20120716:1710,54.6,81.68,16.38
20120716:1810,24.5,43.91,16.18
20120716:1910,3.99,14.08,15.92
20120716:2010,0.0,0.0,15.65
20120716:2110,0.0,0.0,15.38
20120716:2210,0.0,0.0,15.26
20120716:2310,0.0,0.0,15.14
20120717:0010,0.0,0.0,15.02
20120717:0110,0.0,0.0,14.83
20120717:0210,0.0,0.0,14.65
20120717:0310,0.0,0.0,14.46
20120717:0410,0.0,0.0,14.5
20120717:0510,20.31,38.11,14.54
20120717:0610,100.13,161.38,14.58
20120717:0710,294.27,371.06,15.45
20120717:0810,160.23,205.66,16.32
20120717:0910,252.65,313.8,17.19
20120717:1010,262.49,327.52,18.45
20120717:1110,398.42,491.84,19.72
20120717:1210,442.5,548.89,20.98
20120717:1310,262.37,331.97,21.16
20120717:1410,118.36,160.67,21.34
20120717:1510,143.85,191.3,21.52
20120717:1610,89.38,125.66,20.8
20120717:1710,39.19,63.73,20.08
20120717:1810,16.23,33.14,19.36
20120717:1910,3.02,12.43,18.49
20120717:2010,0.0,0.0,17.61
20120717:2110,0.0,0.0,16.74
20120717:2210,0.0,0.0,16.16
20120717:2310,0.0,0.0,15.58
20120718:0010,0.0,0.0,15.0
20120718:0110,0.0,0.0,14.65
20120718:0210,0.0,0.0,14.3
20120718:0310,0.0,0.0,13.95
20120718:0410,0.0,0.0,13.86
20120718:0510,8.66,21.54,13.77
20120718:0610,22.13,40.39,13.69
20120718:0710,132.54,172.64,14.38
20120718:0810,150.42,193.17,15.07
20120718:0910,210.74,263.15,15.76
20120718:1010,123.04,162.46,16.37
20120718:1110,134.26,175.92,16.98
20120718:1210,346.02,423.3,17.59
20120718:1310,159.01,204.65,16.96
20120718:1410,120.77,159.77,16.34
20120718:1510,162.53,207.58,15.71
20120718:1610,185.45,234.47,15.5
20120718:1710,141.38,187.85,15.29
20120718:1810,65.5,94.44,15.08
20120718:1910,0.04,5.8,14.82
20120718:2010,0.0,0.0,14.55
20120718:2110,0.0,0.0,14.28
20120718:2210,0.0,0.0,14.03
20120718:2310,0.0,0.0,13.79
20120719:0010,0.0,0.0,13.54
20120719:0110,0.0,0.0,13.52
20120719:0210,0.0,0.0,13.49
20120719:0310,0.0,0.0,13.47
20120719:0410,0.0,0.0,13.55
20120719:0510,21.65,39.77,13.64
20120719:0610,89.28,127.52,13.72
20120719:0710,276.1,346.69,14.43
20120719:0810,338.51,410.38,15.15
20120719:0910,357.61,433.49,15.86
20120719:1010,129.67,170.54,16.55
20120719:1110,268.87,334.05,17.24
20120719:1210,211.76,268.24,17.93
20120719:1310,547.96,673.85,18.11
20120719:1410,439.52,539.63,18.3
20120719:1510,469.14,575.91,18.48
20120719:1610,266.73,336.48,18.0
20120719:1710,110.89,150.76,17.52
20120719:1810,55.86,83.67,17.03
20120719:1910,15.33,31.48,15.95
20120719:2010,0.0,0.0,14.86
20120719:2110,0.0,0.0,13.78
20120719:2210,0.0,0.0,13.21
20120719:2310,0.0,0.0,12.63
20120720:0010,0.0,0.0,12.06
20120720:0110,0.0,0.0,11.72
20120720:0210,0.0,0.0,11.39
20120720:0310,0.0,0.0,11.05
20120720:0410,0.0,0.0,11.32
20120720:0510,8.21,20.71,11.58
20120720:0610,61.84,89.65,11.85
20120720:0710,215.75,272.52,13.1
20120720:0810,144.17,186.64,14.36
20120720:0910,229.88,288.0,15.61
20120720:1010,67.75,97.84,16.28
20120720:1110,68.27,98.73,16.96
20120720:1210,135.82,179.51,17.63
20120720:1310,477.19,593.67,17.56
20120720:1410,335.93,417.74,17.49
20120720:1510,433.23,536.3,17.42
20120720:1610,278.01,351.07,16.9
20120720:1710,143.89,217.47,16.38
20120720:1810,43.99,68.76,15.86
20120720:1910,17.83,34.79,14.65
20120720:2010,0.0,0.0,13.43
20120720:2110,0.0,0.0,12.22
20120720:2210,0.0,0.0,11.76
20120720:2310,0.0,0.0,11.3
20120721:0010,0.0,0.0,10.84
20120721:0110,0.0,0.0,10.6
20120721:0210,0.0,0.0,10.35
20120721:0310,0.0,0.0,10.11
20120721:0410,0.0,0.0,10.58
20120721:0510,22.55,40.59,11.05
20120721:0610,97.11,156.58,11.52
20120721:0710,291.43,368.49,12.72
20120721:0810,444.03,541.26,13.91
20120721:0910,368.5,450.99,15.11
20120721:1010,473.56,585.68,15.74
20120721:1110,308.83,386.48,16.38
20120721:1210,484.43,615.46,17.01
20120721:1310,454.07,575.86,17.39
20120721:1410,311.32,393.94,17.76
20120721:1510,240.57,307.33,18.14
20120721:1610,182.4,237.21,17.88
20120721:1710,148.69,208.8,17.62
20120721:1810,48.19,74.56,17.36
20120721:1910,4.47,14.91,15.75
20120721:2010,0.0,0.0,14.13
20120721:2110,0.0,0.0,12.52
20120721:2210,0.0,0.0,11.94
20120721:2310,0.0,0.0,11.35
20120722:0010,0.0,0.0,10.77
20120722:0110,0.0,0.0,10.84
20120722:0210,0.0,0.0,10.9
20120722:0310,0.0,0.0,10.97
20120722:0410,0.0,0.0,11.63
20120722:0510,19.29,36.45,12.28
20120722:0610,94.9,157.77,12.94
20120722:0710,281.85,358.77,14.58
20120722:0810,455.58,561.11,16.21
20120722:0910,585.32,729.23,17.85
20120722:1010,625.38,784.19,18.71
20120722:1110,766.49,976.25,19.56
20120722:1210,800.12,1022.26,20.42
20120722:1310,749.13,949.16,20.43
20120722:1410,664.5,832.23,20.45
20120722:1510,516.63,642.21,20.46
20120722:1610,340.85,435.65,19.93
20120722:1710,139.68,215.92,19.4
20120722:1810,39.44,63.79,18.86
20120722:1910,16.4,33.14,17.34
20120722:2010,0.0,0.0,15.81
20120722:2110,0.0,0.0,14.29
20120722:2210,0.0,0.0,13.66
20120722:2310,0.0,0.0,13.02
20120723:0010,0.0,0.0,12.39
20120723:0110,0.0,0.0,11.91
20120723:0210,0.0,0.0,11.42
20120723:0310,0.0,0.0,10.94
20120723:0410,0.0,0.0,11.71
20120723:0510,20.51,38.11,12.48
20120723:0610,95.38,154.51,13.25
20120723:0710,290.46,370.34,15.26
20120723:0810,488.43,600.89,17.26
20120723:0910,630.44,784.77,19.27
20120723:1010,732.05,925.2,20.35
20120723:1110,791.42,1011.83,21.44
20120723:1210,800.43,1027.75,22.52
20120723:1310,743.11,949.33,22.72
20120723:1410,660.47,836.79,22.91
20120723:1510,513.87,647.66,23.11
20120723:1610,338.11,438.3,22.49
20120723:1710,135.99,215.16,21.86
20120723:1810,31.91,54.68,21.23
20120723:1910,15.06,31.48,19.2
20120723:2010,0.0,0.0,17.17
20120723:2110,0.0,0.0,15.14
20120723:2210,0.0,0.0,15.17
20120723:2310,0.0,0.0,15.2
20120724:0010,0.0,0.0,15.23
20120724:0110,0.0,0.0,14.74
20120724:0210,0.0,0.0,14.24
20120724:0310,0.0,0.0,13.75
20120724:0410,0.0,0.0,13.65
20120724:0510,18.53,35.62,13.55
20120724:0610,92.95,153.61,13.45
20120724:0710,283.63,369.06,16.09
20120724:0810,470.33,599.81,18.73
20120724:0910,602.52,788.95,21.37
20120724:1010,691.31,924.28,22.39
20120724:1110,745.86,1012.16,23.4
20120724:1210,754.9,1028.11,24.42
20120724:1310,704.68,949.57,24.71
20120724:1410,627.44,832.58,24.99
20120724:1510,493.21,644.94,25.28
20120724:1610,326.44,434.54,24.85
20120724:1710,134.62,214.81,24.41
20120724:1810,35.8,60.48,23.97
20120724:1910,14.21,30.65,22.55
20120724:2010,0.0,0.0,21.12
20120724:2110,0.0,0.0,19.7
20120724:2210,0.0,0.0,18.6
20120724:2310,0.0,0.0,17.5
20120725:0010,0.0,0.0,16.4
20120725:0110,0.0,0.0,15.21
20120725:0210,0.0,0.0,14.01
20120725:0310,0.0,0.0,12.82
20120725:0410,0.0,0.0,13.45
20120725:0510,19.09,36.45,14.08
20120725:0610,93.55,150.57,14.71
20120725:0710,277.56,361.2,17.26
20120725:0810,462.06,589.2,19.82
20120725:0910,594.46,779.89,22.37
20120725:1010,683.19,919.1,23.54
20120725:1110,729.84,1000.43,24.7
20120725:1210,705.31,969.02,25.87
20120725:1310,641.83,870.49,26.16
20120725:1410,573.85,768.13,26.44
20120725:1510,409.64,539.87,26.73
20120725:1610,267.23,355.19,26.26
20120725:1710,130.39,185.08,25.79
20120725:1810,56.84,87.82,25.32
20120725:1910,12.48,28.17,23.31
20120725:2010,0.0,0.0,21.29
20120725:2110,0.0,0.0,19.27
20120725:2210,0.0,0.0,18.63
20120725:2310,0.0,0.0,18.0
20120726:0010,0.0,0.0,17.36
20120726:0110,0.0,0.0,16.78
20120726:0210,0.0,0.0,16.19
20120726:0310,0.0,0.0,15.61
20120726:0410,0.0,0.0,15.69
20120726:0510,17.73,34.79,15.77
20120726:0610,91.92,142.59,15.86
20120726:0710,268.29,345.02,17.59
20120726:0810,463.37,575.63,19.32
20120726:0910,608.62,765.34,21.05
20120726:1010,708.03,908.25,22.22
20120726:1110,766.7,1000.83,23.38
20120726:1210,775.68,1022.58,24.55
20120726:1310,717.84,938.8,24.84
20120726:1410,639.65,827.54,25.14
20120726:1510,496.71,637.38,25.43
20120726:1610,328.35,431.45,24.82
20120726:1710,135.15,213.2,24.21
20120726:1810,38.48,63.79,23.59
20120726:1910,13.12,29.0,22.14
20120726:2010,0.0,0.0,20.68
20120726:2110,0.0,0.0,19.22
20120726:2210,0.0,0.0,18.65
20120726:2310,0.0,0.0,18.09
20120727:0010,0.0,0.0,17.52
20120727:0110,0.0,0.0,16.92
20120727:0210,0.0,0.0,16.33
20120727:0310,0.0,0.0,15.73
20120727:0410,0.0,0.0,16.09
20120727:0510,0.0,4.97,16.45
20120727:0610,65.12,96.88,16.81
20120727:0710,104.4,143.55,18.52
20120727:0810,216.34,279.7,20.23
20120727:0910,163.51,217.52,21.94
20120727:1010,242.13,314.85,22.5
20120727:1110,401.78,519.19,23.06
20120727:1210,309.1,400.62,23.62
20120727:1310,301.01,390.61,23.82
20120727:1410,202.49,267.47,24.03
20120727:1510,90.95,130.15,24.23
20120727:1610,245.49,322.59,23.28
20120727:1710,129.59,181.75,22.32
20120727:1810,12.05,27.34,21.36
20120727:1910,0.0,4.14,20.42
20120727:2010,0.0,0.0,19.47
20120727:2110,0.0,0.0,18.53
20120727:2210,0.0,0.0,17.88
20120727:2310,0.0,0.0,17.22
20120728:0010,0.0,0.0,16.57
20120728:0110,0.0,0.0,15.9
20120728:0210,0.0,0.0,15.23
20120728:0310,0.0,0.0,14.56
20120728:0410,0.0,0.0,14.33
20120728:0510,2.24,10.77,14.1
20120728:0610,7.49,19.75,13.88
20120728:0710,63.84,92.45,14.48
20120728:0810,156.62,201.94,15.09
20120728:0910,546.88,680.06,15.69
20120728:1010,672.56,848.97,16.49
20120728:1110,679.32,859.2,17.29
20120728:1210,536.86,670.06,18.09
20120728:1310,454.35,563.79,18.43
20120728:1410,502.07,621.74,18.78
20120728:1510,331.72,412.55,19.12
20120728:1610,223.39,284.28,18.44
20120728:1710,121.87,165.53,17.76
20120728:1810,53.22,80.36,17.07
20120728:1910,11.86,26.51,16.08
20120728:2010,0.0,0.0,15.08
20120728:2110,0.0,0.0,14.08
20120728:2210,0.0,0.0,13.5
20120728:2310,0.0,0.0,12.92
20120729:0010,0.0,0.0,12.34
20120729:0110,0.0,0.0,11.88
20120729:0210,0.0,0.0,11.43
20120729:0310,0.0,0.0,10.97
20120729:0410,0.0,0.0,11.36
20120729:0510,15.69,31.48,11.76
20120729:0610,90.15,147.38,12.15
20120729:0710,287.82,362.28,13.14
20120729:0810,481.15,580.06,14.12
20120729:0910,432.07,522.13,15.11
20120729:1010,276.37,340.15,15.38
20120729:1110,110.8,148.1,15.65
20120729:1210,93.82,128.35,15.92
20120729:1310,503.1,611.54,15.86
20120729:1410,149.24,192.98,15.81
20120729:1510,138.47,180.41,15.75
20120729:1610,237.16,296.73,15.51
20120729:1710,128.66,172.91,15.26
20120729:1810,43.6,67.93,15.01
20120729:1910,11.42,25.68,14.14
20120729:2010,0.0,0.0,13.26
20120729:2110,0.0,0.0,12.39
20120729:2210,0.0,0.0,12.0
20120729:2310,0.0,0.0,11.62
20120730:0010,0.0,0.0,11.23
20120730:0110,0.0,0.0,10.95
20120730:0210,0.0,0.0,10.66
20120730:0310,0.0,0.0,10.38
20120730:0410,0.0,0.0,10.75
20120730:0510,15.74,31.48,11.11
20120730:0610,89.29,146.75,11.48
20120730:0710,287.58,361.23,12.81
20120730:0810,493.04,593.14,14.15
20120730:0910,583.12,704.29,15.48
20120730:1010,466.78,565.84,16.16
20120730:1110,556.18,677.74,16.84
20120730:1210,791.61,980.95,17.52
20120730:1310,609.22,744.16,17.57
20120730:1410,501.46,609.32,17.63
20120730:1510,415.53,505.7,17.68
20120730:1610,292.86,366.49,17.27
20120730:1710,81.14,114.06,16.86
20120730:1810,40.62,64.62,16.44
20120730:1910,6.46,18.23,15.63
20120730:2010,0.0,0.0,14.81
20120730:2110,0.0,0.0,13.99
20120730:2210,0.0,0.0,13.52
20120730:2310,0.0,0.0,13.06
20120731:0010,0.0,0.0,12.59
20120731:0110,0.0,0.0,12.69
20120731:0210,0.0,0.0,12.79
20120731:0310,0.0,0.0,12.89
20120731:0410,0.0,0.0,13.04
20120731:0510,7.6,19.88,13.19
20120731:0610,24.2,43.08,13.35
20120731:0710,17.41,34.11,14.02
20120731:0810,64.68,93.35,14.69
20120731:0910,138.84,180.41,15.36
20120731:1010,200.4,253.17,16.44
20120731:1110,356.09,439.52,17.51
20120731:1210,93.92,130.15,18.59
20120731:1310,78.41,111.3,18.19
20120731:1410,50.46,77.19,17.78
20120731:1510,234.58,293.79,17.38
20120731:1610,238.76,300.97,17.21
20120731:1710,66.93,96.94,17.04
20120731:1810,4.44,14.91,16.87
20120731:1910,9.07,22.37,16.18
20120731:2010,0.0,0.0,15.49
20120731:2110,0.0,0.0,14.8
20120731:2210,0.0,0.0,14.5
20120731:2310,0.0,0.0,14.19
20120801:0010,0.0,0.0,13.89
20120801:0110,0.0,0.0,13.87
20120801:0210,0.0,0.0,13.85
20120801:0310,0.0,0.0,13.83
20120801:0410,0.0,0.0,14.3
20120801:0510,0.04,5.8,14.78
20120801:0610,69.92,103.7,15.26
20120801:0710,40.56,64.63,16.68
20120801:0810,112.72,152.03,18.11
20120801:0910,157.86,206.4,19.53
20120801:1010,65.29,96.04,19.69
20120801:1110,83.03,117.58,19.85
20120801:1210,162.06,211.83,20.0
20120801:1310,267.81,337.39,20.2
20120801:1410,585.68,724.25,20.39
20120801:1510,253.42,319.66,20.59
20120801:1610,308.72,391.53,19.89
20120801:1710,132.68,183.62,19.19
20120801:1810,46.84,72.9,18.48
20120801:1910,0.0,4.14,17.58
20120801:2010,0.0,0.0,16.68
20120801:2110,0.0,0.0,15.77
20120801:2210,0.0,0.0,15.67
20120801:2310,0.0,0.0,15.57
20120802:0010,0.0,0.0,15.47
20120802:0110,0.0,0.0,15.22
20120802:0210,0.0,0.0,14.97
20120802:0310,0.0,0.0,14.73
20120802:0410,0.0,0.0,14.69
