time,irradiance,temp,wind
20130104:1310,740.51,10.3,2.06
20130104:1410,482.9,10.22,1.76
20130104:1510,28.57,10.14,1.45
20130104:1610,0.0,9.47,1.8
20130104:1710,0.0,8.79,2.16
20130104:1810,0.0,8.12,2.51
20130104:1910,0.0,7.79,2.11
20130104:2010,0.0,7.47,1.7
20130104:2110,0.0,7.15,1.3
20130104:2210,0.0,7.07,1.38
20130104:2310,0.0,7.0,1.46
20130105:0010,0.0,6.93,1.54
20130105:0110,0.0,6.79,1.69
20130105:0210,0.0,6.64,1.83
20130105:0310,0.0,6.49,1.97
20130105:0410,0.0,6.32,2.03
20130105:0510,0.0,6.14,2.08
20130105:0610,0.0,5.97,2.14
20130105:0710,0.0,6.25,2.3
20130105:0810,32.25,6.52,2.47
20130105:0910,484.48,6.8,2.63
20130105:1010,73.72,7.63,2.7
20130105:1110,317.58,8.45,2.77
20130105:1210,138.87,9.27,2.84
20130105:1310,70.96,9.31,2.79
20130105:1410,40.55,9.35,2.73
20130105:1510,26.83,9.39,2.68
20130105:1610,0.0,8.82,2.44
20130105:1710,0.0,8.24,2.21
20130105:1810,0.0,7.67,1.97
20130105:1910,0.0,7.32,2.07
20130105:2010,0.0,6.98,2.17
20130105:2110,0.0,6.64,2.28
20130105:2210,0.0,6.44,2.11
20130105:2310,0.0,6.25,1.94
20130106:0010,0.0,6.05,1.78
20130106:0110,0.0,6.08,1.94
20130106:0210,0.0,6.11,2.1
20130106:0310,0.0,6.13,2.26
20130106:0410,0.0,6.0,2.13
20130106:0510,0.0,5.88,2.0
20130106:0610,0.0,5.75,1.86
20130106:0710,0.0,6.16,1.75
20130106:0810,81.63,6.57,1.64
20130106:0910,169.19,6.98,1.53
20130106:1010,445.59,8.51,1.62
20130106:1110,712.09,10.04,1.71
20130106:1210,808.48,11.57,1.79
20130106:1310,790.29,11.3,1.84
20130106:1410,614.14,11.04,1.89
20130106:1510,38.09,10.77,1.94
20130106:1610,0.0,9.9,2.02
20130106:1710,0.0,9.02,2.09
20130106:1810,0.0,8.15,2.17
20130106:1910,0.0,7.68,2.11
20130106:2010,0.0,7.21,2.06
20130106:2110,0.0,6.74,2.01
20130106:2210,0.0,6.51,1.9
20130106:2310,0.0,6.28,1.78
20130107:0010,0.0,6.05,1.67
20130107:0110,0.0,5.82,1.49
20130107:0210,0.0,5.59,1.31
20130107:0310,0.0,5.36,1.13
20130107:0410,0.0,5.08,1.16
20130107:0510,0.0,4.81,1.2
20130107:0610,0.0,4.53,1.23
20130107:0710,0.0,4.97,1.26
20130107:0810,75.86,5.4,1.28
20130107:0910,95.1,5.84,1.31
20130107:1010,69.12,7.6,1.49
20130107:1110,116.92,9.36,1.67
20130107:1210,110.59,11.12,1.85
20130107:1310,97.68,10.97,1.61
20130107:1410,76.69,10.83,1.38
20130107:1510,31.16,10.68,1.14
20130107:1610,0.0,9.15,1.31
20130107:1710,0.0,7.63,1.48
20130107:1810,0.0,6.1,1.64
20130107:1910,0.0,5.34,1.43
20130107:2010,0.0,4.58,1.22
20130107:2110,0.0,3.83,1.01
20130107:2210,0.0,3.61,0.73
20130107:2310,0.0,3.39,0.46
20130108:0010,0.0,3.17,0.18
20130108:0110,0.0,3.21,0.39
20130108:0210,0.0,3.25,0.6
20130108:0310,0.0,3.28,0.81
20130108:0410,0.0,3.11,0.61
20130108:0510,0.0,2.94,0.4
20130108:0610,0.0,2.77,0.19
20130108:0710,0.0,3.69,0.21
20130108:0810,178.99,4.61,0.23
20130108:0910,139.71,5.53,0.25
20130108:1010,185.93,7.75,0.76
20130108:1110,539.45,9.97,1.27
20130108:1210,852.24,12.19,1.78
20130108:1310,757.39,11.36,1.58
20130108:1410,550.84,10.54,1.37
20130108:1510,35.49,9.71,1.17
20130108:1610,0.0,8.43,1.31
20130108:1710,0.0,7.15,1.46
20130108:1810,0.0,5.87,1.6
20130108:1910,0.0,5.32,1.49
20130108:2010,0.0,4.77,1.37
20130108:2110,0.0,4.23,1.26
20130108:2210,0.0,3.97,1.11
20130108:2310,0.0,3.71,0.96
20130109:0010,0.0,3.45,0.81
20130109:0110,0.0,3.09,0.81
20130109:0210,0.0,2.72,0.81
20130109:0310,0.0,2.35,0.81
20130109:0410,0.0,2.11,0.69
20130109:0510,0.0,1.88,0.57
20130109:0610,0.0,1.64,0.46
20130109:0710,0.0,2.41,0.37
20130109:0810,202.62,3.18,0.28
20130109:0910,246.1,3.95,0.19
20130109:1010,299.61,6.19,0.52
20130109:1110,358.07,8.42,0.85
20130109:1210,177.89,10.65,1.17
20130109:1310,166.73,10.28,1.23
20130109:1410,152.17,9.9,1.29
20130109:1510,43.28,9.53,1.35
20130109:1610,0.0,7.78,0.95
20130109:1710,0.0,6.03,0.54
20130109:1810,0.0,4.28,0.14
20130109:1910,0.0,3.58,0.16
20130109:2010,0.0,2.89,0.17
20130109:2110,0.0,2.2,0.19
20130109:2210,0.0,2.11,0.57
20130109:2310,0.0,2.03,0.94
20130110:0010,0.0,1.94,1.31
20130110:0110,0.0,1.77,1.26
20130110:0210,0.0,1.59,1.2
20130110:0310,0.0,1.41,1.14
20130110:0410,0.0,1.6,1.37
20130110:0510,0.0,1.8,1.6
20130110:0610,0.0,1.99,1.83
20130110:0710,0.0,2.52,1.67
20130110:0810,63.31,3.04,1.51
20130110:0910,53.45,3.57,1.35
20130110:1010,47.92,4.53,1.26
20130110:1110,180.22,5.48,1.17
20130110:1210,295.15,6.43,1.08
20130110:1310,74.65,6.58,0.99
20130110:1410,39.63,6.74,0.91
20130110:1510,31.16,6.89,0.83
20130110:1610,0.0,6.35,0.73
20130110:1710,0.0,5.81,0.63
20130110:1810,0.0,5.27,0.52
20130110:1910,0.0,5.05,0.48
20130110:2010,0.0,4.83,0.43
20130110:2110,0.0,4.61,0.39
20130110:2210,0.0,4.54,0.49
20130110:2310,0.0,4.48,0.59
20130111:0010,0.0,4.41,0.69
20130111:0110,0.0,4.67,0.64
20130111:0210,0.0,4.93,0.59
20130111:0310,0.0,5.18,0.54
20130111:0410,0.0,5.17,0.7
20130111:0510,0.0,5.16,0.86
20130111:0610,0.0,5.15,1.02
20130111:0710,0.0,5.31,1.08
20130111:0810,18.43,5.46,1.13
20130111:0910,21.2,5.62,1.19
20130111:1010,41.47,5.83,1.4
20130111:1110,63.59,6.03,1.61
20130111:1210,32.25,6.23,1.82
20130111:1310,36.86,6.16,1.8
20130111:1410,83.06,6.08,1.78
20130111:1510,14.72,6.01,1.77
20130111:1610,0.0,5.42,1.71
20130111:1710,0.0,4.83,1.65
20130111:1810,0.0,4.24,1.59
20130111:1910,0.0,3.94,1.59
20130111:2010,0.0,3.64,1.6
20130111:2110,0.0,3.35,1.6
20130111:2210,0.0,3.25,1.44
20130111:2310,0.0,3.15,1.28
20130112:0010,0.0,3.05,1.12
20130112:0110,0.0,2.79,1.16
20130112:0210,0.0,2.52,1.21
20130112:0310,0.0,2.25,1.26
20130112:0410,0.0,2.02,1.09
20130112:0510,0.0,1.8,0.92
20130112:0610,0.0,1.57,0.76
20130112:0710,0.0,1.77,0.88
20130112:0810,140.4,1.96,1.0
20130112:0910,272.82,2.16,1.12
20130112:1010,762.66,3.44,0.91
20130112:1110,688.34,4.71,0.71
20130112:1210,832.57,5.99,0.51
20130112:1310,697.38,6.2,0.47
20130112:1410,152.69,6.4,0.43
20130112:1510,39.82,6.61,0.39
20130112:1610,0.0,5.9,0.32
20130112:1710,0.0,5.18,0.25
20130112:1810,0.0,4.47,0.18
20130112:1910,0.0,3.89,0.32
20130112:2010,0.0,3.31,0.46
20130112:2110,0.0,2.74,0.61
20130112:2210,0.0,2.69,0.75
20130112:2310,0.0,2.65,0.9
20130113:0010,0.0,2.61,1.05
20130113:0110,0.0,2.46,0.95
20130113:0210,0.0,2.3,0.85
20130113:0310,0.0,2.14,0.74
20130113:0410,0.0,2.05,0.69
20130113:0510,0.0,1.97,0.63
20130113:0610,0.0,1.88,0.57
20130113:0710,0.0,2.36,0.46
20130113:0810,87.91,2.83,0.36
20130113:0910,313.39,3.31,0.26
20130113:1010,181.59,4.41,0.85
20130113:1110,135.15,5.5,1.44
20130113:1210,101.37,6.6,2.03
20130113:1310,58.98,6.61,2.27
20130113:1410,39.63,6.62,2.51
20130113:1510,35.49,6.63,2.76
20130113:1610,0.0,5.98,2.41
20130113:1710,0.0,5.32,2.07
20130113:1810,0.0,4.67,1.72
20130113:1910,0.0,4.29,1.71
20130113:2010,0.0,3.91,1.71
20130113:2110,0.0,3.54,1.7
20130113:2210,0.0,3.42,1.69
20130113:2310,0.0,3.31,1.68
20130114:0010,0.0,3.19,1.67
20130114:0110,0.0,2.99,1.78
20130114:0210,0.0,2.79,1.9
20130114:0310,0.0,2.59,2.01
20130114:0410,0.0,2.37,2.01
20130114:0510,0.0,2.16,2.0
20130114:0610,0.0,1.94,2.0
20130114:0710,0.0,2.07,2.1
20130114:0810,23.96,2.19,2.2
20130114:0910,36.86,2.32,2.3
20130114:1010,27.65,2.57,2.57
20130114:1110,140.68,2.82,2.83
20130114:1210,77.41,3.07,3.09
20130114:1310,100.45,3.06,2.91
20130114:1410,70.96,3.05,2.72
20130114:1510,43.28,3.04,2.54
20130114:1610,0.0,2.49,2.42
20130114:1710,0.0,1.95,2.3
20130114:1810,0.0,1.4,2.18
20130114:1910,0.0,0.97,2.18
20130114:2010,0.0,0.54,2.18
20130114:2110,0.0,0.11,2.18
20130114:2210,0.0,-0.04,1.8
20130114:2310,0.0,-0.18,1.43
20130115:0010,0.0,-0.33,1.05
20130115:0110,0.0,-0.29,1.04
20130115:0210,0.0,-0.26,1.04
20130115:0310,0.0,-0.23,1.03
20130115:0410,0.0,-0.08,1.17
20130115:0510,0.0,0.06,1.3
20130115:0610,0.0,0.21,1.43
20130115:0710,0.0,0.44,1.29
20130115:0810,31.33,0.67,1.14
20130115:0910,49.76,0.9,0.99
20130115:1010,56.21,1.45,1.07
20130115:1110,56.21,2.0,1.14
20130115:1210,67.27,2.55,1.21
20130115:1310,92.15,2.72,1.71
20130115:1410,96.87,2.9,2.22
20130115:1510,38.95,3.07,2.72
20130115:1610,0.0,2.56,2.34
20130115:1710,0.0,2.05,1.97
20130115:1810,0.0,1.54,1.6
20130115:1910,0.0,1.23,1.73
20130115:2010,0.0,0.93,1.86
20130115:2110,0.0,0.63,1.99
20130115:2210,0.0,0.46,2.08
20130115:2310,0.0,0.29,2.18
20130116:0010,0.0,0.12,2.28
20130116:0110,0.0,-0.21,2.24
20130116:0210,0.0,-0.54,2.21
20130116:0310,0.0,-0.88,2.18
20130116:0410,0.0,-1.17,2.06
20130116:0510,0.0,-1.46,1.93
20130116:0610,0.0,-1.75,1.81
20130116:0710,0.0,-1.55,1.78
20130116:0810,240.26,-1.36,1.75
20130116:0910,163.57,-1.16,1.72
20130116:1010,247.13,-0.39,2.08
20130116:1110,244.82,0.38,2.44
20130116:1210,295.86,1.15,2.8
20130116:1310,335.37,1.05,2.99
20130116:1410,361.4,0.95,3.19
20130116:1510,22.51,0.85,3.38
20130116:1610,0.0,-0.12,3.27
20130116:1710,0.0,-1.08,3.17
20130116:1810,0.0,-2.05,3.06
20130116:1910,0.0,-2.65,2.92
20130116:2010,0.0,-3.25,2.78
20130116:2110,0.0,-3.85,2.63
20130116:2210,0.0,-4.01,2.69
20130116:2310,0.0,-4.17,2.74
20130117:0010,0.0,-4.33,2.8
20130117:0110,0.0,-4.52,3.06
20130117:0210,0.0,-4.71,3.31
20130117:0310,0.0,-4.91,3.57
20130117:0410,0.0,-5.15,3.38
20130117:0510,0.0,-5.4,3.19
20130117:0610,0.0,-5.64,2.99
20130117:0710,0.0,-5.28,2.78
20130117:0810,81.57,-4.92,2.56
20130117:0910,222.37,-4.56,2.34
20130117:1010,269.55,-3.57,2.87
20130117:1110,228.08,-2.58,3.4
20130117:1210,214.45,-1.59,3.93
20130117:1310,143.01,-1.39,3.54
20130117:1410,79.25,-1.2,3.15
20130117:1510,34.63,-1.0,2.76
20130117:1610,0.0,-1.42,2.71
20130117:1710,0.0,-1.84,2.67
20130117:1810,0.0,-2.26,2.62
20130117:1910,0.0,-2.52,2.54
20130117:2010,0.0,-2.78,2.46
20130117:2110,0.0,-3.04,2.37
20130117:2210,0.0,-3.09,2.3
20130117:2310,0.0,-3.13,2.23
20130118:0010,0.0,-3.18,2.17
20130118:0110,0.0,-3.59,2.15
20130118:0210,0.0,-4.01,2.14
20130118:0310,0.0,-4.43,2.12
20130118:0410,0.0,-4.53,2.0
20130118:0510,0.0,-4.64,1.88
20130118:0610,0.0,-4.74,1.75
20130118:0710,0.0,-3.93,1.63
20130118:0810,99.46,-3.12,1.51
20130118:0910,360.18,-2.31,1.39
20130118:1010,228.61,-0.35,1.49
20130118:1110,374.7,1.6,1.58
20130118:1210,277.96,3.55,1.67
20130118:1310,144.79,3.75,1.46
20130118:1410,117.08,3.96,1.25
20130118:1510,58.86,4.16,1.03
20130118:1610,0.0,3.46,1.09
20130118:1710,0.0,2.75,1.14
20130118:1810,0.0,2.05,1.2
20130118:1910,0.0,2.43,1.46
20130118:2010,0.0,2.81,1.71
20130118:2110,0.0,3.2,1.97
20130118:2210,0.0,3.16,1.95
20130118:2310,0.0,3.13,1.94
20130119:0010,0.0,3.1,1.92
20130119:0110,0.0,2.99,1.85
20130119:0210,0.0,2.87,1.79
20130119:0310,0.0,2.75,1.72
20130119:0410,0.0,2.97,1.72
20130119:0510,0.0,3.18,1.72
20130119:0610,0.0,3.4,1.72
20130119:0710,0.0,3.73,1.67
20130119:0810,42.25,4.05,1.61
20130119:0910,91.94,4.38,1.56
20130119:1010,95.84,4.95,1.44
20130119:1110,56.21,5.51,1.32
20130119:1210,66.35,6.07,1.2
20130119:1310,53.45,6.21,1.42
20130119:1410,55.29,6.35,1.63
20130119:1510,42.42,6.49,1.85
20130119:1610,0.0,6.73,1.97
20130119:1710,0.0,6.96,2.1
20130119:1810,0.0,7.2,2.22
20130119:1910,0.0,7.17,1.85
20130119:2010,0.0,7.14,1.48
20130119:2110,0.0,7.12,1.1
20130119:2210,0.0,7.04,1.31
20130119:2310,0.0,6.97,1.53
20130120:0010,0.0,6.89,1.74
20130120:0110,0.0,7.02,1.85
20130120:0210,0.0,7.15,1.96
20130120:0310,0.0,7.27,2.07
20130120:0410,0.0,6.88,2.01
20130120:0510,0.0,6.5,1.96
20130120:0610,0.0,6.11,1.9
20130120:0710,0.0,6.42,1.88
20130120:0810,427.78,6.74,1.85
20130120:0910,307.14,7.05,1.82
20130120:1010,249.19,7.6,1.52
20130120:1110,162.89,8.14,1.22
20130120:1210,39.63,8.69,0.92
20130120:1310,57.14,8.17,0.98
20130120:1410,33.18,7.65,1.03
20130120:1510,37.22,7.13,1.09
20130120:1610,1.3,6.2,1.72
20130120:1710,0.0,5.28,2.35
20130120:1810,0.0,4.35,2.98
20130120:1910,0.0,3.65,2.5
20130120:2010,0.0,2.95,2.01
20130120:2110,0.0,2.25,1.53
20130120:2210,0.0,1.8,1.37
20130120:2310,0.0,1.35,1.22
20130121:0010,0.0,0.9,1.06
20130121:0110,0.0,0.38,1.0
20130121:0210,0.0,-0.14,0.93
20130121:0310,0.0,-0.67,0.87
20130121:0410,0.0,-1.07,0.97
20130121:0510,0.0,-1.46,1.06
20130121:0610,0.0,-1.86,1.16
20130121:0710,0.0,-0.89,1.07
20130121:0810,9.22,0.08,0.97
20130121:0910,294.62,1.05,0.88
20130121:1010,175.7,2.55,0.91
20130121:1110,302.97,4.04,0.95
20130121:1210,94.0,5.54,0.98
20130121:1310,82.94,5.9,0.99
20130121:1410,72.8,6.27,1.0
20130121:1510,45.88,6.63,1.01
20130121:1610,0.0,5.33,0.8
20130121:1710,0.0,4.02,0.58
20130121:1810,0.0,2.72,0.37
20130121:1910,0.0,2.67,0.49
20130121:2010,0.0,2.63,0.6
20130121:2110,0.0,2.59,0.72
20130121:2210,0.0,2.51,0.65
20130121:2310,0.0,2.43,0.59
20130122:0010,0.0,2.35,0.52
20130122:0110,0.0,2.04,0.57
20130122:0210,0.0,1.73,0.63
20130122:0310,0.0,1.41,0.68
20130122:0410,0.0,1.16,0.61
20130122:0510,0.0,0.92,0.54
20130122:0610,0.0,0.67,0.47
20130122:0710,0.0,1.12,0.62
20130122:0810,128.18,1.56,0.76
20130122:0910,394.15,2.01,0.91
20130122:1010,748.12,3.45,0.87
20130122:1110,843.23,4.88,0.83
20130122:1210,841.04,6.32,0.79
20130122:1310,798.71,6.76,0.63
20130122:1410,615.06,7.2,0.47
20130122:1510,37.22,7.64,0.32
20130122:1610,0.0,6.05,0.39
20130122:1710,0.0,4.46,0.46
20130122:1810,0.0,2.87,0.52
20130122:1910,0.0,2.21,0.73
20130122:2010,0.0,1.55,0.93
20130122:2110,0.0,0.9,1.13
20130122:2210,0.0,0.74,1.04
20130122:2310,0.0,0.59,0.96
20130123:0010,0.0,0.44,0.87
20130123:0110,0.0,0.4,0.73
20130123:0210,0.0,0.35,0.59
20130123:0310,0.0,0.3,0.46
20130123:0410,0.0,0.37,0.53
20130123:0510,0.0,0.45,0.6
20130123:0610,0.0,0.52,0.68
20130123:0710,0.0,0.83,0.65
20130123:0810,79.65,1.13,0.63
20130123:0910,63.59,1.44,0.61
20130123:1010,157.82,2.67,1.23
20130123:1110,47.0,3.89,1.85
20130123:1210,198.53,5.11,2.47
20130123:1310,142.82,5.15,2.4
20130123:1410,55.29,5.18,2.32
20130123:1510,69.25,5.22,2.25
20130123:1610,0.0,4.86,2.03
20130123:1710,0.0,4.5,1.81
20130123:1810,0.0,4.14,1.59
20130123:1910,0.0,3.66,1.49
20130123:2010,0.0,3.19,1.38
20130123:2110,0.0,2.72,1.28
20130123:2210,0.0,2.51,1.18
20130123:2310,0.0,2.31,1.08
20130124:0010,0.0,2.1,0.98
20130124:0110,0.0,2.04,0.94
20130124:0210,0.0,1.98,0.91
20130124:0310,0.0,1.91,0.87
20130124:0410,0.0,1.69,0.96
20130124:0510,0.0,1.48,1.05
20130124:0610,0.0,1.26,1.14
20130124:0710,0.0,1.59,1.13
20130124:0810,132.99,1.91,1.12
20130124:0910,70.04,2.24,1.1
20130124:1010,77.41,3.25,1.55
20130124:1110,82.02,4.25,2.0
20130124:1210,65.43,5.26,2.46
20130124:1310,95.84,5.03,2.68
20130124:1410,33.18,4.79,2.91
20130124:1510,27.7,4.56,3.13
20130124:1610,1.73,3.72,2.84
20130124:1710,0.0,2.89,2.54
20130124:1810,0.0,2.05,2.25
20130124:1910,0.0,1.63,2.34
20130124:2010,0.0,1.21,2.43
20130124:2110,0.0,0.79,2.52
20130124:2210,0.0,0.6,2.65
20130124:2310,0.0,0.41,2.78
20130125:0010,0.0,0.22,2.91
20130125:0110,0.0,-0.11,2.94
20130125:0210,0.0,-0.44,2.97
20130125:0310,0.0,-0.78,3.01
20130125:0410,0.0,-0.93,2.98
20130125:0510,0.0,-1.09,2.96
20130125:0610,0.0,-1.24,2.94
20130125:0710,0.0,-0.86,2.77
20130125:0810,56.15,-0.48,2.6
20130125:0910,93.25,-0.1,2.43
20130125:1010,126.06,1.0,2.63
20130125:1110,160.31,2.09,2.83
20130125:1210,110.59,3.18,3.03
20130125:1310,113.35,3.12,3.03
20130125:1410,81.1,3.07,3.02
20130125:1510,52.8,3.01,3.01
20130125:1610,2.6,2.24,2.75
20130125:1710,0.0,1.47,2.49
20130125:1810,0.0,0.7,2.23
20130125:1910,0.0,0.38,2.02
20130125:2010,0.0,0.06,1.81
20130125:2110,0.0,-0.26,1.6
20130125:2210,0.0,-0.27,1.27
20130125:2310,0.0,-0.27,0.94
20130126:0010,0.0,-0.28,0.61
20130126:0110,0.0,-0.44,0.86
20130126:0210,0.0,-0.6,1.11
20130126:0310,0.0,-0.77,1.37
20130126:0410,0.0,-0.6,1.45
20130126:0510,0.0,-0.44,1.53
20130126:0610,0.0,-0.27,1.61
20130126:0710,0.0,0.46,1.6
20130126:0810,376.38,1.2,1.59
20130126:0910,621.74,1.93,1.57
20130126:1010,820.42,3.71,1.62
20130126:1110,855.47,5.48,1.67
20130126:1210,779.78,7.25,1.72
20130126:1310,757.37,6.89,1.69
20130126:1410,442.41,6.53,1.65
20130126:1510,54.53,6.17,1.61
20130126:1610,2.6,5.03,1.82
20130126:1710,0.0,3.89,2.03
20130126:1810,0.0,2.75,2.23
20130126:1910,0.0,2.57,2.19
20130126:2010,0.0,2.39,2.15
20130126:2110,0.0,2.22,2.11
20130126:2210,0.0,2.12,2.01
20130126:2310,0.0,2.02,1.91
20130127:0010,0.0,1.92,1.81
20130127:0110,0.0,1.85,1.63
20130127:0210,0.0,1.78,1.46
20130127:0310,0.0,1.7,1.28
20130127:0410,0.0,1.04,1.44
20130127:0510,0.0,0.37,1.6
20130127:0610,0.0,-0.29,1.77
20130127:0710,0.0,0.64,1.84
20130127:0810,230.3,1.57,1.92
20130127:0910,537.67,2.5,2.0
20130127:1010,627.21,4.29,1.68
20130127:1110,164.44,6.08,1.37
20130127:1210,37.78,7.87,1.05
20130127:1310,56.21,7.59,1.21
20130127:1410,82.94,7.32,1.38
20130127:1510,58.86,7.04,1.54
20130127:1610,2.6,6.59,1.27
20130127:1710,0.0,6.14,0.99
20130127:1810,0.0,5.69,0.72
20130127:1910,0.0,5.36,0.93
20130127:2010,0.0,5.04,1.14
20130127:2110,0.0,4.72,1.35
20130127:2210,0.0,4.59,1.2
20130127:2310,0.0,4.47,1.06
20130128:0010,0.0,4.35,0.91
20130128:0110,0.0,4.18,1.26
20130128:0210,0.0,4.01,1.61
20130128:0310,0.0,3.84,1.96
20130128:0410,0.0,3.88,2.03
20130128:0510,0.0,3.93,2.11
20130128:0610,0.0,3.97,2.18
20130128:0710,0.0,4.36,2.36
20130128:0810,321.29,4.75,2.54
20130128:0910,621.38,5.14,2.72
20130128:1010,581.4,5.98,2.93
20130128:1110,803.93,6.82,3.15
20130128:1210,632.0,7.66,3.37
20130128:1310,338.45,7.56,3.19
20130128:1410,425.9,7.46,3.01
20130128:1510,46.74,7.36,2.83
20130128:1610,3.46,6.22,2.55
20130128:1710,0.0,5.07,2.28
20130128:1810,0.0,3.93,2.0
20130128:1910,0.0,3.55,1.82
20130128:2010,0.0,3.17,1.64
20130128:2110,0.0,2.8,1.46
20130128:2210,0.0,2.06,1.29
20130128:2310,0.0,1.32,1.11
20130129:0010,0.0,0.58,0.94
20130129:0110,0.0,-0.13,0.9
20130129:0210,0.0,-0.84,0.86
20130129:0310,0.0,-1.55,0.81
20130129:0410,0.0,-1.6,0.69
20130129:0510,0.0,-1.65,0.57
20130129:0610,0.0,-1.7,0.46
20130129:0710,0.0,-0.23,0.59
20130129:0810,207.32,1.25,0.73
20130129:0910,669.64,2.72,0.87
20130129:1010,259.46,5.05,1.24
20130129:1110,269.95,7.38,1.6
20130129:1210,446.54,9.71,1.97
20130129:1310,117.04,9.99,1.57
20130129:1410,78.33,10.27,1.16
20130129:1510,65.49,10.55,0.76
20130129:1610,3.46,9.66,0.83
20130129:1710,0.0,8.78,0.91
20130129:1810,0.0,7.89,0.98
20130129:1910,0.0,7.23,1.06
20130129:2010,0.0,6.58,1.14
20130129:2110,0.0,5.93,1.21
20130129:2210,0.0,5.56,1.07
20130129:2310,0.0,5.2,0.93
20130130:0010,0.0,4.84,0.79
20130130:0110,0.0,5.0,0.8
20130130:0210,0.0,5.16,0.82
20130130:0310,0.0,5.31,0.84
20130130:0410,0.0,4.9,0.78
20130130:0510,0.0,4.48,0.71
20130130:0610,0.0,4.07,0.65
20130130:0710,0.0,5.11,0.82
20130130:0810,352.63,6.14,1.0
20130130:0910,672.85,7.18,1.17
20130130:1010,710.16,10.08,1.08
20130130:1110,385.57,12.97,0.99
20130130:1210,924.02,15.87,0.9
20130130:1310,824.94,16.11,0.97
20130130:1410,270.09,16.34,1.03
20130130:1510,181.84,16.58,1.1
20130130:1610,3.46,15.01,0.83
20130130:1710,0.0,13.45,0.55
20130130:1810,0.0,11.88,0.28
20130130:1910,0.0,11.48,0.71
20130130:2010,0.0,11.09,1.14
20130130:2110,0.0,10.7,1.57
20130130:2210,0.0,10.32,1.96
20130130:2310,0.0,9.94,2.35
20130131:0010,0.0,9.56,2.74
20130131:0110,0.0,9.07,2.34
20130131:0210,0.0,8.57,1.94
20130131:0310,0.0,8.07,1.53
20130131:0410,0.0,7.56,1.39
20130131:0510,0.0,7.06,1.25
20130131:0610,0.0,6.55,1.1
20130131:0710,0.0,6.63,1.14
20130131:0810,176.67,6.7,1.17
20130131:0910,564.7,6.78,1.2
