time,irradiance,temp,wind
20130408:0110,0.0,7.84,0.9
20130408:0210,0.0,7.4,1.23
20130408:0310,0.0,6.96,1.56
20130408:0410,0.0,6.95,1.56
20130408:0510,0.0,6.95,1.57
20130408:0610,18.43,6.94,1.57
20130408:0710,98.61,7.98,2.0
20130408:0810,74.65,9.02,2.42
20130408:0910,91.23,10.06,2.84
20130408:1010,95.84,10.62,2.71
20130408:1110,234.07,11.18,2.57
20130408:1210,200.9,11.74,2.44
20130408:1310,232.67,11.42,1.87
20130408:1410,106.9,11.11,1.29
20130408:1510,241.79,10.79,0.72
20130408:1610,184.77,10.2,0.9
20130408:1710,58.86,9.61,1.08
20130408:1810,0.0,9.01,1.26
20130408:1910,0.0,8.45,1.28
20130408:2010,0.0,7.89,1.3
20130408:2110,0.0,7.33,1.32
20130408:2210,0.0,6.87,1.41
20130408:2310,0.0,6.41,1.5
20130409:0010,0.0,5.95,1.59
20130409:0110,0.0,6.05,1.72
20130409:0210,0.0,6.15,1.86
20130409:0310,0.0,6.25,2.0
20130409:0410,0.0,6.55,1.98
20130409:0510,0.0,6.85,1.95
20130409:0610,50.98,7.15,1.93
20130409:0710,129.07,8.51,2.05
20130409:0810,131.78,9.86,2.16
20130409:0910,188.0,11.21,2.28
20130409:1010,276.89,11.91,2.29
20130409:1110,131.78,12.6,2.3
20130409:1210,88.47,13.3,2.32
20130409:1310,94.0,13.4,2.38
20130409:1410,249.24,13.51,2.45
20130409:1510,384.57,13.61,2.51
20130409:1610,211.66,12.65,2.18
20130409:1710,14.72,11.69,1.86
20130409:1810,0.0,10.73,1.53
20130409:1910,0.0,10.05,1.48
20130409:2010,0.0,9.36,1.43
20130409:2110,0.0,8.67,1.38
20130409:2210,0.0,8.54,1.41
20130409:2310,0.0,8.41,1.43
20130410:0010,0.0,8.28,1.46
20130410:0110,0.0,8.0,1.17
20130410:0210,0.0,7.73,0.87
20130410:0310,0.0,7.46,0.58
20130410:0410,0.0,7.36,0.4
20130410:0510,0.0,7.26,0.21
20130410:0610,88.94,7.15,0.03
20130410:0710,425.82,8.71,0.56
20130410:0810,663.53,10.27,1.09
20130410:0910,862.42,11.83,1.63
20130410:1010,990.94,13.01,1.59
20130410:1110,1039.77,14.19,1.54
20130410:1210,1016.4,15.37,1.5
20130410:1310,473.1,15.88,1.43
20130410:1410,503.16,16.39,1.36
20130410:1510,321.98,16.89,1.28
20130410:1610,28.57,15.96,1.07
20130410:1710,64.92,15.03,0.85
20130410:1810,0.0,14.1,0.63
20130410:1910,0.0,13.52,1.09
20130410:2010,0.0,12.94,1.55
20130410:2110,0.0,12.35,2.01
20130410:2210,0.0,12.15,2.09
20130410:2310,0.0,11.95,2.16
20130411:0010,0.0,11.75,2.23
20130411:0110,0.0,11.59,2.2
20130411:0210,0.0,11.44,2.17
20130411:0310,0.0,11.28,2.14
20130411:0410,0.0,11.27,1.94
20130411:0510,0.0,11.26,1.74
20130411:0610,79.55,11.25,1.54
20130411:0710,227.41,12.89,1.85
20130411:0810,298.12,14.53,2.16
20130411:0910,226.38,16.17,2.47
20130411:1010,543.01,17.62,2.92
20130411:1110,469.65,19.08,3.37
20130411:1210,497.11,20.53,3.82
20130411:1310,228.04,20.25,3.77
20130411:1410,144.68,19.97,3.72
20130411:1510,78.33,19.69,3.67
20130411:1610,26.72,18.42,3.33
20130411:1710,16.59,17.15,3.0
20130411:1810,0.0,15.88,2.66
20130411:1910,0.0,15.39,2.3
20130411:2010,0.0,14.9,1.94
20130411:2110,0.0,14.4,1.57
20130411:2210,0.0,14.21,1.33
20130411:2310,0.0,14.01,1.09
20130412:0010,0.0,13.82,0.86
20130412:0110,0.0,12.57,0.85
20130412:0210,0.0,11.33,0.85
20130412:0310,0.0,10.09,0.84
20130412:0410,0.0,9.72,0.8
20130412:0510,0.0,9.35,0.76
20130412:0610,117.05,8.98,0.72
20130412:0710,227.11,10.62,0.91
20130412:0810,593.17,12.26,1.11
20130412:0910,831.24,13.9,1.31
20130412:1010,591.58,14.58,1.57
20130412:1110,459.35,15.27,1.83
20130412:1210,433.03,15.95,2.1
20130412:1310,535.93,16.06,2.05
20130412:1410,532.66,16.17,2.0
20130412:1510,135.47,16.27,1.96
20130412:1610,27.65,15.01,1.63
20130412:1710,11.98,13.75,1.3
20130412:1810,0.0,12.48,0.97
20130412:1910,0.0,11.7,0.93
20130412:2010,0.0,10.92,0.9
20130412:2110,0.0,10.14,0.87
20130412:2210,0.0,9.78,0.87
20130412:2310,0.0,9.41,0.88
20130413:0010,0.0,9.05,0.88
20130413:0110,0.0,8.4,0.67
20130413:0210,0.0,7.76,0.45
20130413:0310,0.0,7.11,0.23
20130413:0410,0.0,6.98,0.3
20130413:0510,0.0,6.85,0.37
20130413:0610,77.81,6.72,0.44
20130413:0710,214.99,9.11,0.38
20130413:0810,556.32,11.5,0.31
20130413:0910,880.07,13.89,0.25
20130413:1010,1014.77,15.3,0.6
20130413:1110,1071.06,16.71,0.96
20130413:1210,1045.97,18.12,1.31
20130413:1310,972.01,18.75,1.37
20130413:1410,780.75,19.38,1.42
20130413:1510,558.56,20.01,1.48
20130413:1610,318.31,19.08,1.33
20130413:1710,88.21,18.15,1.18
20130413:1810,0.0,17.21,1.03
20130413:1910,0.0,15.87,0.88
20130413:2010,0.0,14.52,0.73
20130413:2110,0.0,13.17,0.58
20130413:2210,0.0,12.48,0.75
20130413:2310,0.0,11.78,0.93
20130414:0010,0.0,11.09,1.1
20130414:0110,0.0,10.51,1.17
20130414:0210,0.0,9.94,1.23
20130414:0310,0.0,9.37,1.3
20130414:0410,0.0,9.24,1.17
20130414:0510,0.0,9.12,1.04
20130414:0610,182.81,8.99,0.91
20130414:0710,433.51,12.6,1.03
20130414:0810,682.28,16.21,1.16
20130414:0910,881.89,19.81,1.28
20130414:1010,1009.18,20.83,1.68
20130414:1110,1071.41,21.85,2.07
20130414:1210,1052.31,22.87,2.47
20130414:1310,954.58,23.02,2.57
20130414:1410,786.44,23.18,2.66
20130414:1510,581.04,23.33,2.76
20130414:1610,321.61,21.78,2.74
20130414:1710,89.3,20.23,2.72
20130414:1810,0.0,18.68,2.7
20130414:1910,0.0,17.41,2.51
20130414:2010,0.0,16.13,2.32
20130414:2110,0.0,14.85,2.12
20130414:2210,0.0,14.32,2.23
20130414:2310,0.0,13.78,2.33
20130415:0010,0.0,13.25,2.43
20130415:0110,0.0,12.87,2.3
20130415:0210,0.0,12.5,2.18
20130415:0310,0.0,12.12,2.06
20130415:0410,0.0,11.98,1.84
20130415:0510,0.0,11.84,1.62
20130415:0610,181.3,11.7,1.41
20130415:0710,427.39,14.24,1.43
20130415:0810,679.99,16.78,1.44
20130415:0910,871.93,19.31,1.46
20130415:1010,1003.56,20.53,1.27
20130415:1110,1058.52,21.74,1.08
20130415:1210,1025.36,22.96,0.88
20130415:1310,953.77,23.25,0.81
20130415:1410,590.37,23.54,0.74
20130415:1510,538.13,23.82,0.68
20130415:1610,260.56,22.28,1.09
20130415:1710,81.27,20.73,1.49
20130415:1810,0.0,19.18,1.9
20130415:1910,0.0,18.54,1.57
20130415:2010,0.0,17.9,1.23
20130415:2110,0.0,17.25,0.9
20130415:2210,0.0,16.32,0.75
20130415:2310,0.0,15.39,0.61
20130416:0010,0.0,14.46,0.47
20130416:0110,0.0,14.08,0.4
20130416:0210,0.0,13.71,0.33
20130416:0310,0.0,13.34,0.26
20130416:0410,0.0,13.04,0.24
20130416:0510,8.66,12.74,0.22
20130416:0610,178.91,12.43,0.19
20130416:0710,390.89,15.18,0.46
20130416:0810,646.0,17.93,0.72
20130416:0910,783.31,20.67,0.98
20130416:1010,943.0,21.55,1.28
20130416:1110,1066.32,22.42,1.58
20130416:1210,1033.13,23.3,1.88
20130416:1310,898.46,23.82,1.93
20130416:1410,776.22,24.34,1.99
20130416:1510,535.73,24.86,2.04
20130416:1610,282.57,23.48,2.0
20130416:1710,89.51,22.1,1.97
20130416:1810,0.0,20.72,1.93
20130416:1910,0.0,19.87,1.72
20130416:2010,0.0,19.02,1.52
20130416:2110,0.0,18.17,1.31
20130416:2210,0.0,17.63,1.17
20130416:2310,0.0,17.09,1.03
20130417:0010,0.0,16.55,0.88
20130417:0110,0.0,15.74,0.69
20130417:0210,0.0,14.94,0.49
20130417:0310,0.0,14.14,0.29
20130417:0410,0.0,13.8,0.46
20130417:0510,11.25,13.47,0.62
20130417:0610,186.47,13.13,0.79
20130417:0710,429.96,16.06,0.73
20130417:0810,676.6,18.99,0.68
20130417:0910,869.94,21.92,0.62
20130417:1010,1011.91,23.12,0.71
20130417:1110,1066.83,24.31,0.8
20130417:1210,1046.49,25.51,0.9
20130417:1310,954.63,25.75,1.12
20130417:1410,790.75,26.0,1.34
20130417:1510,575.02,26.24,1.56
20130417:1610,320.33,24.81,1.51
20130417:1710,92.52,23.38,1.47
20130417:1810,0.0,21.95,1.42
20130417:1910,0.0,20.67,1.45
20130417:2010,0.0,19.38,1.49
20130417:2110,0.0,18.09,1.52
20130417:2210,0.0,17.5,1.61
20130417:2310,0.0,16.92,1.71
20130418:0010,0.0,16.33,1.81
20130418:0110,0.0,15.94,1.83
20130418:0210,0.0,15.56,1.86
20130418:0310,0.0,15.17,1.89
20130418:0410,0.0,15.02,1.71
20130418:0510,12.12,14.88,1.54
20130418:0610,190.62,14.73,1.37
20130418:0710,432.64,17.02,1.01
20130418:0810,673.41,19.31,0.66
20130418:0910,876.56,21.6,0.3
20130418:1010,1006.66,22.68,0.51
20130418:1110,1073.17,23.75,0.72
20130418:1210,1053.83,24.83,0.92
20130418:1310,943.16,24.88,1.33
20130418:1410,786.39,24.93,1.74
20130418:1510,578.83,24.98,2.15
20130418:1610,318.26,23.46,1.92
20130418:1710,90.56,21.94,1.68
20130418:1810,0.0,20.42,1.45
20130418:1910,0.0,19.42,1.43
20130418:2010,0.0,18.42,1.41
20130418:2110,0.0,17.41,1.39
20130418:2210,0.0,16.83,1.4
20130418:2310,0.0,16.24,1.41
20130419:0010,0.0,15.66,1.42
20130419:0110,0.0,14.88,1.43
20130419:0210,0.0,14.11,1.45
20130419:0310,0.0,13.33,1.46
20130419:0410,0.0,12.91,1.56
20130419:0510,2.6,12.49,1.66
20130419:0610,15.67,12.07,1.75
20130419:0710,31.33,12.48,2.03
20130419:0810,46.08,12.88,2.31
20130419:0910,58.98,13.28,2.59
20130419:1010,104.13,13.26,2.57
20130419:1110,88.47,13.24,2.55
20130419:1210,124.41,13.22,2.52
20130419:1310,85.7,12.71,2.7
20130419:1410,80.17,12.21,2.88
20130419:1510,60.82,11.7,3.06
20130419:1610,82.94,10.84,2.97
20130419:1710,13.82,9.98,2.87
20130419:1810,0.0,9.12,2.77
20130419:1910,0.0,8.99,2.88
20130419:2010,0.0,8.86,2.99
20130419:2110,0.0,8.72,3.1
20130419:2210,0.0,8.63,3.13
20130419:2310,0.0,8.54,3.15
20130420:0010,0.0,8.45,3.17
20130420:0110,0.0,8.03,3.39
20130420:0210,0.0,7.62,3.6
20130420:0310,0.0,7.21,3.82
20130420:0410,0.0,6.99,3.72
20130420:0510,2.6,6.77,3.63
20130420:0610,63.59,6.55,3.53
20130420:0710,58.06,7.02,3.58
20130420:0810,63.59,7.49,3.63
20130420:0910,188.92,7.95,3.68
20130420:1010,163.11,8.45,3.54
20130420:1110,139.15,8.94,3.39
20130420:1210,145.6,9.44,3.24
20130420:1310,100.45,10.13,3.06
20130420:1410,57.14,10.83,2.88
20130420:1510,70.96,11.52,2.7
20130420:1610,35.02,11.38,2.41
20130420:1710,13.82,11.24,2.11
20130420:1810,0.0,11.1,1.82
20130420:1910,0.0,10.96,1.7
20130420:2010,0.0,10.81,1.58
20130420:2110,0.0,10.66,1.46
20130420:2210,0.0,10.5,1.45
20130420:2310,0.0,10.34,1.44
20130421:0010,0.0,10.18,1.43
20130421:0110,0.0,9.42,1.46
20130421:0210,0.0,8.66,1.49
20130421:0310,0.0,7.9,1.52
20130421:0410,0.0,8.01,1.65
20130421:0510,12.12,8.13,1.77
20130421:0610,49.76,8.24,1.9
20130421:0710,83.86,9.73,2.1
20130421:0810,100.45,11.21,2.29
20130421:0910,91.23,12.69,2.48
20130421:1010,101.37,13.65,2.58
20130421:1110,90.31,14.62,2.68
20130421:1210,92.15,15.58,2.77
20130421:1310,94.92,15.64,2.79
20130421:1410,66.35,15.71,2.81
20130421:1510,79.25,15.77,2.83
20130421:1610,65.43,15.04,2.51
20130421:1710,30.41,14.3,2.18
20130421:1810,0.0,13.56,1.86
20130421:1910,0.0,12.95,1.82
20130421:2010,0.0,12.34,1.78
20130421:2110,0.0,11.73,1.74
20130421:2210,0.0,11.54,1.63
20130421:2310,0.0,11.36,1.52
20130422:0010,0.0,11.17,1.41
20130422:0110,0.0,10.55,1.56
20130422:0210,0.0,9.94,1.72
20130422:0310,0.0,9.33,1.88
20130422:0410,0.0,9.44,2.07
20130422:0510,6.06,9.56,2.26
20130422:0610,58.06,9.67,2.46
20130422:0710,108.74,11.04,2.71
20130422:0810,509.25,12.41,2.97
20130422:0910,390.07,13.78,3.23
20130422:1010,520.02,14.65,3.36
20130422:1110,197.21,15.53,3.49
20130422:1210,118.88,16.4,3.63
20130422:1310,101.37,16.64,3.54
20130422:1410,109.66,16.89,3.46
20130422:1510,82.94,17.13,3.38
20130422:1610,74.65,16.38,2.75
20130422:1710,52.53,15.62,2.13
20130422:1810,1.73,14.86,1.5
20130422:1910,0.0,14.27,1.66
20130422:2010,0.0,13.68,1.83
20130422:2110,0.0,13.09,1.99
20130422:2210,0.0,12.54,1.91
20130422:2310,0.0,11.98,1.84
20130423:0010,0.0,11.43,1.77
20130423:0110,0.0,10.5,1.67
20130423:0210,0.0,9.57,1.58
20130423:0310,0.0,8.64,1.49
20130423:0410,0.0,8.72,1.33
20130423:0510,19.04,8.8,1.18
20130423:0610,101.9,8.88,1.02
20130423:0710,406.97,11.1,1.3
20130423:0810,464.12,13.32,1.57
20130423:0910,623.29,15.53,1.85
20130423:1010,572.34,16.81,1.72
20130423:1110,701.37,18.08,1.6
20130423:1210,950.78,19.36,1.48
20130423:1310,959.65,19.61,1.71
20130423:1410,790.0,19.87,1.94
20130423:1510,579.04,20.12,2.17
20130423:1610,322.5,19.21,2.02
20130423:1710,96.14,18.3,1.87
20130423:1810,1.73,17.38,1.72
20130423:1910,0.0,16.37,1.69
20130423:2010,0.0,15.36,1.65
20130423:2110,0.0,14.35,1.61
20130423:2210,0.0,13.55,1.32
20130423:2310,0.0,12.76,1.03
20130424:0010,0.0,11.96,0.74
20130424:0110,0.0,11.22,0.86
20130424:0210,0.0,10.48,0.97
20130424:0310,0.0,9.74,1.08
20130424:0410,0.0,9.75,0.98
20130424:0510,21.64,9.77,0.89
20130424:0610,201.33,9.78,0.8
20130424:0710,441.62,12.7,0.84
20130424:0810,689.17,15.62,0.87
20130424:0910,884.17,18.53,0.91
20130424:1010,1011.04,19.63,1.05
20130424:1110,1094.29,20.73,1.19
20130424:1210,1052.55,21.83,1.32
20130424:1310,947.82,22.35,1.15
20130424:1410,771.98,22.87,0.98
20130424:1510,572.9,23.38,0.81
20130424:1610,322.72,22.43,1.16
20130424:1710,97.85,21.48,1.5
20130424:1810,2.6,20.52,1.85
20130424:1910,0.0,19.68,1.27
20130424:2010,0.0,18.84,0.69
20130424:2110,0.0,18.0,0.11
20130424:2210,0.0,16.42,0.21
20130424:2310,0.0,14.85,0.31
20130425:0010,0.0,13.27,0.41
20130425:0110,0.0,12.63,0.6
20130425:0210,0.0,12.0,0.79
20130425:0310,0.0,11.37,0.98
20130425:0410,0.0,11.47,0.87
20130425:0510,21.64,11.58,0.77
20130425:0610,130.92,11.68,0.66
20130425:0710,452.02,14.96,0.58
20130425:0810,686.38,18.23,0.51
20130425:0910,874.04,21.5,0.43
20130425:1010,1017.49,22.56,0.51
20130425:1110,1081.72,23.61,0.59
20130425:1210,1058.53,24.67,0.68
20130425:1310,887.64,25.14,0.51
20130425:1410,752.78,25.61,0.34
20130425:1510,561.98,26.08,0.18
20130425:1610,242.52,24.81,0.23
20130425:1710,99.99,23.54,0.29
20130425:1810,2.6,22.26,0.34
20130425:1910,0.0,21.27,0.26
20130425:2010,0.0,20.27,0.18
20130425:2110,0.0,19.27,0.1
20130425:2210,0.0,18.44,0.3
20130425:2310,0.0,17.6,0.5
20130426:0010,0.0,16.77,0.7
20130426:0110,0.0,16.83,0.74
20130426:0210,0.0,16.9,0.78
20130426:0310,0.0,16.96,0.81
20130426:0410,0.0,16.7,0.9
20130426:0510,4.33,16.44,0.98
20130426:0610,24.88,16.17,1.06
20130426:0710,96.76,16.71,0.87
20130426:0810,80.17,17.25,0.69
20130426:0910,161.27,17.79,0.5
20130426:1010,151.13,18.31,0.8
20130426:1110,128.09,18.84,1.11
20130426:1210,73.72,19.36,1.42
20130426:1310,844.12,19.45,1.49
20130426:1410,113.35,19.54,1.57
20130426:1510,261.67,19.63,1.64
20130426:1610,93.08,18.87,1.35
20130426:1710,36.86,18.1,1.06
20130426:1810,2.6,17.33,0.77
20130426:1910,0.0,16.79,1.19
20130426:2010,0.0,16.25,1.6
20130426:2110,0.0,15.7,2.01
20130426:2210,0.0,15.6,1.94
20130426:2310,0.0,15.51,1.88
20130427:0010,0.0,15.41,1.81
20130427:0110,0.0,15.04,1.45
20130427:0210,0.0,14.67,1.1
20130427:0310,0.0,14.3,0.74
20130427:0410,0.0,13.81,1.18
20130427:0510,4.33,13.32,1.61
20130427:0610,19.35,12.83,2.04
20130427:0710,35.02,12.27,2.03
20130427:0810,62.67,11.71,2.01
20130427:0910,72.8,11.15,2.0
20130427:1010,102.29,10.72,2.16
20130427:1110,140.07,10.29,2.31
20130427:1210,115.19,9.86,2.47
20130427:1310,92.15,9.42,2.22
20130427:1410,81.1,8.98,1.97
20130427:1510,50.68,8.53,1.72
20130427:1610,45.16,8.05,1.54
20130427:1710,15.67,7.57,1.36
20130427:1810,2.6,7.09,1.17
20130427:1910,0.0,7.12,1.07
20130427:2010,0.0,7.14,0.97
20130427:2110,0.0,7.16,0.87
20130427:2210,0.0,7.36,0.94
20130427:2310,0.0,7.57,1.02
20130428:0010,0.0,7.77,1.09
20130428:0110,0.0,7.37,1.12
20130428:0210,0.0,6.98,1.14
20130428:0310,0.0,6.58,1.17
20130428:0410,0.0,6.83,1.28
20130428:0510,21.64,7.08,1.38
20130428:0610,148.49,7.33,1.49
20130428:0710,194.86,8.99,1.27
20130428:0810,79.25,10.65,1.05
20130428:0910,182.47,12.3,0.83
20130428:1010,81.1,12.97,1.13
20130428:1110,96.76,13.63,1.43
20130428:1210,132.7,14.3,1.72
20130428:1310,69.12,14.05,1.65
20130428:1410,179.7,13.8,1.58
20130428:1510,61.74,13.55,1.5
20130428:1610,56.21,13.1,1.42
20130428:1710,37.78,12.65,1.33
20130428:1810,3.46,12.2,1.24
20130428:1910,0.0,12.14,1.14
20130428:2010,0.0,12.07,1.03
20130428:2110,0.0,12.0,0.92
20130428:2210,0.0,12.17,0.96
20130428:2310,0.0,12.34,0.99
20130429:0010,0.0,12.51,1.02
20130429:0110,0.0,11.93,0.92
20130429:0210,0.0,11.36,0.83
20130429:0310,0.0,10.79,0.73
20130429:0410,0.0,10.83,0.77
20130429:0510,5.19,10.88,0.8
20130429:0610,26.72,10.92,0.84
20130429:0710,64.51,11.98,0.99
20130429:0810,70.04,13.03,1.14
20130429:0910,105.98,14.08,1.3
20130429:1010,120.72,15.51,1.28
20130429:1110,82.02,16.95,1.26
20130429:1210,117.96,18.38,1.24
20130429:1310,132.7,18.37,1.47
20130429:1410,239.39,18.37,1.7
20130429:1510,306.98,18.36,1.93
20130429:1610,156.8,17.53,1.6
20130429:1710,34.1,16.7,1.28
20130429:1810,3.46,15.87,0.95
20130429:1910,0.0,15.73,0.91
20130429:2010,0.0,15.59,0.86
20130429:2110,0.0,15.44,0.81
20130429:2210,0.0,15.52,0.88
20130429:2310,0.0,15.59,0.95
20130430:0010,0.0,15.67,1.02
20130430:0110,0.0,14.9,1.16
20130430:0210,0.0,14.14,1.31
20130430:0310,0.0,13.38,1.45
20130430:0410,0.0,13.42,1.31
20130430:0510,23.37,13.47,1.16
20130430:0610,30.41,13.51,1.02
20130430:0710,73.72,14.47,0.89
20130430:0810,111.51,15.43,0.75
20130430:0910,444.13,16.38,0.62
20130430:1010,783.37,17.44,1.0
20130430:1110,866.27,18.51,1.37
20130430:1210,770.09,19.57,1.75
20130430:1310,69.12,19.59,1.54
20130430:1410,729.02,19.61,1.33
20130430:1510,553.13,19.63,1.12
20130430:1610,290.43,19.18,0.97
20130430:1710,16.59,18.72,0.83
20130430:1810,3.46,18.26,0.69
20130430:1910,0.0,17.59,0.8
20130430:2010,0.0,16.92,0.9
20130430:2110,0.0,16.25,1.01
20130430:2210,0.0,16.11,0.71
20130430:2310,0.0,15.96,0.42
20130501:0010,0.0,15.82,0.12
20130501:0110,0.0,15.18,0.3
20130501:0210,0.0,14.54,0.47
20130501:0310,0.0,13.9,0.65
20130501:0410,0.0,14.04,0.58
20130501:0510,32.03,14.18,0.51
20130501:0610,109.41,14.33,0.44
20130501:0710,265.9,15.59,0.92
20130501:0810,448.45,16.86,1.41
20130501:0910,392.76,18.13,1.89
20130501:1010,178.78,18.33,1.84
20130501:1110,189.84,18.52,1.8
20130501:1210,780.86,18.72,1.75
20130501:1310,674.11,18.76,1.8
20130501:1410,72.8,18.81,1.84
20130501:1510,291.08,18.85,1.89
20130501:1610,133.37,18.32,1.4
20130501:1710,105.56,17.8,0.91
20130501:1810,11.25,17.27,0.43
20130501:1910,0.0,16.19,0.46
20130501:2010,0.0,15.12,0.5
20130501:2110,0.0,14.04,0.54
20130501:2210,0.0,13.57,0.43
20130501:2310,0.0,13.09,0.33
20130502:0010,0.0,12.62,0.22
20130502:0110,0.0,12.07,0.38
20130502:0210,0.0,11.52,0.54
20130502:0310,0.0,10.97,0.7
20130502:0410,0.0,11.4,0.76
20130502:0510,36.36,11.83,0.81
20130502:0610,205.25,12.27,0.87
20130502:0710,380.43,14.13,0.78
20130502:0810,628.04,16.0,0.69
20130502:0910,851.2,17.87,0.59
20130502:1010,759.54,18.77,1.01
20130502:1110,1015.12,19.68,1.43
20130502:1210,74.65,20.58,1.85
20130502:1310,725.5,20.23,1.78
20130502:1410,59.9,19.89,1.72
20130502:1510,47.92,19.54,1.66
20130502:1610,47.92,18.71,1.27
20130502:1710,18.43,17.88,0.89
20130502:1810,4.33,17.05,0.51
20130502:1910,0.0,16.13,1.0
20130502:2010,0.0,15.21,1.49
20130502:2110,0.0,14.29,1.97
20130502:2210,0.0,14.16,1.48
20130502:2310,0.0,14.02,0.99
20130503:0010,0.0,13.89,0.5
20130503:0110,0.0,13.52,0.44
20130503:0210,0.0,13.14,0.39
20130503:0310,0.0,12.77,0.33
20130503:0410,0.0,12.83,0.44
20130503:0510,12.12,12.89,0.55
20130503:0610,225.62,12.95,0.66
20130503:0710,457.4,13.29,0.94
20130503:0810,660.77,13.63,1.21
20130503:0910,745.04,13.97,1.49
20130503:1010,94.0,14.33,1.81
20130503:1110,75.57,14.68,2.13
20130503:1210,752.96,15.04,2.46
20130503:1310,123.49,15.56,2.33
20130503:1410,65.43,16.08,2.21
20130503:1510,120.72,16.6,2.08
20130503:1610,294.71,15.98,1.82
20130503:1710,109.26,15.36,1.55
20130503:1810,13.85,14.74,1.28
20130503:1910,0.0,14.1,1.33
20130503:2010,0.0,13.47,1.37
20130503:2110,0.0,12.83,1.42
20130503:2210,0.0,12.79,1.42
20130503:2310,0.0,12.75,1.41
20130504:0010,0.0,12.71,1.41
20130504:0110,0.0,12.46,1.42
20130504:0210,0.0,12.21,1.43
20130504:0310,0.0,11.96,1.45
20130504:0410,0.0,11.98,1.49
20130504:0510,20.78,11.99,1.53
20130504:0610,75.57,12.01,1.57
20130504:0710,267.94,12.78,2.03
20130504:0810,220.81,13.56,2.49
20130504:0910,411.85,14.34,2.95
20130504:1010,473.86,15.2,3.04
20130504:1110,420.53,16.06,3.14
20130504:1210,501.34,16.92,3.23
20130504:1310,352.18,17.78,3.16
20130504:1410,317.09,18.63,3.09
20130504:1510,197.46,19.49,3.02
20130504:1610,201.39,18.75,2.68
20130504:1710,56.21,18.0,2.33
20130504:1810,19.91,17.26,1.99
20130504:1910,0.0,16.43,1.95
20130504:2010,0.0,15.59,1.92
20130504:2110,0.0,14.76,1.89
20130504:2210,0.0,14.46,1.75
20130504:2310,0.0,14.16,1.6
20130505:0010,0.0,13.86,1.46
20130505:0110,0.0,13.51,1.39
20130505:0210,0.0,13.15,1.32
20130505:0310,0.0,12.8,1.26
20130505:0410,0.0,12.86,1.17
20130505:0510,33.76,12.91,1.09
20130505:0610,118.27,12.97,1.01
20130505:0710,117.96,14.43,1.11
20130505:0810,202.38,15.9,1.21
20130505:0910,384.28,17.37,1.31
20130505:1010,585.02,18.07,1.66
20130505:1110,373.3,18.77,2.02
20130505:1210,622.54,19.47,2.37
20130505:1310,156.66,19.92,2.4
20130505:1410,187.07,20.36,2.44
20130505:1510,151.13,20.81,2.47
20130505:1610,228.08,20.06,2.08
20130505:1710,58.06,19.32,1.69
20130505:1810,4.33,18.57,1.3
20130505:1910,0.0,17.83,1.43
20130505:2010,0.0,17.09,1.55
20130505:2110,0.0,16.35,1.68
20130505:2210,0.0,15.76,1.45
20130505:2310,0.0,15.18,1.22
20130506:0010,0.0,14.59,0.99
20130506:0110,0.0,14.0,1.0
20130506:0210,0.0,13.41,1.01
20130506:0310,0.0,12.82,1.02
20130506:0410,0.0,12.88,1.13
20130506:0510,14.72,12.94,1.24
20130506:0610,97.53,13.01,1.35
20130506:0710,100.45,14.19,1.67
20130506:0810,136.39,15.38,1.99
20130506:0910,267.06,16.57,2.3
20130506:1010,145.6,17.43,2.33
20130506:1110,200.9,18.3,2.36
20130506:1210,133.62,19.16,2.39
20130506:1310,550.14,19.38,2.46
20130506:1410,136.39,19.59,2.52
20130506:1510,226.39,19.81,2.59
20130506:1610,158.47,19.17,2.05
20130506:1710,110.9,18.52,1.51
20130506:1810,27.7,17.88,0.97
20130506:1910,0.0,16.89,0.85
20130506:2010,0.0,15.91,0.73
20130506:2110,0.0,14.92,0.61
20130506:2210,0.0,14.53,0.52
20130506:2310,0.0,14.14,0.43
20130507:0010,0.0,13.75,0.34
20130507:0110,0.0,13.44,0.65
20130507:0210,0.0,13.12,0.96
20130507:0310,0.0,12.81,1.27
20130507:0410,0.0,13.02,1.1
20130507:0510,35.49,13.23,0.93
20130507:0610,47.0,13.44,0.76
20130507:0710,110.59,15.22,0.78
20130507:0810,118.88,17.01,0.8
20130507:0910,499.1,18.8,0.81
20130507:1010,672.8,19.74,1.01
20130507:1110,104.13,20.69,1.2
20130507:1210,274.0,21.63,1.39
20130507:1310,165.88,21.64,1.46
20130507:1410,137.31,21.65,1.52
20130507:1510,264.25,21.66,1.59
20130507:1610,328.86,20.98,1.45
20130507:1710,104.9,20.31,1.32
20130507:1810,26.83,19.63,1.19
20130507:1910,0.0,18.39,1.18
20130507:2010,0.0,17.14,1.17
20130507:2110,0.0,15.9,1.16
20130507:2210,0.0,15.77,0.97
20130507:2310,0.0,15.63,0.77
20130508:0010,0.0,15.5,0.58
20130508:0110,0.0,14.69,0.73
20130508:0210,0.0,13.87,0.88
20130508:0310,0.0,13.05,1.03
20130508:0410,0.0,13.19,1.03
20130508:0510,38.95,13.33,1.03
20130508:0610,225.86,13.48,1.02
20130508:0710,472.05,15.87,0.84
20130508:0810,691.25,18.27,0.66
20130508:0910,859.22,20.67,0.48
20130508:1010,923.69,21.47,0.67
20130508:1110,1014.05,22.27,0.85
20130508:1210,890.76,23.07,1.03
20130508:1310,927.52,23.34,1.09
20130508:1410,526.72,23.61,1.14
