time,irradiance,temp,wind
20120712:2310,0.0,18.95,1.28
20120713:0010,0.0,18.8,1.19
20120713:0110,0.0,18.0,0.91
20120713:0210,0.0,17.2,0.64
20120713:0310,0.0,16.4,0.37
20120713:0410,0.0,16.65,0.56
20120713:0510,38.73,16.91,0.75
20120713:0610,31.22,17.16,0.94
20120713:0710,397.76,18.79,0.94
20120713:0810,312.15,20.41,0.95
20120713:0910,802.52,22.03,0.95
20120713:1010,625.34,22.99,1.21
20120713:1110,503.79,23.95,1.48
20120713:1210,561.65,24.92,1.74
20120713:1310,796.04,25.77,2.07
20120713:1410,639.75,26.62,2.41
20120713:1510,586.72,27.48,2.74
20120713:1610,212.66,26.86,2.39
20120713:1710,43.16,26.24,2.04
20120713:1810,20.65,25.62,1.68
20120713:1910,0.0,24.81,1.89
20120713:2010,0.0,24.0,2.09
20120713:2110,0.0,23.19,2.29
20120713:2210,0.0,22.53,1.94
20120713:2310,0.0,21.88,1.58
20120714:0010,0.0,21.22,1.23
20120714:0110,0.0,20.45,1.03
20120714:0210,0.0,19.69,0.82
20120714:0310,0.0,18.93,0.62
20120714:0410,0.0,18.85,0.58
20120714:0510,18.93,18.78,0.55
20120714:0610,28.47,18.7,0.51
20120714:0710,161.61,19.61,0.84
20120714:0810,157.96,20.51,1.17
20120714:0910,439.28,21.41,1.5
20120714:1010,804.46,22.28,1.6
20120714:1110,996.1,23.15,1.69
20120714:1210,1016.32,24.02,1.78
20120714:1310,941.75,24.2,2.05
20120714:1410,777.39,24.38,2.31
20120714:1510,591.61,24.56,2.58
20120714:1610,313.86,23.77,2.26
20120714:1710,155.27,22.99,1.94
20120714:1810,55.94,22.21,1.63
20120714:1910,0.0,21.06,1.79
20120714:2010,0.0,19.91,1.96
20120714:2110,0.0,18.76,2.12
20120714:2210,0.0,18.2,1.82
20120714:2310,0.0,17.63,1.51
20120715:0010,0.0,17.07,1.2
20120715:0110,0.0,16.56,1.41
20120715:0210,0.0,16.05,1.61
20120715:0310,0.0,15.54,1.82
20120715:0410,0.0,15.49,1.83
20120715:0510,39.59,15.45,1.85
20120715:0610,119.23,15.4,1.86
20120715:0710,381.7,16.27,2.1
20120715:0810,633.54,17.13,2.33
20120715:0910,811.01,17.99,2.57
20120715:1010,922.83,18.96,2.64
20120715:1110,990.87,19.94,2.71
20120715:1210,784.46,20.92,2.79
20120715:1310,887.75,21.12,2.7
20120715:1410,698.35,21.32,2.61
20120715:1510,558.74,21.53,2.52
20120715:1610,268.18,20.64,2.58
20120715:1710,78.06,19.75,2.63
20120715:1810,41.31,18.87,2.69
20120715:1910,0.0,17.97,2.3
20120715:2010,0.0,17.07,1.91
20120715:2110,0.0,16.16,1.52
20120715:2210,0.0,15.83,1.67
20120715:2310,0.0,15.51,1.83
20120716:0010,0.0,15.18,1.99
20120716:0110,0.0,14.83,1.84
20120716:0210,0.0,14.48,1.7
20120716:0310,0.0,14.13,1.56
20120716:0410,0.0,14.15,1.82
20120716:0510,44.75,14.18,2.07
20120716:0610,200.25,14.21,2.33
20120716:0710,420.05,15.55,2.67
20120716:0810,642.72,16.89,3.0
20120716:0910,823.57,18.23,3.34
20120716:1010,959.97,19.58,3.37
20120716:1110,1035.84,20.93,3.4
20120716:1210,1017.73,22.29,3.43
20120716:1310,947.28,22.76,3.42
20120716:1410,797.58,23.23,3.41
20120716:1510,600.33,23.71,3.39
20120716:1610,378.56,23.07,3.0
20120716:1710,156.95,22.43,2.61
20120716:1810,48.19,21.79,2.22
20120716:1910,0.0,20.73,2.28
20120716:2010,0.0,19.68,2.33
20120716:2110,0.0,18.62,2.39
20120716:2210,0.0,18.24,2.3
20120716:2310,0.0,17.87,2.22
20120717:0010,0.0,17.49,2.14
20120717:0110,0.0,17.02,2.03
20120717:0210,0.0,16.55,1.92
20120717:0310,0.0,16.09,1.81
20120717:0410,0.0,16.29,1.68
20120717:0510,42.17,16.5,1.56
20120717:0610,199.96,16.71,1.43
20120717:0710,427.01,18.38,1.87
20120717:0810,651.91,20.04,2.3
20120717:0910,840.31,21.7,2.73
20120717:1010,969.65,22.99,2.92
20120717:1110,1041.12,24.28,3.12
20120717:1210,1028.41,25.57,3.31
20120717:1310,952.22,25.91,3.3
20120717:1410,805.84,26.25,3.28
20120717:1510,605.46,26.6,3.27
20120717:1610,380.97,25.77,2.81
20120717:1710,155.59,24.94,2.36
20120717:1810,47.33,24.11,1.9
20120717:1910,0.0,22.94,2.0
20120717:2010,0.0,21.77,2.11
20120717:2110,0.0,20.59,2.21
20120717:2210,0.0,20.08,2.17
20120717:2310,0.0,19.58,2.13
20120718:0010,0.0,19.07,2.1
20120718:0110,0.0,18.52,1.5
20120718:0210,0.0,17.97,0.91
20120718:0310,0.0,17.43,0.32
20120718:0410,0.0,17.72,0.48
20120718:0510,39.59,18.01,0.65
20120718:0610,198.62,18.3,0.81
20120718:0710,427.8,20.79,0.72
20120718:0810,648.58,23.27,0.62
20120718:0910,836.8,25.76,0.52
20120718:1010,964.92,27.27,0.6
20120718:1110,1030.87,28.78,0.67
20120718:1210,1023.83,30.29,0.74
20120718:1310,943.73,31.05,0.74
20120718:1410,798.06,31.82,0.74
20120718:1510,606.1,32.59,0.73
20120718:1610,379.87,31.92,0.86
20120718:1710,155.94,31.25,0.98
20120718:1810,49.05,30.58,1.1
20120718:1910,0.0,28.76,1.32
20120718:2010,0.0,26.94,1.54
20120718:2110,0.0,25.12,1.75
20120718:2210,0.0,24.31,1.78
20120718:2310,0.0,23.51,1.82
20120719:0010,0.0,22.7,1.85
20120719:0110,0.0,21.99,1.86
20120719:0210,0.0,21.28,1.87
20120719:0310,0.0,20.57,1.88
20120719:0410,0.0,20.94,1.56
20120719:0510,49.05,21.32,1.25
20120719:0610,195.64,21.7,0.94
20120719:0710,418.05,23.52,1.13
20120719:0810,641.27,25.33,1.31
20120719:0910,832.21,27.15,1.5
20120719:1010,960.18,28.02,1.68
20120719:1110,1010.03,28.89,1.85
20120719:1210,859.83,29.76,2.03
20120719:1310,773.82,29.93,2.02
20120719:1410,689.51,30.1,2.01
20120719:1510,541.51,30.28,2.0
20120719:1610,368.4,29.33,1.84
20120719:1710,111.55,28.38,1.68
20120719:1810,54.22,27.44,1.52
20120719:1910,0.0,25.87,1.54
20120719:2010,0.0,24.3,1.55
20120719:2110,0.0,22.73,1.57
20120719:2210,0.0,22.01,1.69
20120719:2310,0.0,21.28,1.8
20120720:0010,0.0,20.56,1.92
20120720:0110,0.0,19.96,1.7
20120720:0210,0.0,19.37,1.49
20120720:0310,0.0,18.78,1.27
20120720:0410,0.0,18.82,1.14
20120720:0510,39.59,18.86,1.01
20120720:0610,120.19,18.9,0.88
20120720:0710,254.63,20.63,0.92
20120720:0810,567.91,22.35,0.97
20120720:0910,823.2,24.07,1.01
20120720:1010,862.3,25.04,1.26
20120720:1110,793.18,26.02,1.51
20120720:1210,669.04,27.0,1.77
20120720:1310,710.53,27.19,2.01
20120720:1410,306.85,27.38,2.25
20120720:1510,329.43,27.58,2.5
20120720:1610,142.35,26.41,2.35
20120720:1710,55.1,25.24,2.2
20120720:1810,49.92,24.07,2.06
20120720:1910,0.0,22.88,1.87
20120720:2010,0.0,21.7,1.69
20120720:2110,0.0,20.51,1.5
20120720:2210,0.0,19.86,1.59
20120720:2310,0.0,19.22,1.67
20120721:0010,0.0,18.57,1.75
20120721:0110,0.0,17.84,1.81
20120721:0210,0.0,17.11,1.87
20120721:0310,0.0,16.39,1.93
20120721:0410,0.0,16.19,2.02
20120721:0510,24.1,15.99,2.11
20120721:0610,103.76,15.79,2.19
20120721:0710,333.11,16.8,2.51
20120721:0810,549.11,17.81,2.84
20120721:0910,616.58,18.82,3.16
20120721:1010,575.18,19.86,3.34
20120721:1110,727.9,20.91,3.52
20120721:1210,523.29,21.96,3.7
20120721:1310,496.41,22.11,3.96
20120721:1410,577.72,22.27,4.23
20120721:1510,570.05,22.43,4.5
20120721:1610,332.39,21.67,4.32
20120721:1710,157.6,20.92,4.14
20120721:1810,57.66,20.17,3.96
20120721:1910,0.0,19.29,3.31
20120721:2010,0.0,18.41,2.66
20120721:2110,0.0,17.53,2.01
20120721:2210,0.0,17.29,2.09
20120721:2310,0.0,17.04,2.16
20120722:0010,0.0,16.8,2.23
20120722:0110,0.0,16.51,2.28
20120722:0210,0.0,16.22,2.32
20120722:0310,0.0,15.94,2.36
20120722:0410,0.0,15.83,2.35
20120722:0510,43.89,15.73,2.34
20120722:0610,194.3,15.63,2.33
20120722:0710,415.58,16.78,2.79
20120722:0810,537.83,17.92,3.25
20120722:0910,570.71,19.06,3.71
20120722:1010,705.49,20.42,3.83
20120722:1110,812.3,21.78,3.96
20120722:1210,699.55,23.15,4.08
20120722:1310,868.25,23.5,4.2
20120722:1410,684.89,23.85,4.31
20120722:1510,595.83,24.2,4.43
20120722:1610,372.12,23.61,3.87
20120722:1710,161.31,23.03,3.31
20120722:1810,47.33,22.45,2.76
20120722:1910,0.0,21.49,2.55
20120722:2010,0.0,20.54,2.34
20120722:2110,0.0,19.58,2.12
20120722:2210,0.0,18.96,1.88
20120722:2310,0.0,18.35,1.64
20120723:0010,0.0,17.73,1.39
20120723:0110,0.0,16.86,1.06
20120723:0210,0.0,15.99,0.73
20120723:0310,0.0,15.13,0.4
20120723:0410,0.0,15.24,0.5
20120723:0510,39.59,15.36,0.59
20120723:0610,194.04,15.48,0.69
20120723:0710,420.79,17.45,0.99
20120723:0810,646.24,19.42,1.29
20120723:0910,827.25,21.39,1.59
20120723:1010,966.75,22.78,2.06
20120723:1110,1032.93,24.18,2.52
20120723:1210,1015.69,25.58,2.99
20120723:1310,941.35,26.25,2.98
20120723:1410,799.59,26.92,2.97
20120723:1510,601.46,27.59,2.95
20120723:1610,376.86,27.2,2.44
20120723:1710,153.75,26.81,1.93
20120723:1810,47.33,26.43,1.42
20120723:1910,0.0,25.16,1.33
20120723:2010,0.0,23.89,1.25
20120723:2110,0.0,22.61,1.16
20120723:2210,0.0,21.78,0.8
20120723:2310,0.0,20.95,0.45
20120724:0010,0.0,20.12,0.1
20120724:0110,0.0,19.13,0.33
20120724:0210,0.0,18.15,0.57
20120724:0310,0.0,17.17,0.8
20120724:0410,0.0,17.41,0.93
20120724:0510,43.89,17.66,1.06
20120724:0610,190.54,17.91,1.19
20120724:0710,416.39,20.44,1.19
20120724:0810,643.11,22.97,1.2
20120724:0910,831.73,25.5,1.2
20120724:1010,966.87,26.72,1.24
20120724:1110,1034.19,27.95,1.27
20120724:1210,1021.51,29.18,1.31
20120724:1310,936.0,29.54,1.39
20120724:1410,733.44,29.9,1.48
20120724:1510,561.01,30.26,1.56
20120724:1610,375.75,29.7,1.3
20120724:1710,155.91,29.14,1.04
20120724:1810,51.64,28.58,0.79
20120724:1910,0.0,27.62,0.8
20120724:2010,0.0,26.66,0.8
20120724:2110,0.0,25.7,0.81
20120724:2210,0.0,24.71,0.82
20120724:2310,0.0,23.71,0.83
20120725:0010,0.0,22.72,0.84
20120725:0110,0.0,21.76,0.84
20120725:0210,0.0,20.8,0.84
20120725:0310,0.0,19.85,0.84
20120725:0410,0.0,20.05,0.67
20120725:0510,44.75,20.25,0.5
20120725:0610,188.01,20.45,0.33
20120725:0710,409.34,22.76,0.76
20120725:0810,635.81,25.06,1.19
20120725:0910,827.32,27.37,1.61
20120725:1010,962.36,28.3,1.82
20120725:1110,1034.43,29.23,2.02
20120725:1210,1021.72,30.16,2.22
20120725:1310,941.6,30.58,2.24
20120725:1410,796.79,31.01,2.27
20120725:1510,595.37,31.44,2.29
20120725:1610,374.6,30.85,1.83
20120725:1710,154.37,30.27,1.38
20120725:1810,48.19,29.69,0.92
20120725:1910,0.0,28.4,0.9
20120725:2010,0.0,27.12,0.88
20120725:2110,0.0,25.83,0.86
20120725:2210,0.0,25.73,0.72
20120725:2310,0.0,25.64,0.58
20120726:0010,0.0,25.54,0.44
20120726:0110,0.0,24.22,0.64
20120726:0210,0.0,22.9,0.85
20120726:0310,0.0,21.59,1.05
20120726:0410,0.0,21.49,0.93
20120726:0510,41.31,21.4,0.81
20120726:0610,189.74,21.31,0.69
20120726:0710,416.55,23.91,0.78
20120726:0810,642.02,26.5,0.86
20120726:0910,831.99,29.09,0.95
20120726:1010,962.6,30.27,1.05
20120726:1110,1040.51,31.45,1.14
20120726:1210,1017.29,32.63,1.24
20120726:1310,937.38,32.89,1.12
20120726:1410,796.9,33.15,0.99
20120726:1510,597.77,33.42,0.87
20120726:1610,373.48,32.57,0.91
20120726:1710,154.22,31.73,0.96
20120726:1810,48.19,30.89,1.01
20120726:1910,0.0,29.44,1.2
20120726:2010,0.0,27.99,1.38
20120726:2110,0.0,26.54,1.57
20120726:2210,0.0,25.49,1.45
20120726:2310,0.0,24.43,1.33
20120727:0010,0.0,23.38,1.21
20120727:0110,0.0,22.71,1.38
20120727:0210,0.0,22.04,1.55
20120727:0310,0.0,21.37,1.72
20120727:0410,0.0,21.59,1.63
20120727:0510,17.21,21.81,1.53
20120727:0610,151.81,22.03,1.43
20120727:0710,320.25,24.51,1.51
20120727:0810,625.11,26.98,1.58
20120727:0910,819.53,29.45,1.66
20120727:1010,941.37,30.58,2.15
20120727:1110,824.34,31.71,2.65
20120727:1210,542.3,32.84,3.14
20120727:1310,649.01,32.72,3.18
20120727:1410,776.53,32.61,3.21
20120727:1510,575.21,32.5,3.24
20120727:1610,246.42,31.66,2.73
20120727:1710,120.68,30.82,2.21
20120727:1810,30.98,29.99,1.7
20120727:1910,0.0,28.47,1.5
20120727:2010,0.0,26.95,1.31
20120727:2110,0.0,25.43,1.12
20120727:2210,0.0,24.81,1.21
20120727:2310,0.0,24.18,1.31
20120728:0010,0.0,23.56,1.41
20120728:0110,0.0,23.17,1.25
20120728:0210,0.0,22.79,1.09
20120728:0310,0.0,22.41,0.92
20120728:0410,0.0,22.25,0.78
20120728:0510,43.03,22.1,0.63
20120728:0610,176.68,21.94,0.48
20120728:0710,268.78,23.65,0.8
20120728:0810,292.72,25.35,1.11
20120728:0910,727.38,27.05,1.42
20120728:1010,135.0,27.53,1.37
20120728:1110,84.49,28.02,1.31
20120728:1210,362.65,28.51,1.26
20120728:1310,784.11,28.05,1.2
20120728:1410,697.21,27.59,1.14
20120728:1510,165.31,27.13,1.08
20120728:1610,112.96,26.52,1.13
20120728:1710,148.49,25.91,1.19
20120728:1810,50.78,25.3,1.24
20120728:1910,0.0,24.27,1.26
20120728:2010,0.0,23.25,1.29
20120728:2110,0.0,22.22,1.31
20120728:2210,0.0,21.94,1.42
20120728:2310,0.0,21.65,1.52
20120729:0010,0.0,21.37,1.63
20120729:0110,0.0,20.87,1.38
20120729:0210,0.0,20.37,1.14
20120729:0310,0.0,19.87,0.9
20120729:0410,0.0,19.68,1.06
20120729:0510,42.17,19.5,1.22
20120729:0610,172.75,19.32,1.38
20120729:0710,410.82,20.21,1.46
20120729:0810,617.46,21.09,1.54
20120729:0910,711.48,21.97,1.63
20120729:1010,941.84,23.02,1.71
20120729:1110,1031.11,24.07,1.79
20120729:1210,947.32,25.13,1.88
20120729:1310,928.02,25.23,1.91
20120729:1410,796.45,25.33,1.94
20120729:1510,599.41,25.43,1.97
20120729:1610,377.6,24.98,1.64
20120729:1710,150.55,24.53,1.31
20120729:1810,40.45,24.09,0.98
20120729:1910,0.0,22.94,1.25
20120729:2010,0.0,21.79,1.52
20120729:2110,0.0,20.63,1.79
20120729:2210,0.0,20.08,1.91
20120729:2310,0.0,19.53,2.02
20120730:0010,0.0,18.98,2.14
20120730:0110,0.0,18.62,1.9
20120730:0210,0.0,18.26,1.67
20120730:0310,0.0,17.91,1.43
20120730:0410,0.0,17.9,1.26
20120730:0510,36.15,17.89,1.08
20120730:0610,186.87,17.88,0.9
20120730:0710,415.89,19.45,1.2
20120730:0810,644.77,21.02,1.5
20120730:0910,836.7,22.59,1.81
20120730:1010,964.05,23.81,1.83
20120730:1110,1036.42,25.03,1.84
20120730:1210,1018.75,26.26,1.86
20120730:1310,943.12,26.96,1.6
20120730:1410,792.6,27.67,1.35
20120730:1510,602.06,28.38,1.09
20120730:1610,373.87,27.8,1.04
20120730:1710,148.93,27.23,0.99
20120730:1810,37.87,26.66,0.94
20120730:1910,0.0,25.09,0.83
20120730:2010,0.0,23.53,0.73
20120730:2110,0.0,21.96,0.62
20120730:2210,0.0,21.48,0.51
20120730:2310,0.0,20.99,0.41
20120731:0010,0.0,20.51,0.3
20120731:0110,0.0,19.77,0.48
20120731:0210,0.0,19.03,0.66
20120731:0310,0.0,18.3,0.84
20120731:0410,0.0,18.41,0.75
20120731:0510,32.7,18.52,0.66
20120731:0610,187.14,18.63,0.57
20120731:0710,407.96,20.54,0.96
20120731:0810,638.58,22.45,1.36
20120731:0910,837.18,24.36,1.75
20120731:1010,969.39,25.65,1.78
20120731:1110,1037.0,26.94,1.82
20120731:1210,1024.03,28.24,1.85
20120731:1310,943.57,28.84,1.85
20120731:1410,804.27,29.44,1.85
20120731:1510,604.83,30.05,1.85
20120731:1610,374.73,29.36,1.54
20120731:1710,147.74,28.67,1.24
20120731:1810,38.73,27.99,0.94
20120731:1910,0.0,26.33,0.88
20120731:2010,0.0,24.67,0.83
20120731:2110,0.0,23.01,0.77
20120731:2210,0.0,22.24,0.91
20120731:2310,0.0,21.48,1.04
20120801:0010,0.0,20.71,1.17
20120801:0110,0.0,19.97,1.37
20120801:0210,0.0,19.23,1.57
20120801:0310,0.0,18.48,1.77
20120801:0410,0.0,18.84,1.55
20120801:0510,31.84,19.2,1.33
20120801:0610,186.07,19.55,1.12
20120801:0710,416.79,22.62,1.26
20120801:0810,640.05,25.69,1.39
20120801:0910,313.95,28.75,1.53
20120801:1010,619.6,29.8,2.02
20120801:1110,1047.29,30.84,2.51
20120801:1210,1034.15,31.88,2.99
20120801:1310,947.53,31.88,3.16
20120801:1410,811.87,31.88,3.33
20120801:1510,608.24,31.88,3.5
20120801:1610,369.92,30.88,2.8
20120801:1710,145.35,29.87,2.1
20120801:1810,45.61,28.87,1.39
20120801:1910,0.0,27.45,1.35
20120801:2010,0.0,26.04,1.3
20120801:2110,0.0,24.63,1.26
20120801:2210,0.0,24.26,1.43
20120801:2310,0.0,23.89,1.6
20120802:0010,0.0,23.53,1.78
20120802:0110,0.0,22.85,1.54
20120802:0210,0.0,22.17,1.29
20120802:0310,0.0,21.49,1.05
20120802:0410,0.0,21.35,0.9
20120802:0510,37.87,21.21,0.75
20120802:0610,104.12,21.06,0.61
20120802:0710,391.97,22.8,0.62
20120802:0810,633.78,24.53,0.63
20120802:0910,832.5,26.26,0.65
20120802:1010,968.41,27.52,0.97
20120802:1110,1042.06,28.78,1.3
20120802:1210,1028.93,30.03,1.63
20120802:1310,948.11,30.24,1.72
20120802:1410,799.93,30.46,1.82
20120802:1510,591.7,30.67,1.92
20120802:1610,365.91,29.76,1.7
20120802:1710,144.19,28.84,1.48
20120802:1810,36.15,27.93,1.26
20120802:1910,0.0,26.67,1.44
20120802:2010,0.0,25.41,1.62
20120802:2110,0.0,24.16,1.81
20120802:2210,0.0,23.62,1.94
20120802:2310,0.0,23.08,2.07
20120803:0010,0.0,22.54,2.21
20120803:0110,0.0,21.7,1.96
20120803:0210,0.0,20.86,1.72
20120803:0310,0.0,20.02,1.48
20120803:0410,0.0,19.9,1.36
20120803:0510,36.15,19.77,1.25
20120803:0610,105.75,19.64,1.13
20120803:0710,358.09,20.89,1.3
20120803:0810,633.1,22.14,1.47
20120803:0910,804.0,23.39,1.64
20120803:1010,964.16,24.72,1.74
20120803:1110,1036.81,26.05,1.83
20120803:1210,1035.58,27.37,1.93
20120803:1310,952.21,27.91,1.94
20120803:1410,803.56,28.46,1.94
20120803:1510,598.93,29.0,1.94
20120803:1610,371.09,28.25,1.77
20120803:1710,144.83,27.5,1.6
20120803:1810,37.01,26.76,1.43
20120803:1910,0.0,25.44,1.42
20120803:2010,0.0,24.12,1.4
20120803:2110,0.0,22.8,1.38
20120803:2210,0.0,22.27,1.3
20120803:2310,0.0,21.74,1.22
20120804:0010,0.0,21.21,1.14
20120804:0110,0.0,20.47,1.05
20120804:0210,0.0,19.73,0.95
20120804:0310,0.0,18.99,0.86
20120804:0410,0.0,19.15,0.74
20120804:0510,30.12,19.31,0.63
20120804:0610,182.41,19.47,0.52
20120804:0710,385.82,21.58,0.54
20120804:0810,636.92,23.69,0.55
20120804:0910,824.13,25.8,0.57
20120804:1010,854.6,27.13,0.74
20120804:1110,828.26,28.46,0.92
20120804:1210,1018.36,29.79,1.1
20120804:1310,889.76,30.18,1.03
20120804:1410,794.54,30.56,0.95
20120804:1510,414.79,30.95,0.87
20120804:1610,283.15,30.08,0.86
20120804:1710,146.3,29.21,0.84
20120804:1810,36.15,28.35,0.83
20120804:1910,0.0,26.73,0.83
20120804:2010,0.0,25.11,0.84
20120804:2110,0.0,23.5,0.84
20120804:2210,0.0,23.14,1.02
20120804:2310,0.0,22.78,1.19
20120805:0010,0.0,22.43,1.37
20120805:0110,0.0,21.79,1.26
20120805:0210,0.0,21.16,1.15
20120805:0310,0.0,20.52,1.05
20120805:0410,0.0,20.55,0.97
20120805:0510,5.16,20.58,0.88
20120805:0610,27.55,20.61,0.8
20120805:0710,113.88,22.37,1.05
20120805:0810,629.46,24.13,1.3
20120805:0910,703.21,25.89,1.54
20120805:1010,323.36,26.64,1.82
20120805:1110,104.69,27.39,2.09
20120805:1210,915.37,28.14,2.36
20120805:1310,906.22,28.64,2.42
20120805:1410,760.81,29.13,2.48
20120805:1510,50.51,29.63,2.54
20120805:1610,370.48,28.65,2.0
20120805:1710,22.04,27.67,1.47
20120805:1810,31.84,26.7,0.94
20120805:1910,0.0,25.61,0.8
20120805:2010,0.0,24.53,0.67
20120805:2110,0.0,23.45,0.54
20120805:2210,0.0,23.05,0.55
20120805:2310,0.0,22.65,0.56
20120806:0010,0.0,22.26,0.57
20120806:0110,0.0,21.53,0.57
20120806:0210,0.0,20.81,0.57
20120806:0310,0.0,20.08,0.57
20120806:0410,0.0,19.96,0.63
20120806:0510,32.7,19.84,0.69
20120806:0610,163.35,19.71,0.76
20120806:0710,33.98,20.39,0.93
20120806:0810,76.22,21.06,1.1
20120806:0910,60.61,21.73,1.27
20120806:1010,78.06,21.98,1.25
20120806:1110,74.39,22.22,1.22
20120806:1210,102.86,22.46,1.2
20120806:1310,252.83,22.61,1.21
20120806:1410,116.63,22.77,1.23
20120806:1510,204.21,22.92,1.24
20120806:1610,327.26,22.34,1.12
20120806:1710,142.0,21.75,0.99
20120806:1810,31.84,21.17,0.87
20120806:1910,0.0,20.26,0.67
20120806:2010,0.0,19.35,0.46
20120806:2110,0.0,18.44,0.26
20120806:2210,0.0,18.37,0.29
20120806:2310,0.0,18.31,0.32
20120807:0010,0.0,18.25,0.34
20120807:0110,0.0,17.9,0.33
20120807:0210,0.0,17.55,0.32
20120807:0310,0.0,17.19,0.3
20120807:0410,0.0,17.1,0.35
20120807:0510,30.98,17.0,0.4
20120807:0610,152.23,16.9,0.44
20120807:0710,363.7,18.31,0.99
20120807:0810,618.71,19.72,1.54
20120807:0910,824.0,21.13,2.08
20120807:1010,976.36,22.48,2.17
20120807:1110,1039.11,23.83,2.26
20120807:1210,1030.73,25.17,2.34
20120807:1310,953.07,25.66,2.4
20120807:1410,798.44,26.14,2.46
20120807:1510,601.82,26.63,2.52
20120807:1610,366.93,25.8,2.07
20120807:1710,141.42,24.96,1.61
20120807:1810,36.15,24.13,1.16
20120807:1910,0.0,22.88,1.35
20120807:2010,0.0,21.63,1.54
20120807:2110,0.0,20.39,1.72
20120807:2210,0.0,19.87,1.72
20120807:2310,0.0,19.36,1.72
20120808:0010,0.0,18.85,1.72
20120808:0110,0.0,17.95,1.32
20120808:0210,0.0,17.05,0.92
20120808:0310,0.0,16.14,0.52
20120808:0410,0.0,16.29,0.57
20120808:0510,26.68,16.43,0.61
20120808:0610,180.33,16.57,0.65
20120808:0710,417.68,18.78,0.96
20120808:0810,646.46,20.99,1.27
20120808:0910,838.5,23.19,1.59
20120808:1010,976.21,24.76,1.78
20120808:1110,1045.18,26.33,1.97
20120808:1210,1036.62,27.89,2.17
20120808:1310,952.83,28.19,2.15
20120808:1410,805.67,28.49,2.13
20120808:1510,598.51,28.79,2.11
20120808:1610,363.92,27.88,1.74
20120808:1710,138.98,26.97,1.37
20120808:1810,31.84,26.06,0.99
20120808:1910,0.0,24.7,1.2
20120808:2010,0.0,23.34,1.4
20120808:2110,0.0,21.98,1.6
20120808:2210,0.0,21.4,1.31
20120808:2310,0.0,20.82,1.02
20120809:0010,0.0,20.25,0.73
20120809:0110,0.0,19.38,0.57
20120809:0210,0.0,18.51,0.42
20120809:0310,0.0,17.63,0.26
20120809:0410,0.0,17.72,0.25
20120809:0510,25.82,17.8,0.24
20120809:0610,179.07,17.88,0.23
20120809:0710,413.26,20.05,0.74
20120809:0810,640.23,22.22,1.25
20120809:0910,819.48,24.38,1.75
20120809:1010,960.69,25.82,2.0
20120809:1110,1039.99,27.26,2.24
20120809:1210,1025.34,28.69,2.48
20120809:1310,952.63,28.96,2.6
20120809:1410,805.36,29.23,2.72
20120809:1510,594.1,29.5,2.84
20120809:1610,307.43,28.5,2.33
20120809:1710,137.03,27.49,1.82
20120809:1810,33.56,26.49,1.31
20120809:1910,0.0,25.27,1.53
20120809:2010,0.0,24.05,1.74
20120809:2110,0.0,22.84,1.96
20120809:2210,0.0,22.32,1.83
20120809:2310,0.0,21.81,1.69
20120810:0010,0.0,21.3,1.56
20120810:0110,0.0,20.52,1.18
20120810:0210,0.0,19.74,0.8
20120810:0310,0.0,18.95,0.43
20120810:0410,0.0,18.92,0.36
20120810:0510,25.82,18.88,0.29
20120810:0610,179.08,18.84,0.22
20120810:0710,414.74,20.68,0.81
20120810:0810,647.02,22.52,1.4
20120810:0910,843.18,24.35,1.99
20120810:1010,977.22,25.65,2.21
20120810:1110,1045.1,26.94,2.44
20120810:1210,1037.61,28.23,2.66
20120810:1310,952.48,28.57,2.81
20120810:1410,800.68,28.91,2.96
20120810:1510,590.68,29.25,3.1
20120810:1610,361.44,28.27,2.55
20120810:1710,134.85,27.29,2.0
20120810:1810,30.98,26.31,1.45
20120810:1910,0.0,25.08,1.58
20120810:2010,0.0,23.85,1.71
20120810:2110,0.0,22.63,1.83
20120810:2210,0.0,22.01,1.69
20120810:2310,0.0,21.39,1.54
20120811:0010,0.0,20.77,1.39
20120811:0110,0.0,19.93,1.03
20120811:0210,0.0,19.09,0.66
20120811:0310,0.0,18.25,0.29
20120811:0410,0.0,18.2,0.35
20120811:0510,24.96,18.14,0.41
20120811:0610,177.07,18.08,0.47
20120811:0710,410.19,20.28,0.77
20120811:0810,646.8,22.48,1.07
20120811:0910,839.24,24.67,1.37
20120811:1010,972.09,26.18,1.48
20120811:1110,1039.93,27.68,1.59
20120811:1210,1031.38,29.18,1.7
20120811:1310,947.53,29.8,1.59
20120811:1410,799.33,30.43,1.48
20120811:1510,589.1,31.05,1.37
20120811:1610,359.68,30.07,1.26
20120811:1710,133.88,29.09,1.15
20120811:1810,30.12,28.11,1.05
20120811:1910,0.0,27.14,1.01
20120811:2010,0.0,26.17,0.97
20120811:2110,0.0,25.21,0.94
20120811:2210,0.0,24.37,0.91
20120811:2310,0.0,23.53,0.88
20120812:0010,0.0,22.69,0.86
20120812:0110,0.0,21.85,0.9
20120812:0210,0.0,21.01,0.95
20120812:0310,0.0,20.17,0.99
20120812:0410,0.0,20.05,0.76
20120812:0510,25.82,19.92,0.53
20120812:0610,131.34,19.79,0.3
20120812:0710,366.2,21.6,0.73
20120812:0810,599.09,23.41,1.16
20120812:0910,543.51,25.21,1.59
20120812:1010,878.67,26.0,1.66
20120812:1110,992.01,26.79,1.72
20120812:1210,1019.87,27.58,1.79
