time,irradiance,temp,wind
20120307:1010,946.69,8.96,1.62
20120307:1110,948.39,10.46,1.73
20120307:1210,940.78,11.96,1.83
20120307:1310,918.71,12.44,1.52
20120307:1410,764.74,12.93,1.21
20120307:1510,535.82,13.41,0.9
20120307:1610,211.48,12.11,1.03
20120307:1710,12.91,10.82,1.16
20120307:1810,0.0,9.52,1.3
20120307:1910,0.0,9.21,0.95
20120307:2010,0.0,8.89,0.6
20120307:2110,0.0,8.58,0.25
20120307:2210,0.0,8.28,0.53
20120307:2310,0.0,7.99,0.81
20120308:0010,0.0,7.69,1.09
20120308:0110,0.0,7.31,1.26
20120308:0210,0.0,6.93,1.43
20120308:0310,0.0,6.54,1.6
20120308:0410,0.0,6.19,1.97
20120308:0510,0.0,5.83,2.34
20120308:0610,0.0,5.48,2.72
20120308:0710,19.29,5.91,3.06
20120308:0810,134.98,6.34,3.4
20120308:0910,101.94,6.78,3.74
20120308:1010,60.61,7.42,4.11
20120308:1110,63.37,8.07,4.48
20120308:1210,93.67,8.72,4.86
20120308:1310,239.99,9.06,4.7
20120308:1410,57.86,9.4,4.54
20120308:1510,38.57,9.74,4.39
20120308:1610,50.51,8.83,3.7
20120308:1710,7.75,7.93,3.01
20120308:1810,0.0,7.02,2.32
20120308:1910,0.0,6.61,2.28
20120308:2010,0.0,6.21,2.23
20120308:2110,0.0,5.8,2.19
20120308:2210,0.0,5.58,2.3
20120308:2310,0.0,5.36,2.4
20120309:0010,0.0,5.13,2.51
20120309:0110,0.0,4.74,2.46
20120309:0210,0.0,4.34,2.41
20120309:0310,0.0,3.94,2.36
20120309:0410,0.0,3.75,2.33
20120309:0510,0.0,3.56,2.29
20120309:0610,0.0,3.37,2.26
20120309:0710,193.12,4.46,2.2
20120309:0810,495.1,5.55,2.14
20120309:0910,637.55,6.64,2.08
20120309:1010,837.51,8.0,2.47
20120309:1110,939.5,9.36,2.86
20120309:1210,954.74,10.73,3.26
20120309:1310,931.27,11.47,3.15
20120309:1410,775.91,12.22,3.05
20120309:1510,557.58,12.96,2.95
20120309:1610,290.78,11.81,2.78
20120309:1710,17.21,10.66,2.6
20120309:1810,0.0,9.51,2.43
20120309:1910,0.0,8.47,1.97
20120309:2010,0.0,7.43,1.51
20120309:2110,0.0,6.39,1.05
20120309:2210,0.0,5.9,0.93
20120309:2310,0.0,5.42,0.81
20120310:0010,0.0,4.93,0.69
20120310:0110,0.0,4.37,0.85
20120310:0210,0.0,3.8,1.0
20120310:0310,0.0,3.23,1.16
20120310:0410,0.0,2.98,1.27
20120310:0510,0.0,2.73,1.39
20120310:0610,0.0,2.48,1.5
20120310:0710,276.91,4.57,1.62
20120310:0810,546.9,6.66,1.73
20120310:0910,762.6,8.76,1.85
20120310:1010,841.14,10.28,2.22
20120310:1110,989.41,11.81,2.59
20120310:1210,1011.26,13.34,2.97
20120310:1310,946.69,13.79,3.01
20120310:1410,760.99,14.25,3.06
20120310:1510,547.04,14.7,3.1
20120310:1610,292.32,13.4,2.97
20120310:1710,18.93,12.11,2.85
20120310:1810,0.0,10.81,2.72
20120310:1910,0.0,9.93,2.45
20120310:2010,0.0,9.04,2.18
20120310:2110,0.0,8.16,1.92
20120310:2210,0.0,7.63,1.93
20120310:2310,0.0,7.1,1.94
20120311:0010,0.0,6.56,1.94
20120311:0110,0.0,6.31,1.98
20120311:0210,0.0,6.06,2.02
20120311:0310,0.0,5.8,2.06
20120311:0410,0.0,5.57,2.12
20120311:0510,0.0,5.33,2.19
20120311:0610,0.0,5.09,2.26
20120311:0710,267.91,6.81,2.37
20120311:0810,556.0,8.53,2.48
20120311:0910,779.2,10.26,2.59
20120311:1010,925.68,11.79,2.91
20120311:1110,1007.41,13.32,3.22
20120311:1210,983.29,14.86,3.53
20120311:1310,915.34,15.29,3.56
20120311:1410,739.86,15.72,3.6
20120311:1510,540.81,16.15,3.63
20120311:1610,275.87,14.87,3.27
20120311:1710,19.79,13.6,2.92
20120311:1810,0.0,12.32,2.57
20120311:1910,0.0,11.41,2.51
20120311:2010,0.0,10.51,2.45
20120311:2110,0.0,9.6,2.39
20120311:2210,0.0,8.94,2.34
20120311:2310,0.0,8.28,2.3
20120312:0010,0.0,7.62,2.26
20120312:0110,0.0,7.17,2.15
20120312:0210,0.0,6.72,2.04
20120312:0310,0.0,6.26,1.93
20120312:0410,0.0,5.84,1.89
20120312:0510,0.0,5.41,1.85
20120312:0610,0.0,4.99,1.81
20120312:0710,140.99,7.18,1.81
20120312:0810,247.2,9.38,1.82
20120312:0910,535.22,11.58,1.82
20120312:1010,665.04,13.47,2.12
20120312:1110,875.96,15.36,2.43
20120312:1210,1016.92,17.26,2.73
20120312:1310,944.75,17.96,2.74
20120312:1410,687.65,18.67,2.75
20120312:1510,563.71,19.37,2.76
20120312:1610,286.05,17.83,2.56
20120312:1710,19.79,16.29,2.36
20120312:1810,0.0,14.75,2.17
20120312:1910,0.0,13.56,2.04
20120312:2010,0.0,12.36,1.92
20120312:2110,0.0,11.17,1.79
20120312:2210,0.0,10.42,1.73
20120312:2310,0.0,9.68,1.67
20120313:0010,0.0,8.93,1.61
20120313:0110,0.0,8.51,1.25
20120313:0210,0.0,8.09,0.88
20120313:0310,0.0,7.66,0.51
20120313:0410,0.0,7.07,0.4
20120313:0510,0.0,6.48,0.28
20120313:0610,0.0,5.89,0.17
20120313:0710,302.19,8.56,0.46
20120313:0810,569.83,11.23,0.74
20120313:0910,787.54,13.9,1.03
20120313:1010,939.69,15.99,1.24
20120313:1110,1014.78,18.08,1.44
20120313:1210,989.55,20.17,1.64
20120313:1310,934.0,20.57,1.77
20120313:1410,778.39,20.97,1.89
20120313:1510,569.74,21.37,2.01
20120313:1610,304.05,19.37,2.07
20120313:1710,21.52,17.36,2.13
20120313:1810,0.0,15.36,2.19
20120313:1910,0.0,14.65,1.93
20120313:2010,0.0,13.94,1.67
20120313:2110,0.0,13.23,1.41
20120313:2210,0.0,11.98,1.11
20120313:2310,0.0,10.74,0.81
20120314:0010,0.0,9.49,0.51
20120314:0110,0.0,8.67,0.52
20120314:0210,0.0,7.85,0.53
20120314:0310,0.0,7.03,0.54
20120314:0410,0.0,6.39,0.54
20120314:0510,0.0,5.75,0.55
20120314:0610,11.19,5.11,0.55
20120314:0710,302.1,8.25,0.51
20120314:0810,578.2,11.39,0.48
20120314:0910,803.37,14.54,0.44
20120314:1010,950.68,16.48,0.67
20120314:1110,1031.97,18.42,0.9
20120314:1210,1015.0,20.37,1.13
20120314:1310,956.37,20.85,1.24
20120314:1410,791.47,21.32,1.34
20120314:1510,567.69,21.8,1.45
20120314:1610,308.66,20.29,1.37
20120314:1710,22.38,18.77,1.3
20120314:1810,0.0,17.26,1.23
20120314:1910,0.0,16.83,0.91
20120314:2010,0.0,16.39,0.6
20120314:2110,0.0,15.96,0.29
20120314:2210,0.0,14.51,0.48
20120314:2310,0.0,13.06,0.67
20120315:0010,0.0,11.61,0.86
20120315:0110,0.0,10.21,0.9
20120315:0210,0.0,8.81,0.94
20120315:0310,0.0,7.41,0.98
20120315:0410,0.0,6.72,1.04
20120315:0510,0.0,6.03,1.11
20120315:0610,12.91,5.34,1.17
20120315:0710,323.39,8.99,0.9
20120315:0810,586.67,12.64,0.63
20120315:0910,800.19,16.29,0.36
20120315:1010,960.04,18.15,0.47
20120315:1110,1056.37,20.02,0.59
20120315:1210,1031.7,21.89,0.7
20120315:1310,957.69,22.15,0.81
20120315:1410,804.0,22.42,0.92
20120315:1510,573.25,22.68,1.03
20120315:1610,315.46,20.98,1.03
20120315:1710,23.24,19.29,1.03
20120315:1810,0.0,17.59,1.02
20120315:1910,0.0,15.99,0.99
20120315:2010,0.0,14.4,0.97
20120315:2110,0.0,12.8,0.94
20120315:2210,0.0,11.93,1.26
20120315:2310,0.0,11.06,1.57
20120316:0010,0.0,10.19,1.89
20120316:0110,0.0,9.64,1.92
20120316:0210,0.0,9.09,1.94
20120316:0310,0.0,8.53,1.97
20120316:0410,0.0,8.19,1.95
20120316:0510,0.0,7.84,1.93
20120316:0610,14.63,7.5,1.9
20120316:0710,320.05,10.27,1.74
20120316:0810,591.76,13.05,1.58
20120316:0910,811.08,15.83,1.42
20120316:1010,956.49,17.38,1.93
20120316:1110,1029.89,18.93,2.44
20120316:1210,1019.31,20.48,2.95
20120316:1310,953.23,20.54,3.0
20120316:1410,790.09,20.59,3.05
20120316:1510,577.6,20.65,3.1
20120316:1610,312.36,18.95,3.21
20120316:1710,23.24,17.24,3.32
20120316:1810,0.0,15.54,3.43
20120316:1910,0.0,14.41,3.27
20120316:2010,0.0,13.28,3.1
20120316:2110,0.0,12.15,2.94
20120316:2210,0.0,11.72,3.08
20120316:2310,0.0,11.3,3.22
20120317:0010,0.0,10.87,3.37
20120317:0110,0.0,10.37,3.2
20120317:0210,0.0,9.87,3.03
20120317:0310,0.0,9.36,2.87
20120317:0410,0.0,9.07,2.68
20120317:0510,0.0,8.78,2.49
20120317:0610,6.02,8.49,2.3
20120317:0710,349.86,10.37,2.01
20120317:0810,99.18,12.26,1.71
20120317:0910,669.92,14.15,1.42
20120317:1010,917.04,15.36,2.23
20120317:1110,1047.84,16.57,3.03
20120317:1210,1006.64,17.79,3.83
20120317:1310,948.62,17.54,3.72
20120317:1410,797.22,17.29,3.6
20120317:1510,571.78,17.04,3.49
20120317:1610,317.62,16.15,3.11
20120317:1710,25.82,15.27,2.73
20120317:1810,0.0,14.38,2.34
20120317:1910,0.0,13.57,2.4
20120317:2010,0.0,12.75,2.46
20120317:2110,0.0,11.94,2.51
20120317:2210,0.0,11.68,2.71
20120317:2310,0.0,11.42,2.91
20120318:0010,0.0,11.15,3.12
20120318:0110,0.0,11.08,3.06
20120318:0210,0.0,11.0,3.01
20120318:0310,0.0,10.92,2.95
20120318:0410,0.0,10.71,2.76
20120318:0510,0.0,10.49,2.57
20120318:0610,12.91,10.28,2.39
20120318:0710,98.72,10.58,2.56
20120318:0810,248.5,10.88,2.73
20120318:0910,98.26,11.19,2.9
20120318:1010,55.1,11.48,2.55
20120318:1110,72.55,11.77,2.21
20120318:1210,60.61,12.06,1.86
20120318:1310,56.02,11.76,1.76
20120318:1410,46.84,11.46,1.65
20120318:1510,34.9,11.16,1.54
20120318:1610,34.9,10.54,1.13
20120318:1710,6.02,9.93,0.72
20120318:1810,0.0,9.31,0.3
20120318:1910,0.0,8.5,0.33
20120318:2010,0.0,7.69,0.35
20120318:2110,0.0,6.88,0.37
20120318:2210,0.0,6.48,0.57
20120318:2310,0.0,6.09,0.78
20120319:0010,0.0,5.69,0.98
20120319:0110,0.0,5.72,0.96
20120319:0210,0.0,5.75,0.94
20120319:0310,0.0,5.77,0.92
20120319:0410,0.0,5.39,1.0
20120319:0510,0.0,5.0,1.07
20120319:0610,16.35,4.61,1.14
20120319:0710,190.92,5.75,1.45
20120319:0810,386.32,6.89,1.76
20120319:0910,353.73,8.03,2.07
20120319:1010,691.06,8.6,2.18
20120319:1110,544.85,9.17,2.29
20120319:1210,686.7,9.74,2.4
20120319:1310,686.86,10.07,2.46
20120319:1410,181.55,10.41,2.53
20120319:1510,500.09,10.74,2.59
20120319:1610,249.57,10.08,2.32
20120319:1710,28.4,9.42,2.05
20120319:1810,0.0,8.76,1.78
20120319:1910,0.0,8.47,1.76
20120319:2010,0.0,8.18,1.73
20120319:2110,0.0,7.89,1.71
20120319:2210,0.0,7.75,1.5
20120319:2310,0.0,7.62,1.29
20120320:0010,0.0,7.48,1.08
20120320:0110,0.0,7.03,0.79
20120320:0210,0.0,6.58,0.5
20120320:0310,0.0,6.12,0.21
20120320:0410,0.0,5.75,0.28
20120320:0510,0.0,5.38,0.34
20120320:0610,22.38,5.01,0.41
20120320:0710,342.02,6.54,0.52
20120320:0810,602.7,8.08,0.63
20120320:0910,800.61,9.62,0.73
20120320:1010,988.74,10.97,0.79
20120320:1110,1076.12,12.32,0.85
20120320:1210,1056.71,13.67,0.91
20120320:1310,966.67,14.41,1.28
20120320:1410,750.59,15.14,1.65
20120320:1510,471.49,15.88,2.01
20120320:1610,125.2,14.81,2.01
20120320:1710,26.68,13.75,2.0
20120320:1810,0.0,12.68,2.0
20120320:1910,0.0,11.69,1.57
20120320:2010,0.0,10.69,1.14
20120320:2110,0.0,9.7,0.72
20120320:2210,0.0,9.4,0.8
20120320:2310,0.0,9.1,0.89
20120321:0010,0.0,8.79,0.98
20120321:0110,0.0,8.35,0.87
20120321:0210,0.0,7.9,0.76
20120321:0310,0.0,7.45,0.65
20120321:0410,0.0,7.01,0.8
20120321:0510,0.0,6.56,0.94
20120321:0610,23.24,6.11,1.09
20120321:0710,348.92,8.37,0.99
20120321:0810,620.35,10.63,0.9
20120321:0910,827.57,12.89,0.8
20120321:1010,985.5,14.76,0.74
20120321:1110,692.81,16.64,0.68
20120321:1210,1065.06,18.52,0.62
20120321:1310,974.73,19.37,0.72
20120321:1410,802.8,20.23,0.81
20120321:1510,573.94,21.08,0.91
20120321:1610,319.24,19.85,0.96
20120321:1710,30.12,18.61,1.0
20120321:1810,0.0,17.38,1.05
20120321:1910,0.0,15.82,1.11
20120321:2010,0.0,14.27,1.17
20120321:2110,0.0,12.71,1.23
20120321:2210,0.0,12.11,1.24
20120321:2310,0.0,11.51,1.26
20120322:0010,0.0,10.91,1.27
20120322:0110,0.0,9.86,1.28
20120322:0210,0.0,8.8,1.29
20120322:0310,0.0,7.74,1.3
20120322:0410,0.0,7.19,1.24
20120322:0510,0.0,6.63,1.19
20120322:0610,28.4,6.08,1.13
20120322:0710,279.9,9.21,0.86
20120322:0810,579.29,12.35,0.58
20120322:0910,820.0,15.49,0.3
20120322:1010,866.62,16.98,0.48
20120322:1110,1066.74,18.48,0.66
20120322:1210,1086.71,19.98,0.84
20120322:1310,751.56,20.38,0.63
20120322:1410,813.34,20.77,0.43
20120322:1510,582.7,21.17,0.22
20120322:1610,251.83,20.11,0.6
20120322:1710,25.82,19.06,0.98
20120322:1810,0.0,18.0,1.37
20120322:1910,0.0,16.89,1.12
20120322:2010,0.0,15.77,0.87
20120322:2110,0.0,14.66,0.62
20120322:2210,0.0,13.55,0.63
20120322:2310,0.0,12.44,0.63
20120323:0010,0.0,11.32,0.63
20120323:0110,0.0,10.6,0.83
20120323:0210,0.0,9.88,1.03
20120323:0310,0.0,9.16,1.23
20120323:0410,0.0,8.78,1.21
20120323:0510,0.0,8.4,1.19
20120323:0610,5.16,8.02,1.17
20120323:0710,285.99,10.74,0.82
20120323:0810,591.81,13.46,0.47
20120323:0910,811.43,16.19,0.12
20120323:1010,997.85,17.33,0.68
20120323:1110,1076.38,18.47,1.24
20120323:1210,1082.2,19.62,1.79
20120323:1310,977.05,20.04,1.84
20120323:1410,799.18,20.47,1.89
20120323:1510,559.66,20.89,1.93
20120323:1610,268.83,19.42,1.76
20120323:1710,36.15,17.94,1.58
20120323:1810,0.0,16.47,1.41
20120323:1910,0.0,15.49,1.05
20120323:2010,0.0,14.5,0.7
20120323:2110,0.0,13.52,0.34
20120323:2210,0.0,12.49,0.56
20120323:2310,0.0,11.46,0.78
20120324:0010,0.0,10.43,0.99
20120324:0110,0.0,9.56,0.9
20120324:0210,0.0,8.69,0.81
20120324:0310,0.0,7.82,0.72
20120324:0410,0.0,7.23,0.66
20120324:0510,0.0,6.64,0.61
20120324:0610,30.98,6.05,0.55
20120324:0710,356.46,9.6,0.69
20120324:0810,627.4,13.16,0.83
20120324:0910,848.94,16.72,0.97
20120324:1010,1013.12,18.11,1.32
20120324:1110,1091.28,19.51,1.67
20120324:1210,1089.85,20.91,2.03
20120324:1310,1027.3,21.1,2.02
20120324:1410,820.79,21.29,2.01
20120324:1510,584.77,21.48,2.0
20120324:1610,323.4,19.9,1.92
20120324:1710,31.84,18.33,1.84
20120324:1810,0.0,16.75,1.77
20120324:1910,0.0,15.64,1.27
20120324:2010,0.0,14.54,0.78
20120324:2110,0.0,13.43,0.29
20120324:2210,0.0,12.8,0.46
20120324:2310,0.0,12.17,0.64
20120325:0010,0.0,11.53,0.81
20120325:0110,0.0,11.06,0.79
20120325:0210,0.0,10.59,0.76
20120325:0310,0.0,10.11,0.73
20120325:0410,0.0,9.58,0.61
20120325:0510,0.0,9.05,0.48
20120325:0610,31.84,8.52,0.36
20120325:0710,358.24,11.12,0.74
20120325:0810,622.32,13.73,1.12
20120325:0910,834.84,16.34,1.5
20120325:1010,1003.12,17.56,1.68
20120325:1110,1086.76,18.78,1.86
20120325:1210,1090.82,20.0,2.04
20120325:1310,985.83,20.34,2.01
20120325:1410,812.04,20.67,1.99
20120325:1510,581.62,21.01,1.96
20120325:1610,318.27,19.59,1.56
20120325:1710,35.29,18.17,1.17
20120325:1810,0.0,16.75,0.77
20120325:1910,0.0,15.38,1.05
20120325:2010,0.0,14.01,1.32
20120325:2110,0.0,12.64,1.6
20120325:2210,0.0,11.99,1.59
20120325:2310,0.0,11.34,1.58
20120326:0010,0.0,10.69,1.57
20120326:0110,0.0,9.78,1.51
20120326:0210,0.0,8.87,1.44
20120326:0310,0.0,7.95,1.38
20120326:0410,0.0,7.4,1.31
20120326:0510,0.0,6.84,1.24
20120326:0610,33.56,6.29,1.17
20120326:0710,368.14,9.94,0.91
20120326:0810,635.0,13.59,0.65
20120326:0910,850.29,17.25,0.39
20120326:1010,1018.08,18.33,0.85
20120326:1110,1101.29,19.41,1.31
20120326:1210,1105.92,20.49,1.78
20120326:1310,992.1,20.93,1.91
20120326:1410,827.91,21.37,2.05
20120326:1510,593.17,21.81,2.18
20120326:1610,332.16,20.22,1.94
20120326:1710,30.98,18.62,1.71
20120326:1810,0.0,17.03,1.48
20120326:1910,0.0,16.09,1.07
20120326:2010,0.0,15.15,0.66
20120326:2110,0.0,14.21,0.25
20120326:2210,0.0,12.98,0.49
20120326:2310,0.0,11.75,0.74
20120327:0010,0.0,10.52,0.98
20120327:0110,0.0,9.74,1.09
20120327:0210,0.0,8.96,1.21
20120327:0310,0.0,8.18,1.32
20120327:0410,0.0,7.58,1.31
20120327:0510,0.0,6.97,1.29
20120327:0610,108.41,6.36,1.27
20120327:0710,372.41,10.0,0.94
20120327:0810,634.35,13.65,0.61
20120327:0910,853.16,17.3,0.28
20120327:1010,1006.92,18.65,0.72
20120327:1110,1083.38,20.0,1.17
20120327:1210,1093.85,21.36,1.61
20120327:1310,993.12,21.63,1.87
20120327:1410,818.09,21.91,2.13
20120327:1510,591.29,22.18,2.39
20120327:1610,334.35,20.57,2.23
20120327:1710,34.42,18.96,2.08
20120327:1810,0.0,17.35,1.93
20120327:1910,0.0,16.11,1.58
20120327:2010,0.0,14.87,1.23
20120327:2110,0.0,13.63,0.88
20120327:2210,0.0,12.79,0.71
20120327:2310,0.0,11.95,0.53
20120328:0010,0.0,11.1,0.36
20120328:0110,0.0,10.3,0.51
20120328:0210,0.0,9.5,0.67
20120328:0310,0.0,8.7,0.83
20120328:0410,0.0,8.03,0.86
20120328:0510,0.0,7.35,0.9
20120328:0610,118.8,6.67,0.94
20120328:0710,385.32,10.3,0.63
20120328:0810,650.47,13.94,0.33
20120328:0910,866.62,17.58,0.03
20120328:1010,1021.6,19.08,0.32
20120328:1110,1104.46,20.58,0.62
20120328:1210,1101.2,22.08,0.91
20120328:1310,1000.4,22.37,1.1
20120328:1410,824.12,22.65,1.29
20120328:1510,602.13,22.94,1.48
20120328:1610,336.14,21.32,1.56
20120328:1710,35.29,19.71,1.64
20120328:1810,0.0,18.09,1.72
20120328:1910,0.0,17.58,1.26
20120328:2010,0.0,17.08,0.79
20120328:2110,0.0,16.57,0.32
20120328:2210,0.0,15.51,0.52
20120328:2310,0.0,14.45,0.72
20120329:0010,0.0,13.38,0.92
20120329:0110,0.0,12.75,0.87
20120329:0210,0.0,12.12,0.82
20120329:0310,0.0,11.48,0.77
20120329:0410,0.0,10.76,0.62
20120329:0510,0.0,10.03,0.47
20120329:0610,123.72,9.31,0.32
20120329:0710,389.24,12.32,0.79
20120329:0810,645.94,15.33,1.26
20120329:0910,869.33,18.34,1.72
20120329:1010,1017.44,19.54,2.23
20120329:1110,1106.76,20.74,2.74
20120329:1210,1095.61,21.94,3.24
20120329:1310,995.06,21.97,3.25
20120329:1410,814.52,21.99,3.25
20120329:1510,591.8,22.02,3.26
20120329:1610,326.37,20.66,3.1
20120329:1710,32.14,19.29,2.94
20120329:1810,0.0,17.93,2.79
20120329:1910,0.0,16.98,2.76
20120329:2010,0.0,16.02,2.73
20120329:2110,0.0,15.07,2.7
20120329:2210,0.0,14.48,2.63
20120329:2310,0.0,13.9,2.56
20120330:0010,0.0,13.31,2.48
20120330:0110,0.0,12.9,2.35
20120330:0210,0.0,12.48,2.23
20120330:0310,0.0,12.06,2.1
20120330:0410,0.0,11.56,2.19
20120330:0510,0.0,11.06,2.29
20120330:0610,124.86,10.56,2.39
20120330:0710,338.17,12.15,2.64
20120330:0810,648.94,13.74,2.9
20120330:0910,872.04,15.33,3.16
20120330:1010,1026.43,16.61,3.55
20120330:1110,1114.13,17.9,3.94
20120330:1210,1104.14,19.19,4.33
20120330:1310,1007.13,19.73,4.29
20120330:1410,829.77,20.26,4.26
20120330:1510,606.54,20.8,4.22
20120330:1610,347.43,19.52,3.65
20120330:1710,32.7,18.24,3.07
20120330:1810,0.0,16.96,2.5
20120330:1910,0.0,16.01,2.42
20120330:2010,0.0,15.05,2.35
20120330:2110,0.0,14.1,2.28
20120330:2210,0.0,13.43,2.09
20120330:2310,0.0,12.76,1.91
20120331:0010,0.0,12.08,1.72
20120331:0110,0.0,11.54,1.52
20120331:0210,0.0,11.0,1.32
20120331:0310,0.0,10.46,1.12
20120331:0410,0.0,9.94,1.09
20120331:0510,0.0,9.41,1.06
20120331:0610,135.74,8.89,1.03
20120331:0710,403.98,11.33,1.37
20120331:0810,660.71,13.77,1.7
20120331:0910,907.68,16.21,2.03
20120331:1010,1065.84,17.76,2.18
20120331:1110,934.07,19.31,2.33
20120331:1210,792.17,20.86,2.48
20120331:1310,689.42,21.14,2.54
20120331:1410,839.91,21.41,2.6
20120331:1510,603.64,21.69,2.66
20120331:1610,341.71,20.18,2.61
20120331:1710,34.42,18.68,2.55
20120331:1810,0.0,17.17,2.5
20120331:1910,0.0,16.03,2.33
20120331:2010,0.0,14.9,2.16
20120331:2110,0.0,13.76,1.99
20120331:2210,0.0,13.1,2.08
20120331:2310,0.0,12.44,2.18
20120401:0010,0.0,11.77,2.28
20120401:0110,0.0,11.2,2.19
20120401:0210,0.0,10.63,2.11
20120401:0310,0.0,10.06,2.03
20120401:0410,0.0,9.84,1.94
20120401:0510,0.0,9.62,1.86
20120401:0610,100.32,9.4,1.78
20120401:0710,348.82,10.63,2.06
20120401:0810,540.78,11.85,2.33
20120401:0910,724.14,13.07,2.61
20120401:1010,796.01,14.73,2.7
20120401:1110,987.41,16.38,2.8
20120401:1210,1060.97,18.04,2.9
20120401:1310,956.48,18.54,2.78
20120401:1410,781.75,19.04,2.66
20120401:1510,574.73,19.54,2.54
20120401:1610,315.69,18.22,2.32
20120401:1710,46.47,16.9,2.11
20120401:1810,0.0,15.58,1.89
20120401:1910,0.0,14.8,1.6
20120401:2010,0.0,14.02,1.32
20120401:2110,0.0,13.23,1.03
20120401:2210,0.0,12.14,0.91
20120401:2310,0.0,11.06,0.79
20120402:0010,0.0,9.97,0.66
20120402:0110,0.0,9.25,0.79
20120402:0210,0.0,8.53,0.91
20120402:0310,0.0,7.81,1.03
20120402:0410,0.0,7.5,1.18
20120402:0510,0.0,7.19,1.32
20120402:0610,119.78,6.87,1.46
20120402:0710,380.51,10.21,1.49
20120402:0810,605.55,13.55,1.53
20120402:0910,830.0,16.89,1.56
20120402:1010,879.14,17.95,1.5
20120402:1110,1060.92,19.02,1.44
20120402:1210,1049.24,20.08,1.38
20120402:1310,797.87,20.24,1.46
20120402:1410,661.94,20.4,1.54
20120402:1510,238.11,20.55,1.63
20120402:1610,88.16,19.33,1.72
20120402:1710,15.49,18.1,1.81
20120402:1810,0.0,16.87,1.9
20120402:1910,0.0,16.01,1.86
20120402:2010,0.0,15.15,1.81
20120402:2110,0.0,14.29,1.77
20120402:2210,0.0,13.78,1.71
20120402:2310,0.0,13.27,1.66
20120403:0010,0.0,12.76,1.6
20120403:0110,0.0,12.79,1.71
20120403:0210,0.0,12.82,1.83
20120403:0310,0.0,12.85,1.94
20120403:0410,0.0,12.59,1.81
20120403:0510,0.0,12.33,1.68
20120403:0610,105.89,12.06,1.54
20120403:0710,257.71,12.93,1.64
20120403:0810,423.13,13.79,1.74
20120403:0910,406.66,14.65,1.83
20120403:1010,271.7,15.72,2.0
20120403:1110,735.96,16.8,2.17
20120403:1210,571.82,17.87,2.34
20120403:1310,563.13,18.17,2.64
20120403:1410,144.18,18.47,2.94
20120403:1510,186.06,18.76,3.24
20120403:1610,152.66,17.63,2.65
20120403:1710,43.03,16.49,2.06
20120403:1810,0.0,15.35,1.46
20120403:1910,0.0,14.84,1.54
20120403:2010,0.0,14.33,1.62
20120403:2110,0.0,13.81,1.7
20120403:2210,0.0,13.58,1.81
20120403:2310,0.0,13.36,1.93
20120404:0010,0.0,13.13,2.04
20120404:0110,0.0,13.03,1.69
20120404:0210,0.0,12.94,1.34
20120404:0310,0.0,12.84,0.99
20120404:0410,0.0,12.72,0.99
20120404:0510,0.0,12.6,0.98
20120404:0610,15.61,12.48,0.98
20120404:0710,235.38,12.7,1.24
20120404:0810,382.02,12.91,1.5
20120404:0910,252.34,13.12,1.77
20120404:1010,603.39,13.29,1.54
20120404:1110,583.94,13.46,1.31
20120404:1210,694.75,13.63,1.09
20120404:1310,237.02,14.05,1.05
20120404:1410,155.2,14.48,1.01
20120404:1510,137.75,14.9,0.97
20120404:1610,112.66,14.3,0.88
20120404:1710,38.73,13.7,0.79
20120404:1810,0.0,13.1,0.7
20120404:1910,0.0,13.02,0.58
20120404:2010,0.0,12.94,0.46
20120404:2110,0.0,12.85,0.34
20120404:2210,0.0,12.75,0.6
20120404:2310,0.0,12.65,0.86
20120405:0010,0.0,12.55,1.12
20120405:0110,0.0,11.79,1.0
20120405:0210,0.0,11.04,0.88
20120405:0310,0.0,10.29,0.76
20120405:0410,0.0,10.05,0.7
20120405:0510,0.0,9.81,0.65
20120405:0610,65.41,9.56,0.59
20120405:0710,109.35,11.1,0.61
20120405:0810,160.33,12.64,0.63
20120405:0910,261.7,14.18,0.65
20120405:1010,267.32,15.07,0.82
20120405:1110,614.88,15.95,1.0
20120405:1210,862.83,16.84,1.17
20120405:1310,809.01,17.18,1.31
20120405:1410,681.64,17.52,1.46
20120405:1510,468.23,17.85,1.6
20120405:1610,233.71,16.94,1.63
20120405:1710,15.49,16.02,1.66
20120405:1810,0.0,15.1,1.68
20120405:1910,0.0,14.28,1.4
20120405:2010,0.0,13.45,1.12
20120405:2110,0.0,12.62,0.84
20120405:2210,0.0,12.09,0.79
20120405:2310,0.0,11.55,0.74
20120406:0010,0.0,11.02,0.69
20120406:0110,0.0,10.72,0.77
20120406:0210,0.0,10.43,0.86
20120406:0310,0.0,10.13,0.94
20120406:0410,0.0,10.27,0.87
20120406:0510,0.0,10.41,0.8
20120406:0610,56.92,10.54,0.73
20120406:0710,187.24,11.88,0.53
20120406:0810,343.24,13.22,0.33
20120406:0910,601.41,14.55,0.12
20120406:1010,655.72,15.45,0.5
20120406:1110,575.34,16.36,0.88
20120406:1210,279.44,17.26,1.26
20120406:1310,243.42,17.56,1.02
20120406:1410,228.61,17.87,0.79
20120406:1510,56.02,18.17,0.55
20120406:1610,238.86,16.95,0.63
20120406:1710,45.87,15.73,0.72
20120406:1810,0.0,14.5,0.8
20120406:1910,0.0,13.69,0.98
20120406:2010,0.0,12.88,1.17
20120406:2110,0.0,12.07,1.35
20120406:2210,0.0,11.84,1.31
