time,irradiance,h_sun,temp,wind
20161015:0110,0.0,0.0,11.61,1.34
20161015:0210,0.0,0.0,11.35,1.32
20161015:0310,0.0,0.0,11.1,1.3
20161015:0410,0.0,0.0,10.79,1.16
20161015:0510,0.0,0.0,10.49,1.03
20161015:0610,0.0,0.0,10.19,0.9
20161015:0710,138.2,12.29,11.45,1.03
20161015:0810,503.96,21.27,12.71,1.16
20161015:0910,544.15,28.74,13.97,1.3
20161015:1010,794.91,33.98,15.14,1.52
20161015:1110,817.06,36.29,16.31,1.75
20161015:1210,756.93,35.27,17.49,1.97
20161015:1310,416.52,31.1,18.05,1.97
20161015:1410,342.05,24.42,18.61,1.97
20161015:1510,232.78,15.96,19.17,1.97
20161015:1610,30.86,6.35,18.09,1.67
20161015:1710,0.0,0.0,17.0,1.37
20161015:1810,0.0,0.0,15.91,1.08
20161015:1910,0.0,0.0,14.5,1.02
20161015:2010,0.0,0.0,13.09,0.97
20161015:2110,0.0,0.0,11.67,0.91
20161015:2210,0.0,0.0,11.18,0.86
20161015:2310,0.0,0.0,10.69,0.8
20161016:0010,0.0,0.0,10.2,0.74
20161016:0110,0.0,0.0,9.37,0.88
20161016:0210,0.0,0.0,8.55,1.01
20161016:0310,0.0,0.0,7.72,1.14
20161016:0410,0.0,0.0,7.44,1.16
20161016:0510,0.0,0.0,7.16,1.18
20161016:0610,0.0,2.14,6.89,1.2
20161016:0710,168.84,12.04,9.8,1.34
20161016:0810,333.27,20.99,12.71,1.48
20161016:0910,452.29,28.42,15.63,1.61
20161016:1010,541.18,33.64,17.04,1.8
20161016:1110,568.24,35.93,18.46,1.99
20161016:1210,547.47,34.9,19.88,2.18
20161016:1310,472.51,30.74,19.78,1.97
20161016:1410,375.59,24.07,19.68,1.76
20161016:1510,245.85,15.63,19.58,1.54
20161016:1610,30.2,6.04,18.51,1.66
20161016:1710,0.0,0.0,17.43,1.78
20161016:1810,0.0,0.0,16.36,1.9
20161016:1910,0.0,0.0,16.21,1.85
20161016:2010,0.0,0.0,16.07,1.8
20161016:2110,0.0,0.0,15.92,1.75
20161016:2210,0.0,0.0,15.86,1.59
20161016:2310,0.0,0.0,15.79,1.42
20161017:0010,0.0,0.0,15.73,1.26
20161017:0110,0.0,0.0,15.89,1.18
20161017:0210,0.0,0.0,16.06,1.11
20161017:0310,0.0,0.0,16.22,1.03
20161017:0410,0.0,0.0,16.05,1.05
20161017:0510,0.0,0.0,15.88,1.07
20161017:0610,0.0,1.91,15.71,1.09
20161017:0710,172.59,11.79,15.85,1.37
20161017:0810,322.29,20.71,15.99,1.65
20161017:0910,486.21,28.11,16.14,1.93
20161017:1010,587.3,33.3,16.4,2.02
20161017:1110,561.89,35.56,16.67,2.11
20161017:1210,533.99,34.53,16.94,2.19
20161017:1310,82.98,30.38,16.55,1.78
20161017:1410,57.81,23.74,16.15,1.37
20161017:1510,114.01,15.31,15.76,0.95
20161017:1610,30.02,5.74,15.4,0.78
20161017:1710,0.0,0.0,15.04,0.61
20161017:1810,0.0,0.0,14.68,0.44
20161017:1910,0.0,0.0,14.39,0.39
20161017:2010,0.0,0.0,14.1,0.33
20161017:2110,0.0,0.0,13.8,0.28
20161017:2210,0.0,0.0,13.22,0.46
20161017:2310,0.0,0.0,12.63,0.65
20161018:0010,0.0,0.0,12.04,0.84
20161018:0110,0.0,0.0,11.95,1.11
20161018:0210,0.0,0.0,11.87,1.38
20161018:0310,0.0,0.0,11.78,1.66
20161018:0410,0.0,0.0,11.37,1.82
20161018:0510,0.0,0.0,10.96,1.99
20161018:0610,0.0,0.0,10.56,2.15
20161018:0710,95.72,11.53,11.66,2.46
20161018:0810,113.44,20.43,12.76,2.77
20161018:0910,248.23,27.8,13.87,3.08
20161018:1010,649.36,32.95,14.79,3.37
20161018:1110,620.02,35.2,15.71,3.66
20161018:1210,635.05,34.16,16.63,3.94
20161018:1310,701.13,30.03,16.62,3.73
20161018:1410,538.17,23.4,16.6,3.51
20161018:1510,358.07,15.0,16.59,3.3
20161018:1610,27.37,5.44,15.51,2.98
20161018:1710,0.0,0.0,14.42,2.66
20161018:1810,0.0,0.0,13.34,2.34
20161018:1910,0.0,0.0,12.88,2.21
20161018:2010,0.0,0.0,12.43,2.08
20161018:2110,0.0,0.0,11.97,1.94
20161018:2210,0.0,0.0,11.77,1.85
20161018:2310,0.0,0.0,11.57,1.75
20161019:0010,0.0,0.0,11.37,1.66
20161019:0110,0.0,0.0,11.21,1.63
20161019:0210,0.0,0.0,11.06,1.6
20161019:0310,0.0,0.0,10.9,1.57
20161019:0410,0.0,0.0,10.7,1.72
20161019:0510,0.0,0.0,10.5,1.87
20161019:0610,0.0,0.0,10.31,2.01
20161019:0710,26.11,11.28,10.87,2.39
20161019:0810,59.67,20.15,11.43,2.77
20161019:0910,177.98,27.49,11.99,3.14
20161019:1010,270.69,32.61,12.7,3.21
20161019:1110,99.77,34.84,13.42,3.28
20161019:1210,86.71,33.8,14.14,3.35
20161019:1310,77.39,29.67,13.91,3.33
20161019:1410,102.56,23.07,13.69,3.31
20161019:1510,204.23,14.69,13.46,3.28
20161019:1610,22.96,5.14,12.68,3.18
20161019:1710,0.0,0.0,11.89,3.07
20161019:1810,0.0,0.0,11.11,2.97
20161019:1910,0.0,0.0,10.75,2.98
20161019:2010,0.0,0.0,10.4,2.99
20161019:2110,0.0,0.0,10.04,3.01
20161019:2210,0.0,0.0,9.85,2.97
20161019:2310,0.0,0.0,9.65,2.92
20161020:0010,0.0,0.0,9.45,2.88
20161020:0110,0.0,0.0,9.21,2.91
20161020:0210,0.0,0.0,8.96,2.95
20161020:0310,0.0,0.0,8.72,2.98
20161020:0410,0.0,0.0,8.45,2.91
20161020:0510,0.0,0.0,8.19,2.83
20161020:0610,0.0,0.0,7.93,2.76
20161020:0710,214.89,11.03,8.55,3.02
20161020:0810,479.24,19.87,9.18,3.27
20161020:0910,434.13,27.18,9.81,3.53
20161020:1010,210.34,32.27,10.74,3.53
20161020:1110,489.73,34.48,11.67,3.52
20161020:1210,111.89,33.44,12.61,3.52
20161020:1310,293.37,29.33,12.73,3.62
20161020:1410,276.43,22.74,12.86,3.73
20161020:1510,203.14,14.38,12.98,3.83
20161020:1610,23.84,4.85,12.14,3.47
20161020:1710,0.0,0.0,11.3,3.1
20161020:1810,0.0,0.0,10.46,2.73
20161020:1910,0.0,0.0,10.0,2.55
20161020:2010,0.0,0.0,9.55,2.36
20161020:2110,0.0,0.0,9.09,2.18
20161020:2210,0.0,0.0,8.96,2.16
20161020:2310,0.0,0.0,8.83,2.13
20161021:0010,0.0,0.0,8.7,2.11
20161021:0110,0.0,0.0,8.39,2.08
20161021:0210,0.0,0.0,8.08,2.06
20161021:0310,0.0,0.0,7.77,2.03
20161021:0410,0.0,0.0,7.67,1.97
20161021:0510,0.0,0.0,7.57,1.91
20161021:0610,0.0,0.0,7.48,1.85
20161021:0710,128.14,10.77,8.2,2.05
20161021:0810,135.9,19.59,8.92,2.25
20161021:0910,149.56,26.87,9.65,2.46
20161021:1010,169.79,31.94,10.77,2.56
20161021:1110,369.04,34.12,11.89,2.66
20161021:1210,54.08,33.08,13.02,2.76
20161021:1310,191.73,28.98,13.04,2.81
20161021:1410,68.06,22.41,13.07,2.87
20161021:1510,116.57,14.07,13.09,2.92
20161021:1610,21.19,4.56,12.1,2.56
20161021:1710,0.0,0.0,11.1,2.19
20161021:1810,0.0,0.0,10.11,1.82
20161021:1910,0.0,0.0,9.41,1.75
20161021:2010,0.0,0.0,8.72,1.68
20161021:2110,0.0,0.0,8.02,1.61
20161021:2210,0.0,0.0,7.58,1.57
20161021:2310,0.0,0.0,7.13,1.52
20161022:0010,0.0,0.0,6.68,1.48
20161022:0110,0.0,0.0,6.21,1.3
20161022:0210,0.0,0.0,5.74,1.12
20161022:0310,0.0,0.0,5.27,0.94
20161022:0410,0.0,0.0,5.05,1.05
20161022:0510,0.0,0.0,4.83,1.17
20161022:0610,0.0,0.0,4.61,1.28
20161022:0710,227.07,10.52,6.85,1.45
20161022:0810,465.58,19.32,9.1,1.61
20161022:0910,681.85,26.57,11.35,1.78
20161022:1010,822.65,31.6,12.83,2.13
20161022:1110,852.41,33.77,14.31,2.49
20161022:1210,846.05,32.72,15.79,2.84
20161022:1310,738.36,28.64,15.9,2.71
20161022:1410,558.28,22.09,16.02,2.57
20161022:1510,340.05,13.77,16.13,2.44
20161022:1610,19.42,4.28,14.81,2.42
20161022:1710,0.0,0.0,13.48,2.4
20161022:1810,0.0,0.0,12.16,2.39
20161022:1910,0.0,0.0,12.05,2.31
20161022:2010,0.0,0.0,11.95,2.24
20161022:2110,0.0,0.0,11.84,2.17
20161022:2210,0.0,0.0,11.83,2.1
20161022:2310,0.0,0.0,11.82,2.03
20161023:0010,0.0,0.0,11.81,1.96
20161023:0110,0.0,0.0,12.26,2.21
20161023:0210,0.0,0.0,12.71,2.46
20161023:0310,0.0,0.0,13.16,2.7
20161023:0410,0.0,0.0,13.26,2.66
20161023:0510,0.0,0.0,13.36,2.61
20161023:0610,0.0,0.0,13.47,2.57
20161023:0710,60.44,10.27,13.76,2.77
20161023:0810,71.79,19.04,14.05,2.97
20161023:0910,63.4,26.26,14.35,3.17
20161023:1010,82.05,31.26,15.01,3.43
20161023:1110,205.55,33.41,15.67,3.69
20161023:1210,93.24,32.37,16.34,3.94
20161023:1310,97.9,28.3,16.02,3.83
20161023:1410,120.6,21.77,15.71,3.71
20161023:1510,96.39,13.48,15.39,3.6
20161023:1610,16.78,4.0,15.41,3.29
20161023:1710,0.0,0.0,15.43,2.97
20161023:1810,0.0,0.0,15.45,2.66
20161023:1910,0.0,0.0,15.53,2.67
20161023:2010,0.0,0.0,15.62,2.68
20161023:2110,0.0,0.0,15.7,2.69
20161023:2210,0.0,0.0,15.87,2.75
20161023:2310,0.0,0.0,16.03,2.81
20161024:0010,0.0,0.0,16.19,2.87
20161024:0110,0.0,0.0,15.89,2.92
20161024:0210,0.0,0.0,15.58,2.98
20161024:0310,0.0,0.0,15.28,3.03
20161024:0410,0.0,0.0,15.4,3.05
20161024:0510,0.0,0.0,15.52,3.06
20161024:0610,0.0,0.0,15.64,3.08
20161024:0710,67.24,10.01,16.42,3.37
20161024:0810,195.66,18.76,17.2,3.66
20161024:0910,187.08,25.95,17.98,3.96
20161024:1010,256.38,30.93,19.22,4.03
20161024:1110,704.97,33.07,20.46,4.11
20161024:1210,328.48,32.02,21.7,4.18
20161024:1310,267.7,27.96,21.49,3.73
20161024:1410,254.08,21.46,21.29,3.28
20161024:1510,260.67,13.18,21.08,2.83
20161024:1610,16.78,3.72,20.37,2.75
20161024:1710,0.0,0.0,19.66,2.67
20161024:1810,0.0,0.0,18.95,2.59
20161024:1910,0.0,0.0,18.76,2.48
20161024:2010,0.0,0.0,18.57,2.36
20161024:2110,0.0,0.0,18.38,2.25
20161024:2210,0.0,0.0,18.04,1.99
20161024:2310,0.0,0.0,17.7,1.73
20161025:0010,0.0,0.0,17.36,1.48
20161025:0110,0.0,0.0,17.27,1.64
20161025:0210,0.0,0.0,17.19,1.8
20161025:0310,0.0,0.0,17.1,1.96
20161025:0410,0.0,0.0,16.63,1.63
20161025:0510,0.0,0.0,16.16,1.31
20161025:0610,0.0,0.0,15.69,0.98
20161025:0710,50.42,9.76,16.53,1.25
20161025:0810,101.48,18.48,17.38,1.51
20161025:0910,69.93,25.65,18.23,1.78
20161025:1010,48.48,30.6,18.34,1.87
20161025:1110,67.13,32.72,18.45,1.95
20161025:1210,419.38,31.67,18.57,2.04
20161025:1310,420.13,27.63,18.59,1.77
20161025:1410,145.52,21.15,18.62,1.51
20161025:1510,71.85,12.89,18.64,1.24
20161025:1610,15.01,3.45,17.99,0.86
20161025:1710,0.0,0.0,17.33,0.47
20161025:1810,0.0,0.0,16.67,0.08
20161025:1910,0.0,0.0,16.59,0.08
20161025:2010,0.0,0.0,16.52,0.08
20161025:2110,0.0,0.0,16.44,0.08
20161025:2210,0.0,0.0,16.42,0.15
20161025:2310,0.0,0.0,16.39,0.21
20161026:0010,0.0,0.0,16.37,0.28
20161026:0110,0.0,0.0,15.89,0.38
20161026:0210,0.0,0.0,15.4,0.48
20161026:0310,0.0,0.0,14.92,0.58
20161026:0410,0.0,0.0,14.75,0.63
20161026:0510,0.0,0.0,14.58,0.67
20161026:0610,0.0,0.0,14.41,0.72
20161026:0710,75.97,9.5,15.11,0.88
20161026:0810,48.48,18.2,15.82,1.05
20161026:0910,244.08,25.34,16.53,1.21
20161026:1010,116.55,30.27,16.95,1.64
20161026:1110,123.08,32.38,17.37,2.06
20161026:1210,81.12,31.33,17.8,2.48
20161026:1310,90.44,27.3,17.37,2.66
20161026:1410,55.01,20.84,16.94,2.83
20161026:1510,61.11,12.61,16.51,3.01
20161026:1610,9.71,3.18,16.06,3.08
20161026:1710,0.0,0.0,15.6,3.14
20161026:1810,0.0,0.0,15.15,3.21
20161026:1910,0.0,0.0,15.01,3.22
20161026:2010,0.0,0.0,14.87,3.23
20161026:2110,0.0,0.0,14.73,3.24
20161026:2210,0.0,0.0,14.43,3.12
20161026:2310,0.0,0.0,14.12,2.99
20161027:0010,0.0,0.0,13.81,2.87
20161027:0110,0.0,0.0,13.38,2.82
20161027:0210,0.0,0.0,12.96,2.77
20161027:0310,0.0,0.0,12.53,2.72
20161027:0410,0.0,0.0,12.27,2.59
20161027:0510,0.0,0.0,12.02,2.47
20161027:0610,0.0,0.0,11.77,2.34
20161027:0710,76.65,9.25,12.27,2.39
20161027:0810,176.66,17.93,12.77,2.44
20161027:0910,252.57,25.04,13.28,2.48
20161027:1010,419.28,29.95,14.41,2.44
20161027:1110,207.13,32.04,15.54,2.4
20161027:1210,112.82,30.99,16.67,2.36
20161027:1310,93.24,26.98,16.7,2.44
20161027:1410,84.85,20.54,16.74,2.51
20161027:1510,113.54,12.33,16.77,2.59
20161027:1610,12.36,2.92,15.73,2.25
20161027:1710,0.0,0.0,14.68,1.91
20161027:1810,0.0,0.0,13.64,1.57
20161027:1910,0.0,0.0,12.91,1.6
20161027:2010,0.0,0.0,12.18,1.62
20161027:2110,0.0,0.0,11.45,1.64
20161027:2210,0.0,0.0,10.93,1.36
20161027:2310,0.0,0.0,10.4,1.08
20161028:0010,0.0,0.0,9.87,0.8
20161028:0110,0.0,0.0,9.66,0.8
20161028:0210,0.0,0.0,9.46,0.8
20161028:0310,0.0,0.0,9.25,0.8
20161028:0410,0.0,0.0,8.82,0.79
20161028:0510,0.0,0.0,8.4,0.78
20161028:0610,0.0,0.0,7.98,0.77
20161028:0710,85.78,9.0,9.76,0.79
20161028:0810,96.05,17.65,11.54,0.8
20161028:0910,69.93,24.74,13.33,0.81
20161028:1010,93.24,29.62,15.14,0.92
20161028:1110,96.04,31.7,16.95,1.03
20161028:1210,89.51,30.66,18.77,1.14
20161028:1310,146.71,26.66,18.86,1.23
20161028:1410,202.99,20.24,18.94,1.32
20161028:1510,118.48,12.05,19.03,1.41
20161028:1610,7.95,2.66,17.28,1.67
20161028:1710,0.0,0.0,15.52,1.94
20161028:1810,0.0,0.0,13.76,2.21
20161028:1910,0.0,0.0,13.05,2.02
20161028:2010,0.0,0.0,12.35,1.83
20161028:2110,0.0,0.0,11.64,1.64
20161028:2210,0.0,0.0,10.96,1.46
20161028:2310,0.0,0.0,10.28,1.27
20161029:0010,0.0,0.0,9.6,1.09
20161029:0110,0.0,0.0,9.13,1.08
20161029:0210,0.0,0.0,8.66,1.07
20161029:0310,0.0,0.0,8.19,1.06
20161029:0410,0.0,0.0,7.91,1.03
20161029:0510,0.0,0.0,7.63,1.0
20161029:0610,0.0,0.0,7.36,0.97
20161029:0710,56.46,8.74,9.04,1.08
20161029:0810,104.64,17.37,10.73,1.19
20161029:0910,89.51,24.44,12.42,1.3
20161029:1010,124.94,29.3,14.14,1.18
20161029:1110,132.4,31.37,15.86,1.06
20161029:1210,108.16,30.33,17.58,0.94
20161029:1310,107.23,26.35,17.67,1.14
20161029:1410,65.27,19.95,17.75,1.34
20161029:1510,80.0,11.78,17.84,1.54
20161029:1610,0.0,0.0,16.27,1.78
20161029:1710,0.0,0.0,14.69,2.01
20161029:1810,0.0,0.0,13.12,2.25
20161029:1910,0.0,0.0,12.45,2.01
20161029:2010,0.0,0.0,11.79,1.78
20161029:2110,0.0,0.0,11.12,1.54
20161029:2210,0.0,0.0,10.55,1.41
20161029:2310,0.0,0.0,9.97,1.27
20161030:0010,0.0,0.0,9.4,1.13
20161030:0110,0.0,0.0,9.0,1.12
20161030:0210,0.0,0.0,8.6,1.1
20161030:0310,0.0,0.0,8.2,1.09
20161030:0410,0.0,0.0,8.25,1.08
20161030:0510,0.0,0.0,8.3,1.06
20161030:0610,0.0,0.0,8.36,1.05
20161030:0710,55.87,8.49,9.92,1.15
20161030:0810,98.59,17.1,11.49,1.26
20161030:0910,68.06,24.14,13.06,1.37
20161030:1010,99.77,28.98,15.1,1.15
20161030:1110,91.37,31.03,17.14,0.94
20161030:1210,92.31,30.0,19.18,0.73
20161030:1310,87.65,26.04,19.24,0.69
20161030:1410,76.46,19.66,19.29,0.66
20161030:1510,90.14,11.51,19.35,0.62
20161030:1610,0.0,0.0,17.85,0.85
20161030:1710,0.0,0.0,16.34,1.08
20161030:1810,0.0,0.0,14.84,1.31
20161030:1910,0.0,0.0,13.62,1.16
20161030:2010,0.0,0.0,12.4,1.02
20161030:2110,0.0,0.0,11.18,0.87
20161030:2210,0.0,0.0,10.66,0.84
20161030:2310,0.0,0.0,10.13,0.8
20161031:0010,0.0,0.0,9.6,0.77
20161031:0110,0.0,0.0,8.83,0.88
20161031:0210,0.0,0.0,8.06,0.98
20161031:0310,0.0,0.0,7.29,1.09
20161031:0410,0.0,0.0,6.89,1.14
20161031:0510,0.0,0.0,6.5,1.19
20161031:0610,0.0,0.0,6.11,1.24
20161031:0710,154.63,8.24,8.72,1.41
20161031:0810,273.05,16.83,11.33,1.58
20161031:0910,173.66,23.84,13.95,1.75
20161031:1010,224.54,28.66,15.91,1.83
20161031:1110,230.76,30.71,17.87,1.91
20161031:1210,216.27,29.68,19.84,1.99
20161031:1310,202.91,25.73,19.77,1.57
20161031:1410,168.46,19.38,19.71,1.16
20161031:1510,124.54,11.25,19.64,0.74
20161031:1610,0.0,0.0,17.95,1.14
20161031:1710,0.0,0.0,16.26,1.54
20161031:1810,0.0,0.0,14.57,1.94
20161031:1910,0.0,0.0,13.93,1.88
20161031:2010,0.0,0.0,13.29,1.81
20161031:2110,0.0,0.0,12.64,1.74
20161031:2210,0.0,0.0,12.48,1.66
20161031:2310,0.0,0.0,12.31,1.58
20161101:0010,0.0,0.0,12.15,1.5
20161101:0110,0.0,0.0,11.8,1.48
20161101:0210,0.0,0.0,11.46,1.46
20161101:0310,0.0,0.0,11.11,1.43
20161101:0410,0.0,0.0,11.02,1.4
20161101:0510,0.0,0.0,10.92,1.36
20161101:0610,0.0,0.0,10.82,1.32
20161101:0710,236.03,7.99,12.47,1.52
20161101:0810,483.78,16.56,14.12,1.72
20161101:0910,694.8,23.55,15.78,1.92
20161101:1010,821.44,28.35,16.69,2.03
20161101:1110,866.61,30.38,17.6,2.14
20161101:1210,842.35,29.36,18.52,2.25
20161101:1310,732.35,25.43,18.58,2.17
20161101:1410,562.27,19.1,18.64,2.09
20161101:1510,311.98,10.99,18.7,2.01
20161101:1610,0.0,0.0,17.39,2.02
20161101:1710,0.0,0.0,16.07,2.03
20161101:1810,0.0,0.0,14.76,2.04
20161101:1910,0.0,0.0,14.2,1.86
20161101:2010,0.0,0.0,13.64,1.68
20161101:2110,0.0,0.0,13.09,1.5
20161101:2210,0.0,0.0,13.02,1.41
20161101:2310,0.0,0.0,12.95,1.32
20161102:0010,0.0,0.0,12.88,1.23
20161102:0110,0.0,0.0,12.28,0.96
20161102:0210,0.0,0.0,11.68,0.69
20161102:0310,0.0,0.0,11.07,0.41
20161102:0410,0.0,0.0,10.75,0.58
20161102:0510,0.0,0.0,10.42,0.75
20161102:0610,0.0,0.0,10.09,0.92
20161102:0710,44.3,7.74,11.22,1.29
20161102:0810,214.72,16.29,12.35,1.66
20161102:0910,245.91,23.25,13.49,2.03
20161102:1010,231.75,28.04,14.4,2.34
20161102:1110,291.56,30.07,15.32,2.66
20161102:1210,155.15,29.05,16.24,2.98
20161102:1310,111.89,25.13,15.87,2.95
20161102:1410,115.43,18.82,15.49,2.91
20161102:1510,82.03,10.74,15.12,2.88
20161102:1610,0.0,0.0,13.89,2.89
20161102:1710,0.0,0.0,12.65,2.9
20161102:1810,0.0,0.0,11.42,2.91
20161102:1910,0.0,0.0,10.76,2.92
20161102:2010,0.0,0.0,10.11,2.94
20161102:2110,0.0,0.0,9.46,2.95
20161102:2210,0.0,0.0,9.19,2.87
20161102:2310,0.0,0.0,8.93,2.8
20161103:0010,0.0,0.0,8.66,2.72
20161103:0110,0.0,0.0,8.76,3.0
20161103:0210,0.0,0.0,8.85,3.28
20161103:0310,0.0,0.0,8.94,3.56
20161103:0410,0.0,0.0,8.77,3.33
20161103:0510,0.0,0.0,8.59,3.11
20161103:0610,0.0,0.0,8.41,2.88
20161103:0710,207.31,7.49,9.02,3.0
20161103:0810,455.03,16.02,9.64,3.11
20161103:0910,668.52,22.96,10.26,3.23
20161103:1010,792.45,27.73,11.24,3.11
20161103:1110,850.17,29.75,12.22,2.99
20161103:1210,813.93,28.74,13.2,2.87
20161103:1310,711.36,24.84,13.44,2.57
20161103:1410,539.75,18.56,13.68,2.28
20161103:1510,296.0,10.5,13.92,1.99
20161103:1610,0.0,0.0,12.76,1.86
20161103:1710,0.0,0.0,11.59,1.73
20161103:1810,0.0,0.0,10.43,1.6
20161103:1910,0.0,0.0,9.51,1.55
20161103:2010,0.0,0.0,8.59,1.5
20161103:2110,0.0,0.0,7.67,1.45
20161103:2210,0.0,0.0,7.23,1.42
20161103:2310,0.0,0.0,6.8,1.38
20161104:0010,0.0,0.0,6.36,1.35
20161104:0110,0.0,0.0,6.23,1.22
20161104:0210,0.0,0.0,6.1,1.09
20161104:0310,0.0,0.0,5.96,0.95
20161104:0410,0.0,0.0,6.32,1.0
20161104:0510,0.0,0.0,6.67,1.04
20161104:0610,0.0,0.0,7.03,1.09
20161104:0710,179.86,7.24,9.06,1.54
20161104:0810,473.86,15.75,11.1,1.99
20161104:0910,626.67,22.68,13.14,2.44
20161104:1010,751.5,27.42,14.56,2.65
20161104:1110,670.69,29.44,15.98,2.86
20161104:1210,675.07,28.43,17.41,3.06
20161104:1310,589.71,24.55,17.27,3.03
20161104:1410,441.27,18.29,17.14,3.01
20161104:1510,98.65,10.25,17.0,2.98
20161104:1610,0.0,0.0,16.36,2.81
20161104:1710,0.0,0.0,15.71,2.65
20161104:1810,0.0,0.0,15.07,2.48
20161104:1910,0.0,0.0,14.72,2.45
20161104:2010,0.0,0.0,14.37,2.41
20161104:2110,0.0,0.0,14.03,2.37
20161104:2210,0.0,0.0,13.92,2.48
20161104:2310,0.0,0.0,13.81,2.59
20161105:0010,0.0,0.0,13.7,2.7
20161105:0110,0.0,0.0,13.73,2.77
20161105:0210,0.0,0.0,13.76,2.83
20161105:0310,0.0,0.0,13.79,2.9
20161105:0410,0.0,0.0,14.27,2.98
20161105:0510,0.0,0.0,14.74,3.06
20161105:0610,0.0,0.0,15.21,3.14
20161105:0710,31.71,6.99,15.6,3.29
20161105:0810,55.01,15.48,15.99,3.43
20161105:0910,93.24,22.39,16.39,3.57
20161105:1010,88.58,27.12,16.56,3.59
20161105:1110,93.24,29.13,16.74,3.6
20161105:1210,83.92,28.13,16.92,3.61
20161105:1310,31.7,24.27,16.37,3.37
20161105:1410,126.75,18.03,15.81,3.13
20161105:1510,11.19,10.02,15.26,2.88
20161105:1610,0.0,0.0,15.13,2.75
20161105:1710,0.0,0.0,14.99,2.63
20161105:1810,0.0,0.0,14.86,2.5
20161105:1910,0.0,0.0,14.2,2.59
20161105:2010,0.0,0.0,13.54,2.69
20161105:2110,0.0,0.0,12.88,2.79
20161105:2210,0.0,0.0,12.17,2.76
20161105:2310,0.0,0.0,11.46,2.74
20161106:0010,0.0,0.0,10.74,2.72
20161106:0110,0.0,0.0,10.1,2.64
20161106:0210,0.0,0.0,9.46,2.56
20161106:0310,0.0,0.0,8.81,2.48
20161106:0410,0.0,0.0,8.32,2.61
20161106:0510,0.0,0.0,7.82,2.74
20161106:0610,0.0,0.0,7.32,2.87
20161106:0710,99.52,6.75,7.47,3.01
20161106:0810,34.5,15.22,7.62,3.15
20161106:0910,116.05,22.11,7.77,3.3
20161106:1010,87.65,26.82,8.33,3.43
20161106:1110,137.06,28.83,8.89,3.55
20161106:1210,82.05,27.84,9.46,3.68
20161106:1310,295.43,23.99,9.28,3.61
20161106:1410,259.65,17.78,9.1,3.54
20161106:1510,266.09,9.78,8.92,3.46
20161106:1610,0.0,0.0,8.32,3.09
20161106:1710,0.0,0.0,7.72,2.73
20161106:1810,0.0,0.0,7.12,2.36
20161106:1910,0.0,0.0,6.65,2.2
20161106:2010,0.0,0.0,6.19,2.05
20161106:2110,0.0,0.0,5.73,1.89
20161106:2210,0.0,0.0,5.39,1.8
20161106:2310,0.0,0.0,5.06,1.71
20161107:0010,0.0,0.0,4.72,1.63
20161107:0110,0.0,0.0,4.52,1.41
20161107:0210,0.0,0.0,4.31,1.2
20161107:0310,0.0,0.0,4.1,0.98
20161107:0410,0.0,0.0,3.93,1.17
20161107:0510,0.0,0.0,3.75,1.36
20161107:0610,0.0,0.0,3.57,1.54
20161107:0710,30.1,6.5,4.17,1.73
20161107:0810,279.59,14.96,4.77,1.91
20161107:0910,325.72,21.83,5.37,2.1
20161107:1010,147.97,26.53,6.21,2.14
20161107:1110,128.67,28.53,7.05,2.19
20161107:1210,370.01,27.54,7.89,2.23
20161107:1310,638.55,23.72,7.82,2.35
20161107:1410,423.84,17.53,7.75,2.47
20161107:1510,236.63,9.56,7.68,2.59
20161107:1610,0.0,0.0,6.81,2.35
20161107:1710,0.0,0.0,5.94,2.11
20161107:1810,0.0,0.0,5.07,1.86
20161107:1910,0.0,0.0,4.67,1.59
20161107:2010,0.0,0.0,4.27,1.31
20161107:2110,0.0,0.0,3.88,1.03
20161107:2210,0.0,0.0,3.54,0.96
20161107:2310,0.0,0.0,3.2,0.88
20161108:0010,0.0,0.0,2.85,0.8
20161108:0110,0.0,0.0,3.21,1.01
20161108:0210,0.0,0.0,3.56,1.22
20161108:0310,0.0,0.0,3.91,1.43
20161108:0410,0.0,0.0,3.8,1.44
20161108:0510,0.0,0.0,3.68,1.45
20161108:0610,0.0,0.0,3.56,1.46
20161108:0710,60.46,6.26,4.35,1.76
20161108:0810,72.61,14.7,5.14,2.06
20161108:0910,47.55,21.55,5.94,2.36
20161108:1010,76.46,26.24,6.34,2.93
20161108:1110,49.42,28.23,6.74,3.5
20161108:1210,43.82,27.26,7.15,4.07
20161108:1310,30.77,23.45,6.92,3.91
20161108:1410,129.54,17.28,6.7,3.76
20161108:1510,48.77,9.34,6.47,3.6
20161108:1610,0.0,0.0,5.9,3.32
20161108:1710,0.0,0.0,5.32,3.04
20161108:1810,0.0,0.0,4.75,2.76
20161108:1910,0.0,0.0,4.37,2.55
20161108:2010,0.0,0.0,4.0,2.34
20161108:2110,0.0,0.0,3.63,2.12
20161108:2210,0.0,0.0,3.18,1.71
20161108:2310,0.0,0.0,2.73,1.31
20161109:0010,0.0,0.0,2.27,0.9
20161109:0110,0.0,0.0,2.07,0.93
20161109:0210,0.0,0.0,1.87,0.97
20161109:0310,0.0,0.0,1.66,1.01
20161109:0410,0.0,0.0,2.23,1.27
20161109:0510,0.0,0.0,2.79,1.54
20161109:0610,0.0,0.0,3.36,1.81
20161109:0710,79.6,6.02,3.75,2.19
