time,irradiance,h_sun,temp,wind
20160403:1210,290.85,49.6,15.87,3.99
20160403:1310,307.58,45.6,15.7,3.58
20160403:1410,183.68,38.55,15.54,3.17
20160403:1510,155.18,29.6,15.37,2.76
20160403:1610,69.0,19.6,14.83,2.7
20160403:1710,29.14,9.13,14.29,2.64
20160403:1810,0.0,0.0,13.74,2.58
20160403:1910,0.0,0.0,13.63,2.58
20160403:2010,0.0,0.0,13.52,2.59
20160403:2110,0.0,0.0,13.41,2.59
20160403:2210,0.0,0.0,13.48,2.74
20160403:2310,0.0,0.0,13.56,2.9
20160404:0010,0.0,0.0,13.63,3.05
20160404:0110,0.0,0.0,13.29,3.01
20160404:0210,0.0,0.0,12.96,2.97
20160404:0310,0.0,0.0,12.63,2.94
20160404:0410,0.0,0.0,12.31,2.82
20160404:0510,0.0,0.0,11.99,2.7
20160404:0610,44.0,9.31,11.67,2.58
20160404:0710,140.88,19.79,12.4,3.14
20160404:0810,198.4,29.81,13.12,3.69
20160404:0910,118.41,38.8,13.84,4.25
20160404:1010,101.63,45.9,14.92,4.69
20160404:1110,128.67,49.96,16.0,5.14
20160404:1210,84.85,49.97,17.08,5.59
20160404:1310,168.76,45.92,16.67,5.15
20160404:1410,131.47,38.83,16.26,4.71
20160404:1510,95.1,29.84,15.85,4.28
20160404:1610,65.27,19.82,15.11,3.87
20160404:1710,58.27,9.34,14.37,3.47
20160404:1810,0.0,0.0,13.63,3.06
20160404:1910,0.0,0.0,13.55,3.1
20160404:2010,0.0,0.0,13.46,3.14
20160404:2110,0.0,0.0,13.37,3.19
20160404:2210,0.0,0.0,13.51,3.22
20160404:2310,0.0,0.0,13.65,3.26
20160405:0010,0.0,0.0,13.79,3.3
20160405:0110,0.0,0.0,13.41,3.14
20160405:0210,0.0,0.0,13.04,2.97
20160405:0310,0.0,0.0,12.67,2.81
20160405:0410,0.0,0.0,12.61,2.86
20160405:0510,0.0,0.0,12.55,2.91
20160405:0610,22.38,9.63,12.48,2.95
20160405:0710,41.03,20.12,12.72,2.89
20160405:0810,73.66,30.15,12.96,2.83
20160405:0910,85.78,39.16,13.19,2.77
20160405:1010,111.89,46.28,13.5,2.8
20160405:1110,89.51,50.35,13.81,2.84
20160405:1210,105.36,50.34,14.12,2.87
20160405:1310,128.67,46.24,14.64,2.48
20160405:1410,84.85,39.1,15.17,2.09
20160405:1510,60.61,30.08,15.69,1.7
20160405:1610,61.54,20.05,15.15,1.31
20160405:1710,14.13,9.56,14.6,0.91
20160405:1810,0.0,0.0,14.05,0.52
20160405:1910,0.0,0.0,13.87,0.71
20160405:2010,0.0,0.0,13.68,0.9
20160405:2110,0.0,0.0,13.49,1.09
20160405:2210,0.0,0.0,13.34,1.18
20160405:2310,0.0,0.0,13.18,1.27
20160406:0010,0.0,0.0,13.03,1.37
20160406:0110,0.0,0.0,12.16,1.36
20160406:0210,0.0,0.0,11.29,1.36
20160406:0310,0.0,0.0,10.42,1.35
20160406:0410,0.0,0.0,10.12,1.47
20160406:0510,0.0,0.0,9.83,1.58
20160406:0610,31.7,9.95,9.53,1.7
20160406:0710,280.41,20.44,11.41,1.82
20160406:0810,528.15,30.49,13.29,1.94
20160406:0910,688.69,39.52,15.16,2.07
20160406:1010,662.59,46.66,16.56,1.85
20160406:1110,728.84,50.74,17.97,1.63
20160406:1210,931.89,50.7,19.37,1.41
20160406:1310,782.82,46.56,19.41,1.76
20160406:1410,775.14,39.37,19.46,2.11
20160406:1510,572.58,30.32,19.5,2.46
20160406:1610,333.23,20.27,18.24,2.23
20160406:1710,50.33,9.77,16.98,2.01
20160406:1810,0.0,0.0,15.72,1.79
20160406:1910,0.0,0.0,14.67,1.78
20160406:2010,0.0,0.0,13.62,1.77
20160406:2110,0.0,0.0,12.56,1.75
20160406:2210,0.0,0.0,12.07,1.77
20160406:2310,0.0,0.0,11.58,1.79
20160407:0010,0.0,0.0,11.09,1.81
20160407:0110,0.0,0.0,10.7,1.83
20160407:0210,0.0,0.0,10.32,1.84
20160407:0310,0.0,0.0,9.94,1.86
20160407:0410,0.0,0.0,9.79,2.06
20160407:0510,0.0,0.0,9.64,2.26
20160407:0610,33.57,10.27,9.49,2.46
20160407:0710,43.82,20.76,10.57,2.7
20160407:0810,202.75,30.82,11.65,2.95
20160407:0910,150.12,39.87,12.73,3.2
20160407:1010,88.58,47.04,13.41,3.09
20160407:1110,172.49,51.12,14.1,2.98
20160407:1210,102.56,51.06,14.78,2.87
20160407:1310,368.0,46.88,14.78,3.0
20160407:1410,358.91,39.65,14.78,3.14
20160407:1510,170.77,30.56,14.78,3.27
20160407:1610,239.37,20.48,13.62,3.4
20160407:1710,59.16,9.98,12.46,3.54
20160407:1810,0.0,0.0,11.29,3.67
20160407:1910,0.0,0.0,10.7,3.64
20160407:2010,0.0,0.0,10.11,3.61
20160407:2110,0.0,0.0,9.52,3.59
20160407:2210,0.0,0.0,9.22,3.6
20160407:2310,0.0,0.0,8.92,3.6
20160408:0010,0.0,0.0,8.62,3.61
20160408:0110,0.0,0.0,8.07,3.6
20160408:0210,0.0,0.0,7.52,3.6
20160408:0310,0.0,0.0,6.97,3.59
20160408:0410,0.0,0.0,6.73,3.63
20160408:0510,0.0,0.0,6.49,3.67
20160408:0610,131.94,10.59,6.24,3.71
20160408:0710,216.22,21.09,7.49,3.91
20160408:0810,363.04,31.16,8.73,4.11
20160408:0910,712.09,40.22,9.97,4.3
20160408:1010,576.91,47.41,11.02,4.22
20160408:1110,151.05,51.5,12.07,4.13
20160408:1210,151.05,51.42,13.12,4.04
20160408:1310,106.29,47.19,12.81,4.35
20160408:1410,71.79,39.92,12.5,4.66
20160408:1510,92.31,30.8,12.19,4.97
20160408:1610,132.77,20.7,11.38,4.81
20160408:1710,26.49,10.2,10.56,4.65
20160408:1810,0.0,0.0,9.74,4.5
20160408:1910,0.0,0.0,9.42,4.28
20160408:2010,0.0,0.0,9.1,4.06
20160408:2110,0.0,0.0,8.78,3.83
20160408:2210,0.0,0.0,8.58,3.76
20160408:2310,0.0,0.0,8.38,3.69
20160409:0010,0.0,0.0,8.18,3.61
20160409:0110,0.0,0.0,7.68,3.43
20160409:0210,0.0,0.0,7.19,3.25
20160409:0310,0.0,0.0,6.69,3.06
20160409:0410,0.0,0.0,6.56,3.03
20160409:0510,0.0,0.0,6.43,2.99
20160409:0610,62.72,10.9,6.3,2.95
20160409:0710,135.43,21.4,7.86,3.21
20160409:0810,193.74,31.49,9.42,3.48
20160409:0910,247.59,40.57,10.98,3.74
20160409:1010,166.9,47.78,12.2,3.52
20160409:1110,685.52,51.88,13.43,3.31
20160409:1210,101.63,51.78,14.65,3.09
20160409:1310,81.12,47.51,15.01,3.25
20160409:1410,96.97,40.18,15.38,3.41
20160409:1510,262.6,31.03,15.74,3.57
20160409:1610,190.15,20.92,14.72,3.09
20160409:1710,57.39,10.41,13.7,2.62
20160409:1810,0.0,0.0,12.68,2.14
20160409:1910,0.0,0.0,11.75,2.11
20160409:2010,0.0,0.0,10.82,2.08
20160409:2110,0.0,0.0,9.89,2.06
20160409:2210,0.0,0.0,9.6,1.94
20160409:2310,0.0,0.0,9.3,1.83
20160410:0010,0.0,0.0,9.01,1.71
20160410:0110,0.0,0.0,8.39,1.46
20160410:0210,0.0,0.0,7.78,1.21
20160410:0310,0.0,0.0,7.17,0.97
20160410:0410,0.0,0.0,6.68,1.08
20160410:0510,0.0,0.0,6.19,1.19
20160410:0610,98.71,11.21,5.7,1.3
20160410:0710,355.93,21.72,8.91,1.18
20160410:0810,596.4,31.81,12.12,1.07
20160410:0910,808.09,40.92,15.33,0.95
20160410:1010,962.41,48.15,16.68,1.39
20160410:1110,1040.87,52.26,18.02,1.83
20160410:1210,1020.45,52.13,19.37,2.28
20160410:1310,936.49,47.82,19.63,2.97
20160410:1410,793.5,40.45,19.89,3.66
20160410:1510,583.71,31.26,20.15,4.36
20160410:1610,342.37,21.13,18.7,3.8
20160410:1710,45.03,10.62,17.25,3.24
20160410:1810,0.0,0.0,15.8,2.68
20160410:1910,0.0,0.0,14.9,2.6
20160410:2010,0.0,0.0,13.99,2.52
20160410:2110,0.0,0.0,13.08,2.44
20160410:2210,0.0,0.0,12.78,2.39
20160410:2310,0.0,0.0,12.47,2.34
20160411:0010,0.0,0.0,12.17,2.29
20160411:0110,0.0,0.0,11.8,2.26
20160411:0210,0.0,0.0,11.43,2.23
20160411:0310,0.0,0.0,11.06,2.19
20160411:0410,0.0,0.0,10.94,2.29
20160411:0510,0.0,0.0,10.82,2.39
20160411:0610,146.39,11.52,10.69,2.48
20160411:0710,229.67,22.03,12.61,3.02
20160411:0810,130.54,32.14,14.53,3.55
20160411:0910,103.5,41.26,16.44,4.08
20160411:1010,392.51,48.52,17.2,4.7
20160411:1110,201.4,52.63,17.95,5.31
20160411:1210,94.17,52.49,18.71,5.93
20160411:1310,456.14,48.12,18.58,5.58
20160411:1410,414.82,40.71,18.45,5.23
20160411:1510,106.29,31.5,18.31,4.88
20160411:1610,150.25,21.35,17.32,4.07
20160411:1710,69.75,10.83,16.32,3.26
20160411:1810,0.0,0.0,15.32,2.44
20160411:1910,0.0,0.0,14.57,2.18
20160411:2010,0.0,0.0,13.82,1.93
20160411:2110,0.0,0.0,13.07,1.67
20160411:2210,0.0,0.0,12.72,1.59
20160411:2310,0.0,0.0,12.38,1.51
20160412:0010,0.0,0.0,12.03,1.43
20160412:0110,0.0,0.0,11.94,1.43
20160412:0210,0.0,0.0,11.86,1.42
20160412:0310,0.0,0.0,11.77,1.41
20160412:0410,0.0,0.0,11.48,1.39
20160412:0510,0.0,0.0,11.19,1.38
20160412:0610,152.5,11.83,10.89,1.37
20160412:0710,391.05,22.34,13.03,1.7
20160412:0810,631.51,32.46,15.16,2.04
20160412:0910,817.64,41.61,17.29,2.37
20160412:1010,888.77,48.88,18.39,2.94
20160412:1110,903.24,53.01,19.5,3.5
20160412:1210,803.56,52.84,20.6,4.07
20160412:1310,653.7,48.43,20.19,4.25
20160412:1410,690.44,40.97,19.79,4.43
20160412:1510,445.49,31.72,19.38,4.61
20160412:1610,254.67,21.56,18.22,3.92
20160412:1710,71.64,11.03,17.06,3.24
20160412:1810,0.0,0.0,15.9,2.55
20160412:1910,0.0,0.0,15.23,2.24
20160412:2010,0.0,0.0,14.56,1.93
20160412:2110,0.0,0.0,13.88,1.61
20160412:2210,0.0,0.0,13.54,1.49
20160412:2310,0.0,0.0,13.21,1.37
20160413:0010,0.0,0.0,12.87,1.24
20160413:0110,0.0,0.0,12.58,1.39
20160413:0210,0.0,0.0,12.29,1.54
20160413:0310,0.0,0.0,12.0,1.68
20160413:0410,0.0,0.0,11.79,1.62
20160413:0510,0.0,0.0,11.58,1.55
20160413:0610,71.87,12.13,11.36,1.49
20160413:0710,146.63,22.65,12.43,1.94
20160413:0810,176.99,32.78,13.5,2.38
20160413:0910,547.11,41.94,14.56,2.83
20160413:1010,653.3,49.24,15.06,2.92
20160413:1110,480.35,53.38,15.55,3.02
20160413:1210,490.49,53.18,16.05,3.12
20160413:1310,792.52,48.73,16.16,2.76
20160413:1410,125.87,41.23,16.28,2.41
20160413:1510,46.62,31.95,16.39,2.06
20160413:1610,70.86,21.77,15.43,1.94
20160413:1710,92.34,11.24,14.47,1.82
20160413:1810,0.0,0.0,13.5,1.7
20160413:1910,0.0,0.0,13.0,1.69
20160413:2010,0.0,0.0,12.49,1.69
20160413:2110,0.0,0.0,11.98,1.68
20160413:2210,0.0,0.0,11.67,1.57
20160413:2310,0.0,0.0,11.35,1.46
20160414:0010,0.0,0.0,11.04,1.35
20160414:0110,0.0,0.0,10.04,1.34
20160414:0210,0.0,0.0,9.04,1.33
20160414:0310,0.0,0.0,8.04,1.32
20160414:0410,0.0,0.0,8.11,1.31
20160414:0510,0.0,0.0,8.18,1.3
20160414:0610,141.11,12.43,8.25,1.28
20160414:0710,376.86,22.95,10.28,1.39
20160414:0810,450.01,33.09,12.31,1.49
20160414:0910,652.83,42.28,14.34,1.6
20160414:1010,865.9,49.6,15.72,1.6
20160414:1110,990.71,53.74,17.09,1.6
20160414:1210,990.52,53.53,18.47,1.6
20160414:1310,901.73,49.03,19.04,1.65
20160414:1410,745.91,41.48,19.61,1.7
20160414:1510,580.12,32.18,20.17,1.75
20160414:1610,229.59,21.98,19.11,1.63
20160414:1710,84.07,11.45,18.04,1.51
20160414:1810,0.0,0.0,16.97,1.39
20160414:1910,0.0,0.0,16.28,1.23
20160414:2010,0.0,0.0,15.58,1.07
20160414:2110,0.0,0.0,14.88,0.91
20160414:2210,0.0,0.0,14.33,0.96
20160414:2310,0.0,0.0,13.77,1.01
20160415:0010,0.0,0.0,13.22,1.06
20160415:0110,0.0,0.0,13.17,0.99
20160415:0210,0.0,0.0,13.12,0.92
20160415:0310,0.0,0.0,13.07,0.86
20160415:0410,0.0,0.0,12.97,0.94
20160415:0510,1.77,2.24,12.88,1.02
20160415:0610,28.9,12.73,12.78,1.1
20160415:0710,49.42,23.25,14.24,1.47
20160415:0810,127.74,33.4,15.69,1.84
20160415:0910,503.81,42.61,17.14,2.21
20160415:1010,184.61,49.95,18.11,2.8
20160415:1110,372.39,54.11,19.07,3.38
20160415:1210,292.12,53.87,20.04,3.97
20160415:1310,203.26,49.33,20.18,4.29
20160415:1410,114.68,41.74,20.33,4.61
20160415:1510,90.44,32.4,20.47,4.92
20160415:1610,143.55,22.19,19.32,4.07
20160415:1710,69.54,11.65,18.16,3.21
20160415:1810,0.0,0.0,17.0,2.36
20160415:1910,0.0,0.0,16.39,2.67
20160415:2010,0.0,0.0,15.78,2.97
20160415:2110,0.0,0.0,15.16,3.28
20160415:2210,0.0,0.0,14.88,3.61
20160415:2310,0.0,0.0,14.61,3.94
20160416:0010,0.0,0.0,14.33,4.28
20160416:0110,0.0,0.0,13.81,4.11
20160416:0210,0.0,0.0,13.29,3.94
20160416:0310,0.0,0.0,12.77,3.78
20160416:0410,0.0,0.0,12.52,3.24
20160416:0510,3.53,2.54,12.27,2.69
20160416:0610,31.7,13.02,12.01,2.15
20160416:0710,105.36,23.55,13.77,2.3
20160416:0810,148.25,33.71,15.53,2.46
20160416:0910,766.1,42.94,17.29,2.61
20160416:1010,364.22,50.31,18.13,3.37
20160416:1110,1014.26,54.47,18.97,4.12
20160416:1210,930.49,54.21,19.81,4.88
20160416:1310,327.81,49.62,20.37,5.31
20160416:1410,652.39,41.99,20.93,5.74
20160416:1510,335.96,32.62,21.48,6.17
20160416:1610,166.87,22.4,20.34,5.34
20160416:1710,72.87,11.86,19.19,4.52
20160416:1810,0.0,0.0,18.04,3.7
20160416:1910,0.0,0.0,17.43,3.71
20160416:2010,0.0,0.0,16.81,3.72
20160416:2110,0.0,0.0,16.19,3.74
20160416:2210,0.0,0.0,16.0,3.86
20160416:2310,0.0,0.0,15.8,3.98
20160417:0010,0.0,0.0,15.61,4.1
20160417:0110,0.0,0.0,14.46,3.32
20160417:0210,0.0,0.0,13.32,2.54
20160417:0310,0.0,0.0,12.18,1.77
20160417:0410,0.0,0.0,12.32,1.82
20160417:0510,1.77,2.83,12.46,1.88
20160417:0610,14.92,13.31,12.59,1.93
20160417:0710,185.02,23.84,13.8,2.48
20160417:0810,91.37,34.02,15.0,3.03
20160417:0910,240.29,43.26,16.2,3.57
20160417:1010,145.45,50.65,16.67,3.4
20160417:1110,375.78,54.83,17.13,3.23
20160417:1210,117.48,54.55,17.6,3.06
20160417:1310,76.46,49.91,17.32,2.79
20160417:1410,66.2,42.24,17.04,2.51
20160417:1510,48.48,32.85,16.75,2.23
20160417:1610,63.4,22.6,15.72,1.93
20160417:1710,46.62,12.06,14.69,1.63
20160417:1810,0.0,0.0,13.66,1.32
20160417:1910,0.0,0.0,12.91,1.37
20160417:2010,0.0,0.0,12.16,1.41
20160417:2110,0.0,0.0,11.41,1.45
20160417:2210,0.0,0.0,11.13,1.36
20160417:2310,0.0,0.0,10.86,1.26
20160418:0010,0.0,0.0,10.58,1.17
20160418:0110,0.0,0.0,10.0,1.42
20160418:0210,0.0,0.0,9.43,1.67
20160418:0310,0.0,0.0,8.86,1.92
20160418:0410,0.0,0.0,8.61,2.01
20160418:0510,15.01,3.12,8.37,2.11
20160418:0610,29.84,13.6,8.12,2.21
20160418:0710,131.94,24.13,9.09,2.29
20160418:0810,101.63,34.32,10.06,2.38
20160418:0910,142.66,43.58,11.03,2.47
20160418:1010,220.05,51.0,11.92,2.65
20160418:1110,158.51,55.18,12.81,2.83
20160418:1210,76.46,54.88,13.7,3.01
20160418:1310,305.11,50.2,13.52,3.41
20160418:1410,156.64,42.49,13.34,3.81
20160418:1510,561.35,33.06,13.15,4.21
20160418:1610,347.08,22.81,12.09,4.2
20160418:1710,32.63,12.26,11.03,4.2
20160418:1810,0.0,0.0,9.97,4.19
20160418:1910,0.0,0.0,9.41,4.04
20160418:2010,0.0,0.0,8.85,3.89
20160418:2110,0.0,0.0,8.28,3.74
20160418:2210,0.0,0.0,8.04,3.52
20160418:2310,0.0,0.0,7.79,3.31
20160419:0010,0.0,0.0,7.55,3.09
20160419:0110,0.0,0.0,7.31,3.12
20160419:0210,0.0,0.0,7.07,3.15
20160419:0310,0.0,0.0,6.83,3.19
20160419:0410,0.0,0.0,6.84,3.11
20160419:0510,17.66,3.41,6.85,3.04
20160419:0610,173.98,13.88,6.86,2.97
20160419:0710,412.21,24.42,9.22,2.8
20160419:0810,650.18,34.61,11.57,2.63
20160419:0910,837.71,43.9,13.92,2.47
20160419:1010,982.81,51.34,15.68,2.37
20160419:1110,1057.49,55.53,17.44,2.27
20160419:1210,1047.69,55.21,19.2,2.17
20160419:1310,959.79,50.49,19.76,1.94
20160419:1410,808.23,42.73,20.32,1.71
20160419:1510,590.95,33.28,20.87,1.48
20160419:1610,355.12,23.01,19.7,1.34
20160419:1710,121.86,12.46,18.52,1.2
20160419:1810,10.6,2.03,17.34,1.06
20160419:1910,0.0,0.0,16.1,1.21
20160419:2010,0.0,0.0,14.85,1.37
20160419:2110,0.0,0.0,13.6,1.52
20160419:2210,0.0,0.0,12.62,1.36
20160419:2310,0.0,0.0,11.64,1.2
20160420:0010,0.0,0.0,10.66,1.05
20160420:0110,0.0,0.0,9.8,1.08
20160420:0210,0.0,0.0,8.95,1.11
20160420:0310,0.0,0.0,8.1,1.14
20160420:0410,0.0,0.0,8.23,1.28
20160420:0510,17.66,3.7,8.37,1.41
20160420:0610,178.46,14.16,8.5,1.54
20160420:0710,415.04,24.7,12.18,1.52
20160420:0810,627.37,34.91,15.86,1.49
20160420:0910,666.4,44.21,19.53,1.46
20160420:1010,727.87,51.67,21.01,1.49
20160420:1110,828.51,55.88,22.5,1.52
20160420:1210,813.6,55.54,23.98,1.54
20160420:1310,936.29,50.77,24.39,1.29
20160420:1410,774.01,42.97,24.8,1.04
20160420:1510,460.09,33.5,25.2,0.79
20160420:1610,300.93,23.21,23.96,1.08
20160420:1710,86.87,12.66,22.72,1.37
20160420:1810,11.48,2.24,21.47,1.66
20160420:1910,0.0,0.0,20.01,1.92
20160420:2010,0.0,0.0,18.55,2.19
20160420:2110,0.0,0.0,17.08,2.46
20160420:2210,0.0,0.0,16.44,2.34
20160420:2310,0.0,0.0,15.8,2.23
20160421:0010,0.0,0.0,15.16,2.11
20160421:0110,0.0,0.0,14.35,1.88
20160421:0210,0.0,0.0,13.55,1.64
20160421:0310,0.0,0.0,12.74,1.41
20160421:0410,0.0,0.0,12.72,1.51
20160421:0510,19.42,3.98,12.7,1.61
20160421:0610,160.37,14.44,12.67,1.71
20160421:0710,397.73,24.98,15.54,1.81
20160421:0810,630.15,35.19,18.4,1.91
20160421:0910,819.17,44.52,21.26,2.01
20160421:1010,946.78,52.01,22.26,2.0
20160421:1110,929.62,56.23,23.26,1.99
20160421:1210,628.44,55.87,24.26,1.97
20160421:1310,429.6,51.06,23.53,2.04
20160421:1410,299.72,43.21,22.8,2.1
20160421:1510,218.47,33.71,22.07,2.17
20160421:1610,152.49,23.41,20.72,1.91
20160421:1710,50.35,12.86,19.37,1.66
20160421:1810,10.6,2.44,18.01,1.41
20160421:1910,0.0,0.0,17.1,1.31
20160421:2010,0.0,0.0,16.18,1.21
20160421:2110,0.0,0.0,15.26,1.12
20160421:2210,0.0,0.0,15.02,0.9
20160421:2310,0.0,0.0,14.77,0.69
20160422:0010,0.0,0.0,14.53,0.47
20160422:0110,0.0,0.0,13.72,0.52
20160422:0210,0.0,0.0,12.91,0.57
20160422:0310,0.0,0.0,12.1,0.62
20160422:0410,0.0,0.0,12.05,0.74
20160422:0510,14.13,4.25,12.0,0.86
20160422:0610,35.43,14.71,11.95,0.98
20160422:0710,134.66,25.25,13.83,1.18
20160422:0810,322.32,35.48,15.7,1.37
20160422:0910,601.46,44.82,17.57,1.57
20160422:1010,581.92,52.33,18.12,1.41
20160422:1110,467.56,56.57,18.68,1.25
20160422:1210,522.58,56.19,19.23,1.09
20160422:1310,397.22,51.33,19.3,1.1
20160422:1410,357.62,43.45,19.38,1.11
20160422:1510,158.51,33.92,19.45,1.12
20160422:1610,47.55,23.61,18.63,1.2
20160422:1710,70.98,13.06,17.81,1.28
20160422:1810,13.24,2.65,16.99,1.37
20160422:1910,0.0,0.0,16.36,1.4
20160422:2010,0.0,0.0,15.73,1.43
20160422:2110,0.0,0.0,15.09,1.46
20160422:2210,0.0,0.0,14.89,1.38
20160422:2310,0.0,0.0,14.7,1.31
20160423:0010,0.0,0.0,14.5,1.23
20160423:0110,0.0,0.0,14.05,1.21
20160423:0210,0.0,0.0,13.61,1.2
20160423:0310,0.0,0.0,13.16,1.19
20160423:0410,0.0,0.0,13.05,1.5
20160423:0510,5.3,4.53,12.95,1.81
20160423:0610,20.51,14.98,12.84,2.12
20160423:0710,103.5,25.52,13.38,2.48
20160423:0810,78.32,35.76,13.92,2.83
20160423:0910,101.63,45.12,14.45,3.19
20160423:1010,135.2,52.66,14.63,3.3
20160423:1110,139.86,56.91,14.81,3.42
20160423:1210,112.82,56.51,14.99,3.53
20160423:1310,133.33,51.61,14.79,3.65
20160423:1410,119.35,43.69,14.59,3.76
20160423:1510,66.2,34.13,14.38,3.88
20160423:1610,45.69,23.81,13.39,3.81
20160423:1710,33.57,13.26,12.4,3.75
20160423:1810,10.6,2.85,11.4,3.68
20160423:1910,0.0,0.0,10.86,3.73
20160423:2010,0.0,0.0,10.32,3.77
20160423:2110,0.0,0.0,9.77,3.82
20160423:2210,0.0,0.0,9.46,3.97
20160423:2310,0.0,0.0,9.14,4.12
20160424:0010,0.0,0.0,8.83,4.28
20160424:0110,0.0,0.0,8.2,4.45
20160424:0210,0.0,0.0,7.58,4.63
20160424:0310,0.0,0.0,6.96,4.8
20160424:0410,0.0,0.0,6.51,4.99
20160424:0510,18.54,4.79,6.06,5.18
20160424:0610,57.81,15.24,5.6,5.37
20160424:0710,354.21,25.79,6.59,5.86
20160424:0810,570.19,36.03,7.58,6.35
20160424:0910,792.55,45.42,8.56,6.84
20160424:1010,687.29,52.98,9.59,6.75
20160424:1110,656.77,57.24,10.61,6.67
20160424:1210,550.25,56.82,11.64,6.58
20160424:1310,548.69,51.88,11.59,6.61
20160424:1410,467.26,43.92,11.54,6.63
20160424:1510,544.74,34.34,11.48,6.66
20160424:1610,289.12,24.01,10.51,6.24
20160424:1710,108.4,13.45,9.53,5.82
20160424:1810,15.89,3.06,8.55,5.39
20160424:1910,0.0,0.0,8.08,5.01
20160424:2010,0.0,0.0,7.61,4.63
20160424:2110,0.0,0.0,7.13,4.25
20160424:2210,0.0,0.0,6.83,4.01
20160424:2310,0.0,0.0,6.54,3.77
20160425:0010,0.0,0.0,6.24,3.53
20160425:0110,0.0,0.0,5.62,3.72
20160425:0210,0.0,0.0,5.01,3.92
20160425:0310,0.0,0.0,4.4,4.11
20160425:0410,0.0,0.0,4.21,4.48
20160425:0510,28.25,5.06,4.02,4.86
20160425:0610,118.35,15.5,3.82,5.23
20160425:0710,187.41,26.05,5.18,5.14
20160425:0810,584.72,36.31,6.54,5.04
20160425:0910,635.6,45.71,7.9,4.95
20160425:1010,305.11,53.29,9.34,4.66
20160425:1110,554.87,57.57,10.77,4.37
20160425:1210,282.31,57.13,12.21,4.08
20160425:1310,313.4,52.15,12.35,3.89
20160425:1410,324.15,44.15,12.49,3.7
20160425:1510,398.08,34.54,12.62,3.5
20160425:1610,172.87,24.2,11.91,3.17
20160425:1710,94.86,13.65,11.19,2.84
20160425:1810,18.54,3.26,10.47,2.51
20160425:1910,0.0,0.0,9.84,2.14
20160425:2010,0.0,0.0,9.21,1.77
20160425:2110,0.0,0.0,8.57,1.41
20160425:2210,0.0,0.0,8.28,1.19
20160425:2310,0.0,0.0,7.98,0.97
20160426:0010,0.0,0.0,7.69,0.74
20160426:0110,0.0,0.0,7.22,0.77
20160426:0210,0.0,0.0,6.76,0.8
20160426:0310,0.0,0.0,6.3,0.83
20160426:0410,0.0,0.0,6.47,0.97
20160426:0510,22.07,5.32,6.65,1.1
20160426:0610,47.55,15.75,6.82,1.24
20160426:0710,75.52,26.3,8.23,1.84
20160426:0810,105.36,36.57,9.63,2.44
20160426:0910,107.23,45.99,11.03,3.03
20160426:1010,124.01,53.61,11.84,3.19
20160426:1110,180.88,57.9,12.64,3.34
20160426:1210,140.79,57.44,13.45,3.49
20160426:1310,406.61,52.42,14.01,3.66
20160426:1410,198.6,44.38,14.57,3.83
20160426:1510,100.7,34.75,15.13,4.0
20160426:1610,91.37,24.39,13.88,3.65
20160426:1710,49.42,13.84,12.63,3.29
20160426:1810,4.41,3.46,11.37,2.94
20160426:1910,0.0,0.0,10.44,2.58
20160426:2010,0.0,0.0,9.51,2.23
20160426:2110,0.0,0.0,8.58,1.88
20160426:2210,0.0,0.0,8.32,1.79
20160426:2310,0.0,0.0,8.07,1.7
20160427:0010,0.0,0.0,7.81,1.61
20160427:0110,0.0,0.0,7.26,1.94
20160427:0210,0.0,0.0,6.72,2.26
20160427:0310,0.0,0.0,6.18,2.58
20160427:0410,0.0,0.0,5.9,2.8
20160427:0510,31.79,5.58,5.62,3.01
20160427:0610,157.41,16.01,5.33,3.23
20160427:0710,274.81,26.55,6.49,3.39
20160427:0810,225.75,36.83,7.65,3.55
20160427:0910,503.01,46.27,8.8,3.71
20160427:1010,824.4,53.91,9.96,3.61
20160427:1110,641.0,58.22,11.11,3.51
20160427:1210,494.84,57.75,12.27,3.41
20160427:1310,623.07,52.68,12.66,3.3
20160427:1410,610.51,44.6,13.05,3.2
20160427:1510,446.72,34.95,13.43,3.09
20160427:1610,267.93,24.58,12.63,2.74
20160427:1710,129.24,14.03,11.83,2.39
20160427:1810,20.31,3.66,11.02,2.04
20160427:1910,0.0,0.0,9.97,1.83
20160427:2010,0.0,0.0,8.92,1.63
20160427:2110,0.0,0.0,7.86,1.42
20160427:2210,0.0,0.0,7.33,1.24
20160427:2310,0.0,0.0,6.8,1.06
20160428:0010,0.0,0.0,6.27,0.88
20160428:0110,0.0,0.0,5.85,0.8
20160428:0210,0.0,0.0,5.43,0.73
20160428:0310,0.0,0.0,5.01,0.65
20160428:0410,0.0,0.0,5.35,1.04
20160428:0510,30.02,5.83,5.69,1.43
20160428:0610,198.58,16.25,6.02,1.82
20160428:0710,433.68,26.8,8.33,1.81
20160428:0810,663.08,37.09,10.64,1.8
20160428:0910,754.02,46.55,12.95,1.79
20160428:1010,845.85,54.21,14.01,1.59
20160428:1110,703.38,58.54,15.06,1.38
20160428:1210,663.58,58.05,16.12,1.17
20160428:1310,730.03,52.94,16.16,1.69
20160428:1410,472.17,44.83,16.2,2.2
20160428:1510,477.19,35.15,16.24,2.72
20160428:1610,348.84,24.77,15.2,2.67
20160428:1710,131.53,14.22,14.15,2.62
20160428:1810,21.19,3.86,13.1,2.57
