,load,pv,irrad,temp,netload,Winter,Spring,Summer,Autumn,Hour0,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23
2012-01-01 00:00:00,2.52,0.0,0.0,11.24,2.52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 01:00:00,2.359,0.0,0.0,11.14,2.359,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 02:00:00,1.838,0.0,0.0,11.04,1.838,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 03:00:00,1.424,0.0,0.0,10.94,1.424,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 04:00:00,1.333,0.0,0.0,10.81,1.333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 05:00:00,1.512,0.0,0.0,10.68,1.512,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 06:00:00,1.589,0.0,0.0,10.54,1.589,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 07:00:00,1.694,0.0,0.0,10.48,1.694,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 08:00:00,2.343,0.0,0.0,10.42,2.343,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 09:00:00,3.356,0.0522,78.64,10.36,3.3038,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 10:00:00,3.2,0.0626,89.51,10.58,3.1374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 11:00:00,4.943,0.0472,71.22,10.8,4.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 12:00:00,5.393,0.0472,71.22,11.02,5.3458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-01-01 13:00:00,4.133,0.032,52.69,10.92,4.101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-01-01 14:00:00,4.925,0.0199,37.08,10.81,4.9051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-01-01 15:00:00,4.967,0.0075,19.51,10.7,4.9595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-01-01 16:00:00,4.41,0.0,0.0,10.36,4.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-01-01 17:00:00,4.735,0.0,0.0,10.02,4.735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-01-01 18:00:00,3.943,0.0,0.0,9.68,3.943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-01 19:00:00,4.27,0.0,0.0,9.11,4.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-01 20:00:00,4.352,0.0,0.0,8.54,4.352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-01-01 21:00:00,4.464,0.0,0.0,7.97,4.464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-01-01 22:00:00,4.331,0.0,0.0,7.58,4.331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-01-01 23:00:00,3.459,0.0,0.0,7.18,3.459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-01-02 00:00:00,2.673,0.0,0.0,6.78,2.673,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 01:00:00,1.888,0.0,0.0,6.26,1.888,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 02:00:00,1.765,0.0,0.0,5.74,1.765,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 03:00:00,1.515,0.0,0.0,5.22,1.515,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 04:00:00,1.554,0.0,0.0,5.06,1.554,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 05:00:00,1.688,0.0,0.0,4.9,1.688,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 06:00:00,1.694,0.0,0.0,4.73,1.694,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 07:00:00,1.773,0.0,0.0,4.56,1.773,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 08:00:00,2.841,0.0,0.0,4.38,2.841,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 09:00:00,4.377,0.1598,203.33,4.2,4.2172,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 10:00:00,3.534,0.3132,367.29,4.84,3.2208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 11:00:00,3.415,0.4033,465.2,5.47,3.0117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 12:00:00,3.846,0.4351,500.98,6.11,3.4109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-01-02 13:00:00,4.17,0.3874,449.1,6.36,3.7826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-01-02 14:00:00,3.492,0.2875,342.16,6.6,3.2045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-01-02 15:00:00,2.797,0.1022,140.85,6.84,2.6948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-01-02 16:00:00,2.457,0.0,0.0,6.35,2.457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-01-02 17:00:00,3.633,0.0,0.0,5.86,3.633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-01-02 18:00:00,3.753,0.0,0.0,5.37,3.753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-02 19:00:00,4.521,0.0,0.0,5.45,4.521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-02 20:00:00,4.204,0.0,0.0,5.53,4.204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-01-02 21:00:00,3.547,0.0,0.0,5.6,3.547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-01-02 22:00:00,2.876,0.0,0.0,6.09,2.876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-01-02 23:00:00,2.931,0.0,0.0,6.57,2.931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-01-03 00:00:00,2.453,0.0,0.0,7.05,2.453,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 01:00:00,1.818,0.0,0.0,7.3,1.818,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 02:00:00,1.652,0.0,0.0,7.55,1.652,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 03:00:00,1.401,0.0,0.0,7.8,1.401,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 04:00:00,1.273,0.0,0.0,8.41,1.273,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 05:00:00,1.531,0.0,0.0,9.02,1.531,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 06:00:00,1.459,0.0,0.0,9.62,1.459,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 07:00:00,1.892,0.0,0.0,9.98,1.892,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 08:00:00,1.83,0.0,0.0,10.34,1.83,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 09:00:00,3.878,0.0004,6.83,10.69,3.8776,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 10:00:00,2.878,0.0259,44.88,10.91,2.8521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 11:00:00,4.361,0.0141,29.27,11.13,4.3469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 12:00:00,5.171,0.0087,21.46,11.35,5.1623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-01-03 13:00:00,5.395,0.0306,50.73,10.06,5.3644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-01-03 14:00:00,3.503,0.0324,52.69,8.77,3.4706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-01-03 15:00:00,2.909,0.1086,148.28,7.47,2.8004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-01-03 16:00:00,4.188,0.0,0.0,6.8,4.188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-01-03 17:00:00,6.097,0.0,0.0,6.13,6.097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-01-03 18:00:00,5.454,0.0,0.0,5.46,5.454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-03 19:00:00,4.146,0.0,0.0,5.39,4.146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-03 20:00:00,4.906,0.0,0.0,5.32,4.906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-01-03 21:00:00,4.709,0.0,0.0,5.24,4.709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-01-03 22:00:00,3.824,0.0,0.0,5.47,3.824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-01-03 23:00:00,2.99,0.0,0.0,5.69,2.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-01-04 00:00:00,3.167,0.0,0.0,5.91,3.167,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 01:00:00,1.961,0.0,0.0,5.66,1.961,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 02:00:00,1.433,0.0,0.0,5.4,1.433,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 03:00:00,1.689,0.0,0.0,5.14,1.689,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 04:00:00,1.862,0.0,0.0,5.0,1.862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 05:00:00,1.35,0.0,0.0,4.86,1.35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 06:00:00,1.552,0.0,0.0,4.72,1.552,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 07:00:00,1.849,0.0,0.0,4.73,1.849,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 08:00:00,2.063,0.0,0.0,4.74,2.063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 09:00:00,4.704,0.1773,223.73,4.74,4.5267,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 10:00:00,4.341,0.0948,124.27,5.7,4.2462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 11:00:00,5.183,0.1482,183.42,6.65,5.0348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 12:00:00,4.673,0.2828,332.15,7.61,4.3902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-01-04 13:00:00,2.783,0.018,34.15,7.74,2.765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-01-04 14:00:00,2.298,0.0413,63.37,7.87,2.2567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-01-04 15:00:00,2.001,0.0109,24.39,7.99,1.9901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-01-04 16:00:00,2.25,0.0,0.0,8.05,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-01-04 17:00:00,3.844,0.0,0.0,8.11,3.844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-01-04 18:00:00,3.656,0.0,0.0,8.17,3.656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-04 19:00:00,5.182,0.0,0.0,8.31,5.182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-04 20:00:00,4.703,0.0,0.0,8.44,4.703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-01-04 21:00:00,3.482,0.0,0.0,8.57,3.482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-01-04 22:00:00,3.561,0.0,0.0,8.7,3.561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-01-04 23:00:00,2.713,0.0,0.0,8.83,2.713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-01-05 00:00:00,1.905,0.0,0.0,8.95,1.905,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 01:00:00,1.67,0.0,0.0,9.03,1.67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 02:00:00,1.554,0.0,0.0,9.11,1.554,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 03:00:00,1.323,0.0,0.0,9.18,1.323,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 04:00:00,1.395,0.0,0.0,9.36,1.395,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 05:00:00,1.62,0.0,0.0,9.54,1.62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 06:00:00,1.376,0.0,0.0,9.72,1.376,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 07:00:00,1.777,0.0,0.0,9.34,1.777,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 08:00:00,3.703,0.0,0.0,8.96,3.703,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 09:00:00,3.321,0.1717,220.03,8.58,3.1493,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 10:00:00,3.049,0.2412,289.18,8.67,2.8078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 11:00:00,2.916,0.3902,451.89,8.75,2.5258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 12:00:00,2.952,0.0962,126.82,8.84,2.8558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-01-05 13:00:00,4.325,0.204,245.82,8.72,4.121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-01-05 14:00:00,4.207,0.0601,85.81,8.6,4.1469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-01-05 15:00:00,3.654,0.1351,180.33,8.47,3.5189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-01-05 16:00:00,3.456,0.0,0.0,7.83,3.456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-01-05 17:00:00,5.922,0.0,0.0,7.19,5.922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-01-05 18:00:00,4.992,0.0,0.0,6.54,4.992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-05 19:00:00,5.0,0.0,0.0,6.18,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-05 20:00:00,4.146,0.0,0.0,5.82,4.146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-01-05 21:00:00,4.405,0.0,0.0,5.45,4.405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-01-05 22:00:00,4.252,0.0,0.0,5.38,4.252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-01-05 23:00:00,3.754,0.0,0.0,5.3,3.754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-01-06 00:00:00,2.818,0.0,0.0,5.22,2.818,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 01:00:00,2.403,0.0,0.0,5.01,2.403,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 02:00:00,2.027,0.0,0.0,4.8,2.027,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 03:00:00,2.119,0.0,0.0,4.59,2.119,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 04:00:00,1.93,0.0,0.0,4.2,1.93,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 05:00:00,1.832,0.0,0.0,3.81,1.832,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 06:00:00,2.064,0.0,0.0,3.41,2.064,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 07:00:00,2.297,0.0,0.0,3.15,2.297,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 08:00:00,2.774,0.0,0.0,2.88,2.774,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 09:00:00,5.092,0.1058,139.45,2.61,4.9862,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 10:00:00,3.168,0.2487,294.87,3.9,2.9193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 11:00:00,4.093,0.3787,440.22,5.2,3.7143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 12:00:00,4.413,0.3731,435.15,6.49,4.0399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-01-06 13:00:00,3.025,0.2952,348.07,6.69,2.7298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-01-06 14:00:00,2.591,0.2633,316.19,6.89,2.3277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-01-06 15:00:00,2.977,0.1442,191.24,7.09,2.8328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-01-06 16:00:00,2.708,0.0,0.0,6.86,2.708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-01-06 17:00:00,4.683,0.0,0.0,6.62,4.683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-01-06 18:00:00,4.492,0.0,0.0,6.38,4.492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-06 19:00:00,4.927,0.0,0.0,7.02,4.927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-06 20:00:00,3.492,0.0,0.0,7.66,3.492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-01-06 21:00:00,3.757,0.0,0.0,8.3,3.757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-01-06 22:00:00,3.009,0.0,0.0,8.59,3.009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-01-06 23:00:00,2.8,0.0,0.0,8.88,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-01-07 00:00:00,3.282,0.0,0.0,9.17,3.282,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07 01:00:00,2.538,0.0,0.0,9.2,2.538,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07 02:00:00,2.085,0.0,0.0,9.23,2.085,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07 03:00:00,1.992,0.0,0.0,9.25,1.992,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07 04:00:00,1.885,0.0,0.0,9.29,1.885,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07 05:00:00,1.908,0.0,0.0,9.32,1.908,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07 06:00:00,2.037,0.0,0.0,9.35,2.037,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07 07:00:00,2.302,0.0,0.0,8.84,2.302,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07 08:00:00,2.329,0.0,0.0,8.33,2.329,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-07 09:00:00,3.146,0.0462,70.36,7.81,3.0998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
