,score
MSE,0.017000875302723477
MASE,0.982223666534396
MAPE,0.606553973573627
RMSE,0.1303874046935649
NRMSE,0.9234858609876191
QuantileLoss[0.9],11.762148311524651
Coverage[0.9],0.8779761904761905
AVE[0.9],-0.022023809523809557
wQuantileLoss[0.9],0.2479373661891823
